# Saved on 2025-06-23T13:40:02.335086
# Name: Evan
# Sample_ID: Batch3_F5_TPTE16
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -3
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,1.5678000000e-08,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-02,9.6908000000e-06,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.9602000000e-05,0.0000000000e+00,0.0000000000e+00
-9.0000000000e-02,2.9825000000e-05,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,4.0205000000e-05,0.0000000000e+00,0.0000000000e+00
-1.5000000000e-01,5.1051000000e-05,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,6.2483000000e-05,0.0000000000e+00,0.0000000000e+00
-2.1000000000e-01,7.3988000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,8.6318000000e-05,0.0000000000e+00,0.0000000000e+00
-2.7000000000e-01,9.8835000000e-05,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,1.1210000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3000000000e-01,1.2684000000e-04,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.4033000000e-04,0.0000000000e+00,0.0000000000e+00
-3.9000000000e-01,1.5533000000e-04,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,1.7083000000e-04,0.0000000000e+00,0.0000000000e+00
-4.5000000000e-01,1.8745000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,2.0471000000e-04,0.0000000000e+00,0.0000000000e+00
-5.1000000000e-01,2.2235000000e-04,0.0000000000e+00,0.0000000000e+00
-5.4000000000e-01,2.4082000000e-04,0.0000000000e+00,0.0000000000e+00
-5.7000000000e-01,2.5887000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,2.8102000000e-04,0.0000000000e+00,0.0000000000e+00
-6.3000000000e-01,3.0406000000e-04,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-01,3.2742000000e-04,0.0000000000e+00,0.0000000000e+00
-6.9000000000e-01,3.5588000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-01,3.8123000000e-04,0.0000000000e+00,0.0000000000e+00
-7.5000000000e-01,4.0591000000e-04,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,4.3770000000e-04,0.0000000000e+00,0.0000000000e+00
-8.1000000000e-01,4.6801000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-01,5.0132000000e-04,0.0000000000e+00,0.0000000000e+00
-8.7000000000e-01,5.3474000000e-04,0.0000000000e+00,0.0000000000e+00
-9.0000000000e-01,5.6894000000e-04,0.0000000000e+00,0.0000000000e+00
-9.3000000000e-01,6.0762000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-01,6.4887000000e-04,0.0000000000e+00,0.0000000000e+00
-9.9000000000e-01,6.8686000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0200000000e+00,7.2991000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0500000000e+00,7.7620000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e+00,8.2542000000e-04,0.0000000000e+00,0.0000000000e+00
-1.1100000000e+00,8.8442000000e-04,0.0000000000e+00,0.0000000000e+00
-1.1400000000e+00,9.5574000000e-04,0.0000000000e+00,0.0000000000e+00
-1.1700000000e+00,1.0146000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2000000000e+00,1.0779000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2300000000e+00,1.1440000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2600000000e+00,1.2111000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2900000000e+00,1.2821000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3200000000e+00,1.3511000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3500000000e+00,1.4300000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3800000000e+00,1.5084000000e-03,0.0000000000e+00,0.0000000000e+00
-1.4100000000e+00,1.6014000000e-03,0.0000000000e+00,0.0000000000e+00
-1.4400000000e+00,1.6865000000e-03,0.0000000000e+00,0.0000000000e+00
