# Saved on 2025-06-23T13:40:17.773468
# Name: Evan
# Sample_ID: Batch3_F5_TPTE16
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -3
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,1.0200000000e-09,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-02,7.2489000000e-06,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.4655000000e-05,0.0000000000e+00,0.0000000000e+00
-9.0000000000e-02,2.2234000000e-05,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.0364000000e-05,0.0000000000e+00,0.0000000000e+00
-1.5000000000e-01,3.8942000000e-05,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,4.8085000000e-05,0.0000000000e+00,0.0000000000e+00
-2.1000000000e-01,5.7870000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.7843000000e-05,0.0000000000e+00,0.0000000000e+00
-2.7000000000e-01,7.8567000000e-05,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.9599000000e-05,0.0000000000e+00,0.0000000000e+00
-3.3000000000e-01,1.0150000000e-04,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.1393000000e-04,0.0000000000e+00,0.0000000000e+00
-3.9000000000e-01,1.2679000000e-04,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,1.4359000000e-04,0.0000000000e+00,0.0000000000e+00
-4.5000000000e-01,1.5461000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,1.7129000000e-04,0.0000000000e+00,0.0000000000e+00
-5.1000000000e-01,1.8754000000e-04,0.0000000000e+00,0.0000000000e+00
-5.4000000000e-01,2.0229000000e-04,0.0000000000e+00,0.0000000000e+00
-5.7000000000e-01,2.1860000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,2.3912000000e-04,0.0000000000e+00,0.0000000000e+00
-6.3000000000e-01,2.5743000000e-04,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-01,2.7882000000e-04,0.0000000000e+00,0.0000000000e+00
-6.9000000000e-01,3.0225000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-01,3.2574000000e-04,0.0000000000e+00,0.0000000000e+00
-7.5000000000e-01,3.5024000000e-04,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,3.7480000000e-04,0.0000000000e+00,0.0000000000e+00
-8.1000000000e-01,4.0100000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-01,4.2914000000e-04,0.0000000000e+00,0.0000000000e+00
