# Saved on 2025-06-23T13:39:44.991672
# Name: Evan
# Sample_ID: Batch3_F5_TPTE16
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -3
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,4.8701000000e-08,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-02,6.3348000000e-06,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.2742000000e-05,0.0000000000e+00,0.0000000000e+00
-9.0000000000e-02,1.9631000000e-05,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,2.7087000000e-05,0.0000000000e+00,0.0000000000e+00
-1.5000000000e-01,3.4806000000e-05,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,4.3277000000e-05,0.0000000000e+00,0.0000000000e+00
-2.1000000000e-01,5.2178000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.2180000000e-05,0.0000000000e+00,0.0000000000e+00
-2.7000000000e-01,7.2121000000e-05,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.3519000000e-05,0.0000000000e+00,0.0000000000e+00
-3.3000000000e-01,9.5106000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.0718000000e-04,0.0000000000e+00,0.0000000000e+00
-3.9000000000e-01,1.2005000000e-04,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,1.3354000000e-04,0.0000000000e+00,0.0000000000e+00
-4.5000000000e-01,1.4781000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,1.6356000000e-04,0.0000000000e+00,0.0000000000e+00
-5.1000000000e-01,1.8151000000e-04,0.0000000000e+00,0.0000000000e+00
-5.4000000000e-01,1.9913000000e-04,0.0000000000e+00,0.0000000000e+00
-5.7000000000e-01,2.1553000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,2.3579000000e-04,0.0000000000e+00,0.0000000000e+00
-6.3000000000e-01,2.5845000000e-04,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-01,2.8054000000e-04,0.0000000000e+00,0.0000000000e+00
-6.9000000000e-01,3.0050000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-01,3.2116000000e-04,0.0000000000e+00,0.0000000000e+00
-7.5000000000e-01,3.4732000000e-04,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,3.7673000000e-04,0.0000000000e+00,0.0000000000e+00
