# Saved on 2025-06-27T09:34:53.013462
# Name: Evan
# Sample_ID: Batch3_F5_TPTE46
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1.5e-05
#   ProgramTargetOffset: 1.5e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.4400000000e-04,4.0351307689e-04,4.9757803936e-04,5.8688787249e-04,6.3624604081e-04,7.6586562500e-04,8.4089246229e-04,9.7274103609e-04,1.0650148033e-03,1.1788304255e-03,1.3188239245e-03
1.1440000000e-03,4.0337476094e-04,4.7745794291e-04,5.9954938479e-04,6.5422180342e-04,7.5525924331e-04,8.5628373199e-04,9.5685529232e-04,1.0632664635e-03,1.1742989591e-03,1.3187303557e-03
2.1440000000e-03,3.8622572902e-04,4.7543497203e-04,5.9855217842e-04,6.5889915277e-04,7.5804178778e-04,8.5698171461e-04,9.6138166555e-04,1.0456619930e-03,1.1571366485e-03,1.3328771456e-03
3.1440000000e-03,4.1447026888e-04,4.5812899771e-04,5.9398709709e-04,6.4877138357e-04,7.4781455623e-04,8.5852188931e-04,9.7080446722e-04,1.0716579709e-03,1.1509463366e-03,1.3208643941e-03
4.1440000000e-03,4.0212409658e-04,4.7755234846e-04,5.7352601289e-04,6.4815671067e-04,7.5284828199e-04,8.4019644419e-04,9.7012474725e-04,1.0647461750e-03,1.1329645349e-03,1.3186158321e-03
5.1440000000e-03,4.0708870074e-04,4.8078291002e-04,5.7312481658e-04,6.5374435508e-04,7.6019830885e-04,8.5415696958e-04,9.5144256193e-04,1.0640999244e-03,1.1634061229e-03,1.2991319818e-03
6.1440000000e-03,3.9636222937e-04,4.7729594371e-04,5.5454587709e-04,6.7563887569e-04,7.7244738350e-04,8.5567466158e-04,9.6600051620e-04,1.0540569929e-03,1.1509509932e-03,1.2848676124e-03
7.1440000000e-03,4.0227769205e-04,4.7129295126e-04,5.8222249208e-04,6.7472741648e-04,7.8592383943e-04,8.7402426288e-04,9.6564268460e-04,1.0588803707e-03,1.1527723836e-03,1.2742159015e-03
8.1440000000e-03,4.0582766815e-04,4.7680387070e-04,5.7231743995e-04,6.9569650805e-04,7.7579454228e-04,8.8074993982e-04,9.8876342236e-04,1.0683949222e-03,1.1403015378e-03,1.2946526113e-03
9.1440000000e-03,4.1700033762e-04,4.9356996897e-04,5.7453624322e-04,6.6584150773e-04,7.7330500062e-04,8.9546767413e-04,9.9490025605e-04,1.0821854084e-03,1.1484973948e-03,1.2996545411e-03
1.0144000000e-02,4.2964275053e-04,4.9848644267e-04,5.6650322222e-04,6.7668530392e-04,7.7379721915e-04,8.7634813099e-04,1.0126046254e-03,1.0990996088e-03,1.1528893810e-03,1.2854550732e-03
1.1144000000e-02,4.2772317101e-04,5.1301591157e-04,5.6918899645e-04,6.7386245064e-04,7.8924284026e-04,8.7362677732e-04,9.9037119071e-04,1.0826947255e-03,1.1705821089e-03,1.2893916573e-03
