# Saved on 2025-07-11T19:13:30.958718
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE10
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,5.0394155551e-04,6.0197602579e-04
1.0001440000e+00,5.0132181059e-04,6.0392863816e-04
2.0001440000e+00,5.0279420975e-04,6.0172966187e-04
3.0001440000e+00,4.9961861805e-04,5.9599289671e-04
4.0001440000e+00,5.0152637414e-04,6.0299313191e-04
5.0001440000e+00,5.0069873396e-04,5.9500031057e-04
6.0001440000e+00,4.9866437621e-04,5.9544501710e-04
7.0001440000e+00,5.0214774092e-04,5.9498623159e-04
8.0001440000e+00,5.0050963182e-04,5.9500493080e-04
9.0001440000e+00,5.0017519243e-04,5.9371424868e-04
1.0000144000e+01,5.0077211199e-04,1.1327907851e-03
1.1000144000e+01,5.0015132729e-04,1.1327907851e-03
1.2000144000e+01,5.0206075684e-04,1.1327907851e-03
1.3000144000e+01,5.0172540796e-04,1.1327907851e-03
1.4000144000e+01,5.0295588153e-04,1.1327907851e-03
1.5000144000e+01,5.0162780099e-04,1.1327907851e-03
1.6000144000e+01,4.9903726904e-04,1.1327907851e-03
1.7000144000e+01,5.0079292123e-04,1.1327907851e-03
1.8000144000e+01,5.0071044825e-04,1.1327907851e-03
1.9000144000e+01,5.0001814088e-04,1.1327907851e-03
2.0000144000e+01,5.0135411584e-04,1.1327907851e-03
2.1000144000e+01,5.0103360991e-04,1.1327907851e-03
2.2000144000e+01,4.9931149988e-04,1.1327907851e-03
2.3000144000e+01,5.0057278713e-04,1.1327907851e-03
2.4000144000e+01,5.0097391068e-04,1.1327907851e-03
2.5000144000e+01,5.0212169299e-04,1.1327907851e-03
2.6000144000e+01,5.0077047490e-04,1.1327907851e-03
2.7000144000e+01,4.9919137382e-04,1.1327907851e-03
2.8000144000e+01,4.9962822231e-04,1.1327907851e-03
2.9000144000e+01,5.0031601859e-04,1.1327907851e-03
3.0000144000e+01,5.0097067287e-04,1.1327907851e-03
3.1000144000e+01,5.0277660193e-04,1.1327907851e-03
3.2000144000e+01,4.9973543355e-04,1.1327907851e-03
3.3000144000e+01,5.0177248340e-04,1.1327907851e-03
3.4000144000e+01,5.0037826441e-04,1.1327907851e-03
3.5000144000e+01,5.0056722102e-04,1.1327907851e-03
3.6000144000e+01,5.0544404075e-04,1.1327907851e-03
3.7000144000e+01,5.0323305913e-04,1.1327907851e-03
3.8000144000e+01,5.0048260164e-04,1.1327907851e-03
3.9000144000e+01,5.0113489124e-04,1.1327907851e-03
4.0000144000e+01,4.9980710173e-04,1.1327907851e-03
4.1000144000e+01,5.0178761740e-04,1.1327907851e-03
4.2000144000e+01,5.0077087508e-04,1.1327907851e-03
4.3000144000e+01,5.0357466534e-04,1.1327907851e-03
4.4000144000e+01,5.0086302508e-04,1.1327907851e-03
4.5000144000e+01,5.0170463510e-04,1.1327907851e-03
4.6000144000e+01,4.9855261750e-04,1.1327907851e-03
4.7000144000e+01,4.9966056395e-04,1.1327907851e-03
4.8000144000e+01,5.0052200095e-04,1.1327907851e-03
