# Saved on 2025-07-11T19:13:30.921386
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE10
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,5.0098838983e-04,5.9748865169e-04
1.1440000000e-03,5.0521903177e-04,5.9989757574e-04
2.1440000000e-03,5.0341968745e-04,5.9784022596e-04
3.1440000000e-03,5.0054633903e-04,5.9732912632e-04
4.1440000000e-03,5.0150832976e-04,5.9694706579e-04
5.1440000000e-03,5.0272610679e-04,5.9654601500e-04
6.1440000000e-03,5.0061280490e-04,5.9631525801e-04
7.1440000000e-03,5.0134804042e-04,5.9680711274e-04
8.1440000000e-03,5.0030714192e-04,5.9640424297e-04
9.1440000000e-03,5.0026039389e-04,5.9646419686e-04
1.0144000000e-02,5.0013091823e-04,5.9690763010e-04
1.1144000000e-02,5.0037153414e-04,5.9691243223e-04
1.2144000000e-02,4.9965587095e-04,5.9655387304e-04
1.3144000000e-02,5.0257556722e-04,5.9699676058e-04
1.4144000000e-02,5.0006576203e-04,5.9643774875e-04
1.5144000000e-02,5.0055848988e-04,5.9785757912e-04
1.6144000000e-02,5.0074198953e-04,5.9690239141e-04
1.7144000000e-02,5.0119815569e-04,5.9736321418e-04
1.8144000000e-02,5.0044927775e-04,5.9735422838e-04
1.9144000000e-02,5.0004116929e-04,5.9681275161e-04
2.0144000000e-02,5.0272712542e-04,5.9673631768e-04
2.1144000000e-02,5.0089744036e-04,5.9641832195e-04
2.2144000000e-02,5.0120528613e-04,5.9688831243e-04
2.3144000000e-02,5.0081867812e-04,5.9515808971e-04
2.4144000000e-02,5.0397396990e-04,5.9536221670e-04
2.5144000000e-02,5.0017981266e-04,5.9674694057e-04
2.6144000000e-02,5.0134032790e-04,5.9919184423e-04
2.7144000000e-02,5.0258433475e-04,5.9726520703e-04
2.8144000000e-02,5.0057653425e-04,5.9680827690e-04
2.9144000000e-02,5.0156031648e-04,5.9764897742e-04
3.0144000000e-02,5.0248952903e-04,5.9747944761e-04
3.1144000000e-02,5.0211852795e-04,5.9614147176e-04
3.2144000000e-02,5.0144262786e-04,5.9600628447e-04
3.3144000000e-02,5.0254606322e-04,5.9739777498e-04
3.4144000000e-02,5.0019243645e-04,5.9785979829e-04
3.5144000000e-02,5.0079874200e-04,5.9722267906e-04
3.6144000000e-02,4.9969949032e-04,5.9712529037e-04
3.7144000000e-02,5.0155395002e-04,5.9662939748e-04
3.8144000000e-02,5.0211641792e-04,5.9786380007e-04
3.9144000000e-02,5.0244518206e-04,5.9651159972e-04
4.0144000000e-02,5.0064656534e-04,6.0142636357e-04
4.1144000000e-02,5.0326878409e-04,6.0231152020e-04
4.2144000000e-02,5.0347138313e-04,6.0295671574e-04
4.3144000000e-02,5.0121132517e-04,6.0225524066e-04
4.4144000000e-02,5.0109549193e-04,6.0244808992e-04
4.5144000000e-02,5.0148999435e-04,6.0230835516e-04
4.6144000000e-02,5.0083363021e-04,6.0213165852e-04
4.7144000000e-02,5.0183738495e-04,6.0226706410e-04
4.8144000000e-02,5.0497692428e-04,6.0179609136e-04
