# Saved on 2025-07-11T19:30:54.180800
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE10
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,6.9456575147e-04,8.0546567915e-04
1.1440000000e-03,6.9520749093e-04,8.0432997493e-04
2.1440000000e-03,6.9393987360e-04,8.0409263319e-04
3.1440000000e-03,6.9369139965e-04,8.0357160186e-04
4.1440000000e-03,6.9546396844e-04,8.0671925389e-04
5.1440000000e-03,6.9436624472e-04,8.0466052168e-04
6.1440000000e-03,6.9548113970e-04,8.0397345300e-04
7.1440000000e-03,6.9356094173e-04,8.0308214820e-04
8.1440000000e-03,6.9522582635e-04,8.0392979726e-04
9.1440000000e-03,6.9462003012e-04,8.0544472439e-04
1.0144000000e-02,6.9431232987e-04,8.0611971498e-04
1.1144000000e-02,6.9458044891e-04,8.0606121628e-04
1.2144000000e-02,6.9582572905e-04,8.0578967754e-04
1.3144000000e-02,6.9380614150e-04,8.0406694906e-04
1.4144000000e-02,6.9473331678e-04,8.0505262304e-04
1.5144000000e-02,6.9391862780e-04,8.0518213508e-04
1.6144000000e-02,6.9369962148e-04,8.0441423052e-04
1.7144000000e-02,6.9334251748e-04,8.0526522652e-04
1.8144000000e-02,6.9304551289e-04,8.0384896137e-04
1.9144000000e-02,6.9589907071e-04,8.0551180872e-04
2.0144000000e-02,6.9163434091e-04,8.0317528045e-04
2.1144000000e-02,6.9487876317e-04,8.0317076936e-04
2.2144000000e-02,6.9489440648e-04,8.0365411122e-04
2.3144000000e-02,6.9315676228e-04,8.0371675722e-04
2.4144000000e-02,6.9306377554e-04,8.0373363744e-04
2.5144000000e-02,6.9257475843e-04,8.0331577919e-04
2.6144000000e-02,6.9206507760e-04,8.0383775639e-04
2.7144000000e-02,6.9344103395e-04,8.0435471318e-04
2.8144000000e-02,6.9368994446e-04,8.0520047050e-04
2.9144000000e-02,6.9556284870e-04,8.0457830336e-04
3.0144000000e-02,6.9376321335e-04,8.0484329374e-04
3.1144000000e-02,6.9358626206e-04,8.0517835158e-04
3.2144000000e-02,6.9411398727e-04,8.0455603893e-04
3.3144000000e-02,6.9466790592e-04,8.0548037658e-04
3.4144000000e-02,6.9489244197e-04,8.0563193478e-04
3.5144000000e-02,6.9926783908e-04,8.0684301793e-04
3.6144000000e-02,6.9872388849e-04,8.0402300227e-04
3.7144000000e-02,6.9902424002e-04,8.0497564340e-04
3.8144000000e-02,6.9969668402e-04,8.0554054875e-04
3.9144000000e-02,7.0018351835e-04,8.0544748926e-04
4.0144000000e-02,6.9878915383e-04,8.0374018580e-04
4.1144000000e-02,6.9943074777e-04,8.0464713392e-04
4.2144000000e-02,7.0024369052e-04,8.0480160250e-04
4.3144000000e-02,6.9823421654e-04,8.0569829152e-04
4.4144000000e-02,6.9877554779e-04,8.0494879512e-04
4.5144000000e-02,6.9917608926e-04,8.0496429291e-04
4.6144000000e-02,6.9917638029e-04,8.0682199041e-04
4.7144000000e-02,6.9895359047e-04,8.0465099018e-04
4.8144000000e-02,6.9862493547e-04,8.0460253230e-04
