# Saved on 2025-07-11T19:30:54.207842
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE10
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,6.9462606916e-04,7.9704048403e-04
1.0001440000e+00,6.9290043029e-04,7.9830162576e-04
2.0001440000e+00,6.9435467594e-04,8.0325175077e-04
3.0001440000e+00,6.9394729508e-04,8.0113997683e-04
4.0001440000e+00,6.9986810558e-04,8.0204401456e-04
5.0001440000e+00,6.9807487307e-04,7.9478864791e-04
6.0001440000e+00,6.9671725214e-04,8.0349207565e-04
7.0001440000e+00,7.0056725235e-04,8.0837773567e-04
8.0001440000e+00,6.9748144597e-04,8.0569530837e-04
9.0001440000e+00,6.9640256697e-04,8.0131234427e-04
1.0000144000e+01,7.0244022936e-04,7.9882665887e-04
1.1000144000e+01,6.9947083830e-04,8.0631900346e-04
1.2000144000e+01,6.9463945692e-04,8.0712168710e-04
1.3000144000e+01,7.0418842370e-04,8.0459089077e-04
1.4000144000e+01,7.0119698648e-04,8.0970065028e-04
1.5000144000e+01,7.0580521424e-04,8.0940648331e-04
1.6000144000e+01,6.8174857006e-04,8.0898971646e-04
1.7000144000e+01,6.8705136073e-04,8.0786885519e-04
1.8000144000e+01,6.8441135227e-04,8.0670957686e-04
1.9000144000e+01,6.8443303462e-04,8.0733712821e-04
2.0000144000e+01,6.8447538069e-04,8.0914272985e-04
2.1000144000e+01,6.8383880716e-04,8.0999641796e-04
2.2000144000e+01,6.8480381742e-04,8.0830519437e-04
2.3000144000e+01,6.8534631282e-04,8.0612247984e-04
2.4000144000e+01,6.8511224526e-04,7.9741017544e-04
2.5000144000e+01,6.8316978286e-04,8.0608384451e-04
2.6000144000e+01,6.8185458076e-04,7.9987672507e-04
2.7000144000e+01,6.8349516368e-04,8.1144142314e-04
2.8000144000e+01,6.8436456786e-04,8.0860925664e-04
2.9000144000e+01,6.8340006692e-04,8.0948309915e-04
3.0000144000e+01,6.8236229708e-04,8.0959391198e-04
3.1000144000e+01,6.8248977186e-04,8.0986719695e-04
3.2000144000e+01,6.8354864197e-04,8.0851219536e-04
3.3000144000e+01,6.8400811870e-04,8.0120255006e-04
3.4000144000e+01,6.8159519287e-04,8.0979691120e-04
3.5000144000e+01,6.8438253948e-04,8.1172351202e-04
3.6000144000e+01,6.8425099016e-04,8.0886129581e-04
3.7000144000e+01,6.8638044468e-04,8.0841055023e-04
3.8000144000e+01,6.8425950303e-04,8.0934776634e-04
3.9000144000e+01,6.8642184488e-04,8.1127582234e-04
4.0000144000e+01,6.8470850238e-04,8.0914673163e-04
4.1000144000e+01,6.7972367106e-04,8.0878635345e-04
4.2000144000e+01,6.8466943048e-04,8.1024329120e-04
4.3000144000e+01,6.8417808507e-04,8.0931669800e-04
4.4000144000e+01,6.8543442467e-04,8.0630845332e-04
4.5000144000e+01,6.8813184043e-04,8.0857469584e-04
4.6000144000e+01,6.8535257014e-04,8.0844190961e-04
4.7000144000e+01,6.8580979132e-04,8.0735575466e-04
4.8000144000e+01,6.8268753239e-04,8.0830119259e-04
4.9000144000e+01,6.8368208304e-04,8.0698126112e-04
5.0000144000e+01,6.8487395765e-04,8.0849400547e-04
5.1000144000e+01,6.8440829637e-04,8.0895770225e-04
5.2000144000e+01,6.8505083618e-04,8.0801881268e-04
