# Saved on 2025-06-27T16:22:36.385095
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,1.7828000000e-07,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,2.1422000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,4.3516000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,6.4876000000e-05,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,8.5808000000e-05,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.0744000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,1.3068000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,1.5452000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,1.7556000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,1.9868000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,2.2256000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,2.4572000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,2.7120000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,2.9660000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,3.2154000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,3.4522000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,3.7168000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,3.9904000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,4.2702000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,4.5402000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,4.8058000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,5.0914000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,5.3694000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,5.6508000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,5.9758000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,6.2644000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,6.5486000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,6.8544000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,7.1476000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4800000000e-01,7.4694000000e-04,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,7.7896000000e-04,0.0000000000e+00,0.0000000000e+00
-3.7200000000e-01,8.0866000000e-04,0.0000000000e+00,0.0000000000e+00
-3.8400000000e-01,8.4190000000e-04,0.0000000000e+00,0.0000000000e+00
-3.9600000000e-01,8.7192000000e-04,0.0000000000e+00,0.0000000000e+00
-4.0800000000e-01,9.0566000000e-04,0.0000000000e+00,0.0000000000e+00
