# Saved on 2025-06-27T16:41:41.230728
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,2.9248000000e-07,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-02,1.4420000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0400000000e-01,2.9178000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.4154000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0800000000e-01,5.9232000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6000000000e-01,7.4412000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,9.0090000000e-04,0.0000000000e+00,0.0000000000e+00
-3.6400000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-4.1600000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-4.6800000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-5.7200000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-6.2400000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-6.7600000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-7.2800000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-8.3200000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-8.8400000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-9.3600000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-9.8800000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.0400000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.0920000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.1440000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.1960000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
