# Saved on 2025-06-27T16:41:25.720207
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,2.3464000000e-07,0.0000000000e+00,0.0000000000e+00
-5.0000000000e-02,1.3930000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0000000000e-01,2.8276000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5000000000e-01,4.2404000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0000000000e-01,5.6860000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5000000000e-01,7.1460000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.6566000000e-04,0.0000000000e+00,0.0000000000e+00
-3.5000000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-4.0000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-4.5000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-5.0000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-5.5000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-6.5000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-7.0000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-7.5000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-8.0000000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-8.5000000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-9.0000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-9.5000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.0000000000e+00,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0500000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.1000000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.1500000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.2000000000e+00,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-1.2500000000e+00,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
