# Saved on 2025-06-27T16:18:35.584555
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,2.4050000000e-07,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,2.1372000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,4.1908000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,6.3802000000e-05,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,8.5626000000e-05,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.0568000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,1.2814000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,1.5122000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,1.7522000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,1.9734000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,2.2098000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,2.4556000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,2.6912000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,2.9300000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,3.2068000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,3.4618000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,3.7018000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,3.9688000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,4.2276000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,4.5110000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,4.7912000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,5.0708000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,5.3636000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,5.6354000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,5.9256000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,6.2518000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,6.5364000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,6.8382000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,7.1584000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4800000000e-01,7.4672000000e-04,0.0000000000e+00,0.0000000000e+00
