# Saved on 2025-06-27T16:26:14.065293
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,2.0150000000e-07,0.0000000000e+00,0.0000000000e+00
-2.1000000000e-02,3.7230000000e-05,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-02,7.4288000000e-05,0.0000000000e+00,0.0000000000e+00
-6.3000000000e-02,1.1350000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,1.4992000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0500000000e-01,1.9108000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2600000000e-01,2.3280000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4700000000e-01,2.7484000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,3.1956000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8900000000e-01,3.6320000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1000000000e-01,4.0968000000e-04,0.0000000000e+00,0.0000000000e+00
-2.3100000000e-01,4.5714000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,5.0760000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7300000000e-01,5.5740000000e-04,0.0000000000e+00,0.0000000000e+00
-2.9400000000e-01,6.0790000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1500000000e-01,6.5938000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,7.1400000000e-04,0.0000000000e+00,0.0000000000e+00
-3.5700000000e-01,7.6814000000e-04,0.0000000000e+00,0.0000000000e+00
-3.7800000000e-01,8.2354000000e-04,0.0000000000e+00,0.0000000000e+00
-3.9900000000e-01,8.7982000000e-04,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,9.3740000000e-04,0.0000000000e+00,0.0000000000e+00
-4.4100000000e-01,9.9278000000e-04,0.0000000000e+00,0.0000000000e+00
-4.6200000000e-01,1.0536000000e-03,0.0000000000e+00,0.0000000000e+00
-4.8300000000e-01,1.1146000000e-03,0.0000000000e+00,0.0000000000e+00
-5.0400000000e-01,1.1750000000e-03,0.0000000000e+00,0.0000000000e+00
-5.2500000000e-01,1.2354000000e-03,0.0000000000e+00,0.0000000000e+00
-5.4600000000e-01,1.2958000000e-03,0.0000000000e+00,0.0000000000e+00
-5.6700000000e-01,1.3592000000e-03,0.0000000000e+00,0.0000000000e+00
-5.8800000000e-01,1.4254000000e-03,0.0000000000e+00,0.0000000000e+00
-6.0900000000e-01,1.4884000000e-03,0.0000000000e+00,0.0000000000e+00
-6.3000000000e-01,1.5508000000e-03,0.0000000000e+00,0.0000000000e+00
-6.5100000000e-01,1.6138000000e-03,0.0000000000e+00,0.0000000000e+00
-6.7200000000e-01,1.6796000000e-03,0.0000000000e+00,0.0000000000e+00
-6.9300000000e-01,1.7464000000e-03,0.0000000000e+00,0.0000000000e+00
-7.1400000000e-01,1.8114000000e-03,0.0000000000e+00,0.0000000000e+00
-7.3500000000e-01,1.8792000000e-03,0.0000000000e+00,0.0000000000e+00
-7.5600000000e-01,1.9466000000e-03,0.0000000000e+00,0.0000000000e+00
-7.7700000000e-01,2.0102000000e-03,0.0000000000e+00,0.0000000000e+00
-7.9800000000e-01,2.0780000000e-03,0.0000000000e+00,0.0000000000e+00
-8.1900000000e-01,2.1486000000e-03,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-01,2.2164000000e-03,0.0000000000e+00,0.0000000000e+00
-8.6100000000e-01,2.2862000000e-03,0.0000000000e+00,0.0000000000e+00
-8.8200000000e-01,2.3548000000e-03,0.0000000000e+00,0.0000000000e+00
-9.0300000000e-01,2.4242000000e-03,0.0000000000e+00,0.0000000000e+00
-9.2400000000e-01,2.4946000000e-03,0.0000000000e+00,0.0000000000e+00
-9.4500000000e-01,2.5630000000e-03,0.0000000000e+00,0.0000000000e+00
-9.6600000000e-01,2.6352000000e-03,0.0000000000e+00,0.0000000000e+00
-9.8700000000e-01,2.7064000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0080000000e+00,2.7750000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0290000000e+00,2.8478000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0500000000e+00,2.9186000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0710000000e+00,2.9906000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0920000000e+00,3.0622000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1130000000e+00,3.1362000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1340000000e+00,3.2068000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1550000000e+00,3.2754000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1760000000e+00,3.3532000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1970000000e+00,3.4252000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2180000000e+00,3.5012000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2390000000e+00,3.5712000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2600000000e+00,3.6460000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2810000000e+00,3.7208000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3020000000e+00,3.7916000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3230000000e+00,3.8676000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3440000000e+00,3.9454000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3650000000e+00,4.0162000000e-03,0.0000000000e+00,0.0000000000e+00
