# Saved on 2025-06-27T16:18:27.352578
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,8.9120000000e-08,0.0000000000e+00,0.0000000000e+00
-1.1000000000e-02,1.9252000000e-05,0.0000000000e+00,0.0000000000e+00
-2.2000000000e-02,3.8686000000e-05,0.0000000000e+00,0.0000000000e+00
-3.3000000000e-02,5.7300000000e-05,0.0000000000e+00,0.0000000000e+00
-4.4000000000e-02,7.7516000000e-05,0.0000000000e+00,0.0000000000e+00
-5.5000000000e-02,9.7726000000e-05,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-02,1.1850000000e-04,0.0000000000e+00,0.0000000000e+00
-7.7000000000e-02,1.3768000000e-04,0.0000000000e+00,0.0000000000e+00
-8.8000000000e-02,1.5718000000e-04,0.0000000000e+00,0.0000000000e+00
-9.9000000000e-02,1.7920000000e-04,0.0000000000e+00,0.0000000000e+00
-1.1000000000e-01,2.0076000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2100000000e-01,2.2214000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,2.4480000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4300000000e-01,2.6598000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5400000000e-01,2.8830000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6500000000e-01,3.1086000000e-04,0.0000000000e+00,0.0000000000e+00
-1.7600000000e-01,3.3730000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8700000000e-01,3.5876000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9800000000e-01,3.8228000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0900000000e-01,4.0534000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2000000000e-01,4.3086000000e-04,0.0000000000e+00,0.0000000000e+00
-2.3100000000e-01,4.5642000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4200000000e-01,4.8120000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5300000000e-01,5.0796000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,5.3396000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7500000000e-01,5.5756000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8600000000e-01,5.8534000000e-04,0.0000000000e+00,0.0000000000e+00
-2.9700000000e-01,6.1354000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0800000000e-01,6.4038000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1900000000e-01,6.6936000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3000000000e-01,6.9650000000e-04,0.0000000000e+00,0.0000000000e+00
