# Saved on 2025-06-27T16:40:16.776401
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,5.0099000000e-08,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,3.3090000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,6.5824000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,9.9540000000e-05,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,1.3480000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.6786000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,1.9898000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,2.3360000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,2.6716000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,3.0052000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.3494000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,3.7040000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,4.0198000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.3502000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,4.7222000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,5.0626000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,5.4220000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,5.7624000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,6.1056000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,6.4632000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.8086000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,7.1778000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,7.5412000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,7.8722000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,8.2380000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.6026000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,8.9566000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,9.3230000000e-04,0.0000000000e+00,0.0000000000e+00
