# Saved on 2025-06-27T16:22:01.028789
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,5.0018000000e-07,0.0000000000e+00,0.0000000000e+00
-1.3000000000e-02,2.3318000000e-05,0.0000000000e+00,0.0000000000e+00
-2.6000000000e-02,4.6868000000e-05,0.0000000000e+00,0.0000000000e+00
-3.9000000000e-02,7.0006000000e-05,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-02,9.4398000000e-05,0.0000000000e+00,0.0000000000e+00
-6.5000000000e-02,1.1764000000e-04,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-02,1.4236000000e-04,0.0000000000e+00,0.0000000000e+00
-9.1000000000e-02,1.6614000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0400000000e-01,1.9120000000e-04,0.0000000000e+00,0.0000000000e+00
-1.1700000000e-01,2.1724000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3000000000e-01,2.4260000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4300000000e-01,2.6796000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,2.9728000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6900000000e-01,3.2610000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8200000000e-01,3.5106000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9500000000e-01,3.7946000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0800000000e-01,4.0756000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2100000000e-01,4.3826000000e-04,0.0000000000e+00,0.0000000000e+00
