# Saved on 2025-06-27T16:23:23.078748
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 1.5
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,2.4797000000e-08,0.0000000000e+00,0.0000000000e+00
-2.0000000000e-02,3.5504000000e-05,0.0000000000e+00,0.0000000000e+00
-4.0000000000e-02,7.0784000000e-05,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.0918000000e-04,0.0000000000e+00,0.0000000000e+00
-8.0000000000e-02,1.4460000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0000000000e-01,1.8254000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,2.2098000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4000000000e-01,2.6168000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6000000000e-01,3.0384000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,3.4394000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0000000000e-01,3.8892000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2000000000e-01,4.3438000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,4.7984000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6000000000e-01,5.2802000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8000000000e-01,5.7504000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,6.2448000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2000000000e-01,6.7698000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4000000000e-01,7.2496000000e-04,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,7.7818000000e-04,0.0000000000e+00,0.0000000000e+00
-3.8000000000e-01,8.3160000000e-04,0.0000000000e+00,0.0000000000e+00
-4.0000000000e-01,8.8490000000e-04,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,9.4066000000e-04,0.0000000000e+00,0.0000000000e+00
-4.4000000000e-01,9.9376000000e-04,0.0000000000e+00,0.0000000000e+00
-4.6000000000e-01,1.0524000000e-03,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,1.1076000000e-03,0.0000000000e+00,0.0000000000e+00
-5.0000000000e-01,1.1658000000e-03,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-01,1.2242000000e-03,0.0000000000e+00,0.0000000000e+00
-5.4000000000e-01,1.2866000000e-03,0.0000000000e+00,0.0000000000e+00
-5.6000000000e-01,1.3416000000e-03,0.0000000000e+00,0.0000000000e+00
-5.8000000000e-01,1.4016000000e-03,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,1.4612000000e-03,0.0000000000e+00,0.0000000000e+00
-6.2000000000e-01,1.5228000000e-03,0.0000000000e+00,0.0000000000e+00
-6.4000000000e-01,1.5850000000e-03,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-01,1.6436000000e-03,0.0000000000e+00,0.0000000000e+00
-6.8000000000e-01,1.7084000000e-03,0.0000000000e+00,0.0000000000e+00
-7.0000000000e-01,1.7714000000e-03,0.0000000000e+00,0.0000000000e+00
