# Saved on 2025-07-12T12:09:37.563682
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.8
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
1.4400000000e-04,7.9906058090e-04
1.0001440000e+00,8.0225509009e-04
2.0001440000e+00,8.0210949818e-04
3.0001440000e+00,8.0274709035e-04
4.0001440000e+00,8.0232581240e-04
5.0001440000e+00,8.0401900050e-04
6.0001440000e+00,8.0285055446e-04
7.0001440000e+00,8.0274789070e-04
8.0001440000e+00,8.0341611465e-04
9.0001440000e+00,8.0194316979e-04
1.0000144000e+01,8.0411868112e-04
1.1000144000e+01,8.0299330875e-04
1.2000144000e+01,8.0254409113e-04
1.3000144000e+01,8.0351455836e-04
1.4000144000e+01,8.0297992099e-04
1.5000144000e+01,8.0083511421e-04
1.6000144000e+01,8.0145029642e-04
1.7000144000e+01,8.0373312812e-04
1.8000144000e+01,8.0340098066e-04
1.9000144000e+01,8.0500074546e-04
2.0000144000e+01,8.0376456026e-04
2.1000144000e+01,8.0377569248e-04
2.2000144000e+01,8.0316225649e-04
2.3000144000e+01,8.0522302596e-04
2.4000144000e+01,8.0537953181e-04
2.5000144000e+01,8.0410085502e-04
2.6000144000e+01,8.0502817582e-04
2.7000144000e+01,8.0520476331e-04
2.8000144000e+01,8.0384095781e-04
2.9000144000e+01,8.0324927694e-04
3.0000144000e+01,8.0280973634e-04
3.1000144000e+01,8.0446392531e-04
3.2000144000e+01,8.0338046246e-04
3.3000144000e+01,8.0344783782e-04
3.4000144000e+01,8.0458907178e-04
3.5000144000e+01,8.0455909483e-04
3.6000144000e+01,8.0485544458e-04
3.7000144000e+01,8.0477890151e-04
3.8000144000e+01,8.0593272287e-04
3.9000144000e+01,8.0455254647e-04
4.0000144000e+01,8.0225552665e-04
4.1000144000e+01,8.0345656897e-04
4.2000144000e+01,8.0395293480e-04
4.3000144000e+01,8.0373167293e-04
4.4000144000e+01,8.0170386354e-04
4.5000144000e+01,8.0535595771e-04
4.6000144000e+01,8.0469726527e-04
4.7000144000e+01,8.0162979430e-04
4.8000144000e+01,8.0391553638e-04
4.9000144000e+01,8.0438585428e-04
5.0000144000e+01,8.0433797848e-04
5.1000144000e+01,8.0318750406e-04
5.2000144000e+01,8.0291072663e-04
5.3000144000e+01,8.0278499809e-04
5.4000144000e+01,8.0368641648e-04
5.5000144000e+01,8.0509882537e-04
5.6000144000e+01,8.0569916463e-04
5.7000144000e+01,8.0711623013e-04
5.8000144000e+01,8.0477606389e-04
5.9000144000e+01,8.0437690485e-04
6.0000144000e+01,8.0322359281e-04
6.1000144000e+01,8.0461388279e-04
6.2000144000e+01,8.0224366684e-04
6.3000144000e+01,8.0255282228e-04
6.4000144000e+01,8.0440935562e-04
6.5000144000e+01,8.0177203927e-04
6.6000144000e+01,8.0452278780e-04
6.7000144000e+01,8.0420177255e-04
6.8000144000e+01,8.0501456978e-04
6.9000144000e+01,8.0312660430e-04
7.0000144000e+01,8.0499674368e-04
7.1000144000e+01,8.0346355389e-04
7.2000144000e+01,8.0345678725e-04
