# Saved on 2025-07-12T11:55:13.202978
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,4.9844806199e-04,5.9705522290e-04
1.1440000000e-03,4.9881102314e-04,5.9776015405e-04
2.1440000000e-03,5.0201015256e-04,5.9908434196e-04
3.1440000000e-03,5.0106104027e-04,5.9956251789e-04
4.1440000000e-03,4.9807855248e-04,5.9964819229e-04
5.1440000000e-03,4.9826456234e-04,5.9826914367e-04
6.1440000000e-03,4.9758989917e-04,5.9820271417e-04
7.1440000000e-03,4.9962924095e-04,6.0047717852e-04
8.1440000000e-03,4.9650941946e-04,6.0068789026e-04
9.1440000000e-03,5.0258935516e-04,5.9908477851e-04
1.0144000000e-02,4.9859794672e-04,5.9953130403e-04
1.1144000000e-02,4.9807134928e-04,6.0034421040e-04
1.2144000000e-02,4.9871996453e-04,5.9935337049e-04
1.3144000000e-02,4.9853144446e-04,5.9880658227e-04
1.4144000000e-02,5.0148573791e-04,5.9879075707e-04
1.5144000000e-02,5.0272312365e-04,5.9864865761e-04
1.6144000000e-02,5.0430458941e-04,6.0099871916e-04
1.7144000000e-02,4.9973550631e-04,5.9978705394e-04
1.8144000000e-02,4.9855112593e-04,5.9844434873e-04
1.9144000000e-02,5.0063918025e-04,5.9978938225e-04
2.0144000000e-02,5.0224516599e-04,6.0046848375e-04
2.1144000000e-02,5.0397466111e-04,6.0100737755e-04
2.2144000000e-02,4.9781341659e-04,6.0030386521e-04
2.3144000000e-02,5.0346556236e-04,5.9984249674e-04
2.4144000000e-02,4.9961276090e-04,5.9961428633e-04
2.5144000000e-02,5.0330261729e-04,5.9996040363e-04
2.6144000000e-02,5.0432230637e-04,5.9927231632e-04
2.7144000000e-02,5.0268463383e-04,5.9973473981e-04
2.8144000000e-02,5.0001948694e-04,5.9887010138e-04
2.9144000000e-02,5.0080518122e-04,6.0004542320e-04
3.0144000000e-02,4.9754253268e-04,6.0052534536e-04
3.1144000000e-02,5.0711441872e-04,6.0021178797e-04
3.2144000000e-02,5.0239366828e-04,5.9744343162e-04
3.3144000000e-02,4.9866153859e-04,6.0075457441e-04
3.4144000000e-02,4.9957765441e-04,6.0030986788e-04
3.5144000000e-02,5.0002654461e-04,6.0050795582e-04
3.6144000000e-02,5.0132552133e-04,5.9962043451e-04
3.7144000000e-02,4.9803220463e-04,5.9976726334e-04
3.8144000000e-02,4.9555066653e-04,5.9937246988e-04
3.9144000000e-02,5.0025468227e-04,6.0012858739e-04
4.0144000000e-02,5.0408983952e-04,5.9976497141e-04
4.1144000000e-02,5.0117956562e-04,6.0115526139e-04
4.2144000000e-02,5.0319882575e-04,6.0099460825e-04
4.3144000000e-02,5.0055281463e-04,6.0103498981e-04
4.4144000000e-02,4.9977606977e-04,6.0044978454e-04
4.5144000000e-02,5.0174279750e-04,6.0221511376e-04
4.6144000000e-02,5.0331669627e-04,5.9985741245e-04
4.7144000000e-02,5.0084694522e-04,6.0141210270e-04
4.8144000000e-02,5.0138092774e-04,5.9929370764e-04
