# Saved on 2025-07-12T11:55:13.236526
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,4.9805439630e-04,5.9710157075e-04
1.0001440000e+00,4.8355028412e-04,5.9584643168e-04
2.0001440000e+00,4.9727823352e-04,5.9732152295e-04
3.0001440000e+00,5.0006736274e-04,5.9350441006e-04
4.0001440000e+00,4.9688671425e-04,5.9760877775e-04
5.0001440000e+00,4.9953585403e-04,5.9605878050e-04
6.0001440000e+00,4.8000249080e-04,5.9869693359e-04
7.0001440000e+00,4.9381447752e-04,5.9925187088e-04
8.0001440000e+00,4.9184385716e-04,5.9816178691e-04
9.0001440000e+00,4.9026511988e-04,5.9790487285e-04
1.0000144000e+01,5.0217960961e-04,5.9456568124e-04
1.1000144000e+01,4.9892525567e-04,5.9716592659e-04
1.2000144000e+01,4.9940106692e-04,6.0011498135e-04
1.3000144000e+01,4.8097583203e-04,5.9978865465e-04
1.4000144000e+01,4.9992133427e-04,5.9678495745e-04
1.5000144000e+01,5.0439986808e-04,5.9695190430e-04
1.6000144000e+01,4.8440360843e-04,5.9639132814e-04
1.7000144000e+01,4.8983947636e-04,6.0014252085e-04
1.8000144000e+01,4.8681395128e-04,5.9724461607e-04
1.9000144000e+01,4.8143581807e-04,5.9965677792e-04
2.0000144000e+01,4.9068483349e-04,6.0166541516e-04
2.1000144000e+01,4.8728470574e-04,6.0028505686e-04
2.2000144000e+01,4.8052119382e-04,5.9756890550e-04
2.3000144000e+01,4.8319518100e-04,6.0184585891e-04
2.4000144000e+01,4.8697944294e-04,5.9768495703e-04
2.5000144000e+01,4.8277739552e-04,5.9841298935e-04
2.6000144000e+01,4.8074824008e-04,6.0104317527e-04
2.7000144000e+01,4.9499336455e-04,6.0013822804e-04
2.8000144000e+01,4.9592617870e-04,5.9721303842e-04
2.9000144000e+01,5.0631202612e-04,5.9749792854e-04
3.0000144000e+01,4.9948681408e-04,5.9617141233e-04
3.1000144000e+01,4.9338861572e-04,5.9809255617e-04
3.2000144000e+01,4.9177215260e-04,5.9654299548e-04
3.3000144000e+01,4.9748472520e-04,6.0035792558e-04
3.4000144000e+01,4.9867947382e-04,6.0041929828e-04
3.5000144000e+01,4.9446462072e-04,5.9851910919e-04
3.6000144000e+01,4.8989437346e-04,5.9798312577e-04
3.7000144000e+01,4.8487927415e-04,5.9836725995e-04
3.8000144000e+01,4.7911038564e-04,6.0133093939e-04
3.9000144000e+01,4.8346213589e-04,6.0409358412e-04
4.0000144000e+01,4.7942296078e-04,5.9812598920e-04
4.1000144000e+01,4.7956895287e-04,5.9726065956e-04
4.2000144000e+01,4.9279129598e-04,5.9927864640e-04
4.3000144000e+01,4.7962039389e-04,5.9587138821e-04
4.4000144000e+01,4.8586884077e-04,5.9823869378e-04
4.5000144000e+01,4.9210364523e-04,5.9891757701e-04
4.6000144000e+01,4.8014044296e-04,5.9625937865e-04
4.7000144000e+01,4.9951893743e-04,5.9885191149e-04
4.8000144000e+01,4.9633243179e-04,5.9870984842e-04
