# Saved on 2025-07-12T12:09:37.550681
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.8
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
1.4400000000e-04,8.0316560343e-04
1.1440000000e-03,8.0274097854e-04
2.1440000000e-03,8.0297766544e-04
3.1440000000e-03,8.0316640378e-04
4.1440000000e-03,8.0380508734e-04
5.1440000000e-03,8.0464458733e-04
6.1440000000e-03,8.0412799434e-04
7.1440000000e-03,8.0173827882e-04
8.1440000000e-03,8.0332858488e-04
9.1440000000e-03,8.0299345427e-04
1.0144000000e-02,8.0245539721e-04
1.1144000000e-02,8.0295903899e-04
1.2144000000e-02,8.0249519669e-04
1.3144000000e-02,8.0313919170e-04
1.4144000000e-02,8.0440484453e-04
1.5144000000e-02,8.0383761087e-04
1.6144000000e-02,8.0372286902e-04
1.7144000000e-02,8.0272264313e-04
1.8144000000e-02,8.0381549196e-04
1.9144000000e-02,8.0425052147e-04
2.0144000000e-02,8.0295489170e-04
2.1144000000e-02,8.0469078966e-04
2.2144000000e-02,8.0460260506e-04
2.3144000000e-02,8.0406156485e-04
2.4144000000e-02,8.0533165601e-04
2.5144000000e-02,8.0411569797e-04
2.6144000000e-02,8.0360616266e-04
2.7144000000e-02,8.0362646258e-04
2.8144000000e-02,8.0462639744e-04
2.9144000000e-02,8.0449943198e-04
3.0144000000e-02,8.0274527136e-04
3.1144000000e-02,8.0480189354e-04
3.2144000000e-02,8.0419049482e-04
3.3144000000e-02,8.0276462540e-04
3.4144000000e-02,8.0211495515e-04
3.5144000000e-02,8.0457233707e-04
3.6144000000e-02,8.0359030108e-04
3.7144000000e-02,8.0407124187e-04
3.8144000000e-02,8.0295969383e-04
3.9144000000e-02,8.0345285824e-04
4.0144000000e-02,8.0480815086e-04
4.1144000000e-02,8.0361569417e-04
4.2144000000e-02,8.0298872490e-04
4.3144000000e-02,8.0416895798e-04
4.4144000000e-02,8.0355122918e-04
4.5144000000e-02,8.0408841313e-04
4.6144000000e-02,8.0475067080e-04
4.7144000000e-02,8.0340731074e-04
4.8144000000e-02,8.0499441538e-04
4.9144000000e-02,8.0532619904e-04
5.0144000000e-02,8.0335506937e-04
5.1144000000e-02,8.0557605543e-04
5.2144000000e-02,8.0531164713e-04
5.3144000000e-02,8.0390374933e-04
5.4144000000e-02,8.0454490671e-04
5.5144000000e-02,8.0357916886e-04
5.6144000000e-02,8.0438083387e-04
5.7144000000e-02,8.0434947449e-04
5.8144000000e-02,8.0201607489e-04
5.9144000000e-02,8.0081845226e-04
6.0144000000e-02,8.0212754256e-04
6.1144000000e-02,8.0303914729e-04
6.2144000000e-02,8.0301302660e-04
6.3144000000e-02,8.0249075836e-04
6.4144000000e-02,8.0333840742e-04
6.5144000000e-02,8.0303834693e-04
6.6144000000e-02,8.0266057921e-04
6.7144000000e-02,8.0224206613e-04
6.8144000000e-02,8.0138597696e-04
6.9144000000e-02,8.0317258835e-04
7.0144000000e-02,8.0531346612e-04
7.1144000000e-02,8.0511359556e-04
7.2144000000e-02,8.0414451077e-04
