# Saved on 2025-06-27T16:46:34.141594
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,1.3465000000e-08,0.0000000000e+00,0.0000000000e+00
-1.3000000000e-02,3.7856000000e-05,0.0000000000e+00,0.0000000000e+00
-2.6000000000e-02,7.3118000000e-05,0.0000000000e+00,0.0000000000e+00
-3.9000000000e-02,1.1034000000e-04,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-02,1.4646000000e-04,0.0000000000e+00,0.0000000000e+00
-6.5000000000e-02,1.8198000000e-04,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-02,2.2188000000e-04,0.0000000000e+00,0.0000000000e+00
-9.1000000000e-02,2.5918000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0400000000e-01,2.9392000000e-04,0.0000000000e+00,0.0000000000e+00
-1.1700000000e-01,3.3112000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3000000000e-01,3.6738000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4300000000e-01,4.0610000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.4402000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6900000000e-01,4.8114000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8200000000e-01,5.1950000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9500000000e-01,5.5600000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0800000000e-01,5.9386000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2100000000e-01,6.3480000000e-04,0.0000000000e+00,0.0000000000e+00
-2.3400000000e-01,6.7212000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4700000000e-01,7.1140000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6000000000e-01,7.5126000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7300000000e-01,7.9022000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8600000000e-01,8.2836000000e-04,0.0000000000e+00,0.0000000000e+00
-2.9900000000e-01,8.6906000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,9.1120000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2500000000e-01,9.4852000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3800000000e-01,9.8858000000e-04,0.0000000000e+00,0.0000000000e+00
-3.5100000000e-01,1.0280000000e-03,0.0000000000e+00,0.0000000000e+00
-3.6400000000e-01,1.0676000000e-03,0.0000000000e+00,0.0000000000e+00
-3.7700000000e-01,1.1086000000e-03,0.0000000000e+00,0.0000000000e+00
-3.9000000000e-01,1.1466000000e-03,0.0000000000e+00,0.0000000000e+00
-4.0300000000e-01,1.1890000000e-03,0.0000000000e+00,0.0000000000e+00
-4.1600000000e-01,1.2288000000e-03,0.0000000000e+00,0.0000000000e+00
-4.2900000000e-01,1.2718000000e-03,0.0000000000e+00,0.0000000000e+00
-4.4200000000e-01,1.3114000000e-03,0.0000000000e+00,0.0000000000e+00
-4.5500000000e-01,1.3526000000e-03,0.0000000000e+00,0.0000000000e+00
-4.6800000000e-01,1.3948000000e-03,0.0000000000e+00,0.0000000000e+00
-4.8100000000e-01,1.4358000000e-03,0.0000000000e+00,0.0000000000e+00
-4.9400000000e-01,1.4768000000e-03,0.0000000000e+00,0.0000000000e+00
-5.0700000000e-01,1.5218000000e-03,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-01,1.5622000000e-03,0.0000000000e+00,0.0000000000e+00
