# Saved on 2025-06-27T16:48:05.797801
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,1.4960000000e-08,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,3.3442000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,6.7474000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,1.0114000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,1.3616000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.6872000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,2.0452000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,2.3714000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,2.6964000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,3.0648000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.4090000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,3.7550000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,4.1098000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.4504000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,4.8000000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,5.1502000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,5.5408000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,5.8678000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,6.2126000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,6.5496000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.9186000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,7.2844000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,7.6390000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,8.0174000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,8.3808000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.7080000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,9.0974000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,9.4722000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,9.8510000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4800000000e-01,1.0224000000e-03,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.0574000000e-03,0.0000000000e+00,0.0000000000e+00
-3.7200000000e-01,1.0988000000e-03,0.0000000000e+00,0.0000000000e+00
-3.8400000000e-01,1.1362000000e-03,0.0000000000e+00,0.0000000000e+00
-3.9600000000e-01,1.1710000000e-03,0.0000000000e+00,0.0000000000e+00
-4.0800000000e-01,1.2094000000e-03,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,1.2452000000e-03,0.0000000000e+00,0.0000000000e+00
-4.3200000000e-01,1.2848000000e-03,0.0000000000e+00,0.0000000000e+00
-4.4400000000e-01,1.3220000000e-03,0.0000000000e+00,0.0000000000e+00
-4.5600000000e-01,1.3602000000e-03,0.0000000000e+00,0.0000000000e+00
-4.6800000000e-01,1.3980000000e-03,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,1.4366000000e-03,0.0000000000e+00,0.0000000000e+00
-4.9200000000e-01,1.4742000000e-03,0.0000000000e+00,0.0000000000e+00
-5.0400000000e-01,1.5156000000e-03,0.0000000000e+00,0.0000000000e+00
-5.1600000000e-01,1.5532000000e-03,0.0000000000e+00,0.0000000000e+00
