# Saved on 2025-06-27T16:46:55.021075
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.2
#   Pos_Voltage: 0.1
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,5.5090000000e-07,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,3.2724000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,6.6944000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,1.0196000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,1.3512000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.6890000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,2.0394000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,2.3724000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,2.7076000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,3.0570000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.4314000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,3.7500000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,4.0940000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.4316000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,4.7832000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,5.1452000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,5.4856000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,5.8556000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,6.2022000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,6.5352000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.9152000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,7.2802000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,7.6440000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,8.0142000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,8.3610000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.7290000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,9.0916000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,9.4878000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,9.8582000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4800000000e-01,1.0200000000e-03,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.0584000000e-03,0.0000000000e+00,0.0000000000e+00
-3.7200000000e-01,1.0952000000e-03,0.0000000000e+00,0.0000000000e+00
-3.8400000000e-01,1.1328000000e-03,0.0000000000e+00,0.0000000000e+00
-3.9600000000e-01,1.1700000000e-03,0.0000000000e+00,0.0000000000e+00
-4.0800000000e-01,1.2066000000e-03,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,1.2442000000e-03,0.0000000000e+00,0.0000000000e+00
-4.3200000000e-01,1.2848000000e-03,0.0000000000e+00,0.0000000000e+00
-4.4400000000e-01,1.3214000000e-03,0.0000000000e+00,0.0000000000e+00
-4.5600000000e-01,1.3594000000e-03,0.0000000000e+00,0.0000000000e+00
-4.6800000000e-01,1.3980000000e-03,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,1.4360000000e-03,0.0000000000e+00,0.0000000000e+00
-4.9200000000e-01,1.4734000000e-03,0.0000000000e+00,0.0000000000e+00
-5.0400000000e-01,1.5130000000e-03,0.0000000000e+00,0.0000000000e+00
-5.1600000000e-01,1.5548000000e-03,0.0000000000e+00,0.0000000000e+00
-5.2800000000e-01,1.5892000000e-03,0.0000000000e+00,0.0000000000e+00
-5.4000000000e-01,1.6278000000e-03,0.0000000000e+00,0.0000000000e+00
-5.5200000000e-01,1.6640000000e-03,0.0000000000e+00,0.0000000000e+00
-5.6400000000e-01,1.7056000000e-03,0.0000000000e+00,0.0000000000e+00
-5.7600000000e-01,1.7454000000e-03,0.0000000000e+00,0.0000000000e+00
-5.8800000000e-01,1.7836000000e-03,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,1.8236000000e-03,0.0000000000e+00,0.0000000000e+00
-6.1200000000e-01,1.8630000000e-03,0.0000000000e+00,0.0000000000e+00
-6.2400000000e-01,1.9002000000e-03,0.0000000000e+00,0.0000000000e+00
-6.3600000000e-01,1.9410000000e-03,0.0000000000e+00,0.0000000000e+00
-6.4800000000e-01,1.9806000000e-03,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-01,2.0198000000e-03,0.0000000000e+00,0.0000000000e+00
-6.7200000000e-01,2.0610000000e-03,0.0000000000e+00,0.0000000000e+00
-6.8400000000e-01,2.0980000000e-03,0.0000000000e+00,0.0000000000e+00
-6.9600000000e-01,2.1384000000e-03,0.0000000000e+00,0.0000000000e+00
-7.0800000000e-01,2.1782000000e-03,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-01,2.2222000000e-03,0.0000000000e+00,0.0000000000e+00
-7.3200000000e-01,2.2608000000e-03,0.0000000000e+00,0.0000000000e+00
-7.4400000000e-01,2.2990000000e-03,0.0000000000e+00,0.0000000000e+00
-7.5600000000e-01,2.3376000000e-03,0.0000000000e+00,0.0000000000e+00
-7.6800000000e-01,2.3792000000e-03,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,2.4208000000e-03,0.0000000000e+00,0.0000000000e+00
-7.9200000000e-01,2.4590000000e-03,0.0000000000e+00,0.0000000000e+00
-8.0400000000e-01,2.5012000000e-03,0.0000000000e+00,0.0000000000e+00
-8.1600000000e-01,2.5414000000e-03,0.0000000000e+00,0.0000000000e+00
-8.2800000000e-01,2.5800000000e-03,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-01,2.6226000000e-03,0.0000000000e+00,0.0000000000e+00
-8.5200000000e-01,2.6630000000e-03,0.0000000000e+00,0.0000000000e+00
-8.6400000000e-01,2.7020000000e-03,0.0000000000e+00,0.0000000000e+00
-8.7600000000e-01,2.7454000000e-03,0.0000000000e+00,0.0000000000e+00
-8.8800000000e-01,2.7840000000e-03,0.0000000000e+00,0.0000000000e+00
-9.0000000000e-01,2.8242000000e-03,0.0000000000e+00,0.0000000000e+00
-9.1200000000e-01,2.8642000000e-03,0.0000000000e+00,0.0000000000e+00
-9.2400000000e-01,2.9122000000e-03,0.0000000000e+00,0.0000000000e+00
-9.3600000000e-01,2.9498000000e-03,0.0000000000e+00,0.0000000000e+00
-9.4800000000e-01,2.9910000000e-03,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-01,3.0306000000e-03,0.0000000000e+00,0.0000000000e+00
-9.7200000000e-01,3.0726000000e-03,0.0000000000e+00,0.0000000000e+00
-9.8400000000e-01,3.1138000000e-03,0.0000000000e+00,0.0000000000e+00
-9.9600000000e-01,3.1524000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0080000000e+00,3.1962000000e-03,0.0000000000e+00,0.0000000000e+00
