# Saved on 2025-06-27T16:46:26.438427
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,7.4180000000e-07,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,3.4782000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,6.8536000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,1.0088000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,1.3446000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.6724000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,2.0182000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,2.3642000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,2.6944000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,3.0020000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.3758000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,3.7244000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,4.0852000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.4224000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,4.7572000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,5.1226000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,5.4508000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,5.8138000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,6.1934000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,6.5278000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.8852000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,7.2406000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,7.5868000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,7.9610000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,8.3316000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.7006000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,9.0242000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,9.4048000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,9.7840000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4800000000e-01,1.0158000000e-03,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.0518000000e-03,0.0000000000e+00,0.0000000000e+00
-3.7200000000e-01,1.0890000000e-03,0.0000000000e+00,0.0000000000e+00
-3.8400000000e-01,1.1278000000e-03,0.0000000000e+00,0.0000000000e+00
-3.9600000000e-01,1.1656000000e-03,0.0000000000e+00,0.0000000000e+00
-4.0800000000e-01,1.2018000000e-03,0.0000000000e+00,0.0000000000e+00
-4.2000000000e-01,1.2374000000e-03,0.0000000000e+00,0.0000000000e+00
-4.3200000000e-01,1.2756000000e-03,0.0000000000e+00,0.0000000000e+00
-4.4400000000e-01,1.3144000000e-03,0.0000000000e+00,0.0000000000e+00
-4.5600000000e-01,1.3518000000e-03,0.0000000000e+00,0.0000000000e+00
-4.6800000000e-01,1.3904000000e-03,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-01,1.4300000000e-03,0.0000000000e+00,0.0000000000e+00
-4.9200000000e-01,1.4642000000e-03,0.0000000000e+00,0.0000000000e+00
-5.0400000000e-01,1.5004000000e-03,0.0000000000e+00,0.0000000000e+00
-5.1600000000e-01,1.5426000000e-03,0.0000000000e+00,0.0000000000e+00
-5.2800000000e-01,1.5812000000e-03,0.0000000000e+00,0.0000000000e+00
-5.4000000000e-01,1.6214000000e-03,0.0000000000e+00,0.0000000000e+00
-5.5200000000e-01,1.6582000000e-03,0.0000000000e+00,0.0000000000e+00
-5.6400000000e-01,1.6960000000e-03,0.0000000000e+00,0.0000000000e+00
-5.7600000000e-01,1.7356000000e-03,0.0000000000e+00,0.0000000000e+00
-5.8800000000e-01,1.7738000000e-03,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-01,1.8162000000e-03,0.0000000000e+00,0.0000000000e+00
-6.1200000000e-01,1.8550000000e-03,0.0000000000e+00,0.0000000000e+00
-6.2400000000e-01,1.8914000000e-03,0.0000000000e+00,0.0000000000e+00
-6.3600000000e-01,1.9308000000e-03,0.0000000000e+00,0.0000000000e+00
-6.4800000000e-01,1.9702000000e-03,0.0000000000e+00,0.0000000000e+00
-6.6000000000e-01,2.0084000000e-03,0.0000000000e+00,0.0000000000e+00
-6.7200000000e-01,2.0490000000e-03,0.0000000000e+00,0.0000000000e+00
-6.8400000000e-01,2.0886000000e-03,0.0000000000e+00,0.0000000000e+00
-6.9600000000e-01,2.1268000000e-03,0.0000000000e+00,0.0000000000e+00
-7.0800000000e-01,2.1642000000e-03,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-01,2.2088000000e-03,0.0000000000e+00,0.0000000000e+00
-7.3200000000e-01,2.2476000000e-03,0.0000000000e+00,0.0000000000e+00
-7.4400000000e-01,2.2880000000e-03,0.0000000000e+00,0.0000000000e+00
-7.5600000000e-01,2.3274000000e-03,0.0000000000e+00,0.0000000000e+00
-7.6800000000e-01,2.3668000000e-03,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,2.4080000000e-03,0.0000000000e+00,0.0000000000e+00
-7.9200000000e-01,2.4448000000e-03,0.0000000000e+00,0.0000000000e+00
-8.0400000000e-01,2.4890000000e-03,0.0000000000e+00,0.0000000000e+00
-8.1600000000e-01,2.5294000000e-03,0.0000000000e+00,0.0000000000e+00
