# Saved on 2025-06-27T16:49:45.822760
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -8
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
0.0000000000e+00,2.4434000000e-07
-8.0000000000e-02,2.2696000000e-04
-1.6000000000e-01,4.5612000000e-04
-2.4000000000e-01,6.9200000000e-04
-3.2000000000e-01,9.3102000000e-04
-4.0000000000e-01,1.0000000000e-03
-4.8000000000e-01,1.0000000000e-03
-5.6000000000e-01,1.0000200000e-03
-6.4000000000e-01,1.0000000000e-03
-7.2000000000e-01,1.0000000000e-03
-8.0000000000e-01,1.0000200000e-03
-8.8000000000e-01,1.0000200000e-03
-9.6000000000e-01,1.0000200000e-03
-1.0400000000e+00,1.0000000000e-03
-1.1200000000e+00,1.0000200000e-03
-1.2000000000e+00,1.0000000000e-03
-1.2800000000e+00,1.0000400000e-03
-1.3600000000e+00,1.0000200000e-03
-1.4400000000e+00,1.0000000000e-03
-1.5200000000e+00,1.0000200000e-03
-1.6000000000e+00,1.0000200000e-03
-1.6800000000e+00,1.0000200000e-03
-1.7600000000e+00,1.0000200000e-03
-1.8400000000e+00,1.0000000000e-03
-1.9200000000e+00,1.0000200000e-03
-2.0000000000e+00,1.0000200000e-03
-2.0800000000e+00,1.0000000000e-03
-2.1600000000e+00,1.0000200000e-03
-2.2400000000e+00,1.0000200000e-03
-2.3200000000e+00,1.0000000000e-03
-2.4000000000e+00,1.0000200000e-03
-2.4800000000e+00,1.0000200000e-03
-2.5600000000e+00,1.0000200000e-03
-2.6400000000e+00,1.0000200000e-03
-2.7200000000e+00,1.0000200000e-03
-2.8000000000e+00,1.0000200000e-03
-2.8800000000e+00,1.0000000000e-03
-2.9600000000e+00,1.0000200000e-03
-3.0400000000e+00,1.0000200000e-03
-3.1200000000e+00,1.0000200000e-03
-3.2000000000e+00,1.0000200000e-03
-3.2800000000e+00,1.0000200000e-03
-3.3600000000e+00,1.0000200000e-03
-3.4400000000e+00,1.0000200000e-03
-3.5200000000e+00,1.0000000000e-03
-3.6000000000e+00,1.0000200000e-03
-3.6800000000e+00,1.0000200000e-03
-3.7600000000e+00,1.0000200000e-03
-3.8400000000e+00,1.0000200000e-03
-3.9200000000e+00,1.0000000000e-03
-4.0000000000e+00,1.0000200000e-03
-4.0800000000e+00,1.0000000000e-03
-4.1600000000e+00,1.0000000000e-03
-4.2400000000e+00,1.0000200000e-03
-4.3200000000e+00,1.0000200000e-03
-4.4000000000e+00,1.0000200000e-03
-4.4800000000e+00,1.0000000000e-03
-4.5600000000e+00,1.0000000000e-03
-4.6400000000e+00,1.0000200000e-03
-4.7200000000e+00,1.0000200000e-03
-4.8000000000e+00,1.0000200000e-03
-4.8800000000e+00,1.0000200000e-03
-4.9600000000e+00,1.0000200000e-03
-5.0400000000e+00,1.0000200000e-03
-5.1200000000e+00,1.0000200000e-03
-5.2000000000e+00,1.0000000000e-03
-5.2800000000e+00,1.0000200000e-03
-5.3600000000e+00,1.0000200000e-03
-5.4400000000e+00,1.0000200000e-03
-5.5200000000e+00,1.0000000000e-03
-5.6000000000e+00,1.0000200000e-03
-5.6800000000e+00,1.0000200000e-03
-5.7600000000e+00,1.0000200000e-03
-5.8400000000e+00,1.0000200000e-03
-5.9200000000e+00,1.0000000000e-03
-6.0000000000e+00,1.0000200000e-03
-6.0800000000e+00,1.0000200000e-03
-6.1600000000e+00,1.0000000000e-03
-6.2400000000e+00,1.0000000000e-03
-6.3200000000e+00,1.0000200000e-03
-6.4000000000e+00,1.0000200000e-03
-6.4800000000e+00,1.0000200000e-03
-6.5600000000e+00,1.0000200000e-03
-6.6400000000e+00,1.0000200000e-03
-6.7200000000e+00,1.0000000000e-03
-6.8000000000e+00,1.0000000000e-03
-6.8800000000e+00,1.0000000000e-03
-6.9600000000e+00,1.0000200000e-03
-7.0400000000e+00,1.0000200000e-03
-7.1200000000e+00,1.0000200000e-03
-7.2000000000e+00,1.0000200000e-03
-7.2800000000e+00,1.0000000000e-03
-7.3600000000e+00,1.0000000000e-03
-7.4400000000e+00,1.0000000000e-03
-7.5200000000e+00,1.0000200000e-03
-7.6000000000e+00,1.0000200000e-03
-7.6800000000e+00,1.0000200000e-03
-7.7600000000e+00,1.0000200000e-03
-7.8400000000e+00,1.0000200000e-03
-7.9200000000e+00,1.0000000000e-03
-8.0000000000e+00,1.0000200000e-03
-8.0000000000e+00,1.0000200000e-03
-7.9200000000e+00,1.0000200000e-03
-7.8400000000e+00,1.0000000000e-03
-7.7600000000e+00,1.0000200000e-03
-7.6800000000e+00,1.0000200000e-03
-7.6000000000e+00,1.0000200000e-03
-7.5200000000e+00,1.0000000000e-03
-7.4400000000e+00,1.0000000000e-03
-7.3600000000e+00,1.0000200000e-03
-7.2800000000e+00,1.0000200000e-03
-7.2000000000e+00,1.0000200000e-03
-7.1200000000e+00,1.0000000000e-03
-7.0400000000e+00,1.0000000000e-03
-6.9600000000e+00,1.0000200000e-03
-6.8800000000e+00,1.0000200000e-03
-6.8000000000e+00,1.0000200000e-03
-6.7200000000e+00,1.0000200000e-03
-6.6400000000e+00,1.0000200000e-03
-6.5600000000e+00,1.0000400000e-03
-6.4800000000e+00,1.0000000000e-03
-6.4000000000e+00,1.0000000000e-03
-6.3200000000e+00,1.0000200000e-03
-6.2400000000e+00,1.0000000000e-03
-6.1600000000e+00,1.0000200000e-03
-6.0800000000e+00,1.0000200000e-03
-6.0000000000e+00,1.0000000000e-03
-5.9200000000e+00,1.0000200000e-03
-5.8400000000e+00,1.0000200000e-03
-5.7600000000e+00,1.0000200000e-03
-5.6800000000e+00,1.0000000000e-03
-5.6000000000e+00,1.0000200000e-03
-5.5200000000e+00,1.0000200000e-03
-5.4400000000e+00,1.0000200000e-03
-5.3600000000e+00,1.0000200000e-03
-5.2800000000e+00,1.0000200000e-03
-5.2000000000e+00,1.0000200000e-03
-5.1200000000e+00,1.0000000000e-03
-5.0400000000e+00,1.0000200000e-03
-4.9600000000e+00,1.0000000000e-03
-4.8800000000e+00,1.0000200000e-03
-4.8000000000e+00,1.0000200000e-03
-4.7200000000e+00,1.0000200000e-03
-4.6400000000e+00,1.0000200000e-03
-4.5600000000e+00,1.0000200000e-03
-4.4800000000e+00,1.0000000000e-03
-4.4000000000e+00,1.0000200000e-03
-4.3200000000e+00,1.0000200000e-03
-4.2400000000e+00,1.0000000000e-03
-4.1600000000e+00,1.0000200000e-03
-4.0800000000e+00,1.0000200000e-03
-4.0000000000e+00,1.0000000000e-03
-3.9200000000e+00,1.0000200000e-03
-3.8400000000e+00,1.0000200000e-03
-3.7600000000e+00,1.0000200000e-03
-3.6800000000e+00,1.0000000000e-03
-3.6000000000e+00,1.0000200000e-03
-3.5200000000e+00,1.0000000000e-03
-3.4400000000e+00,1.0000200000e-03
-3.3600000000e+00,1.0000200000e-03
-3.2800000000e+00,1.0000200000e-03
-3.2000000000e+00,1.0000200000e-03
-3.1200000000e+00,1.0000200000e-03
-3.0400000000e+00,1.0000000000e-03
-2.9600000000e+00,1.0000000000e-03
-2.8800000000e+00,1.0000200000e-03
-2.8000000000e+00,1.0000200000e-03
-2.7200000000e+00,1.0000200000e-03
