# Saved on 2025-06-27T16:47:40.959745
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.2
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,2.3554000000e-07,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,3.3666000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,6.7364000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,1.0550000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,1.3636000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.6946000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,2.0218000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,2.3716000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,2.7246000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,3.0584000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.4196000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,3.7496000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,4.0840000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.4562000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,4.8052000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,5.1562000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,5.5170000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,5.8586000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,6.2104000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,6.5758000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.9706000000e-04,0.0000000000e+00,0.0000000000e+00
