# Saved on 2025-06-27T16:45:15.447358
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 3
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -1.2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A)
0.0000000000e+00,1.4368000000e-07,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-02,3.2898000000e-05,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-02,6.6722000000e-05,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-02,1.0224000000e-04,0.0000000000e+00,0.0000000000e+00
-4.8000000000e-02,1.3518000000e-04,0.0000000000e+00,0.0000000000e+00
-6.0000000000e-02,1.6672000000e-04,0.0000000000e+00,0.0000000000e+00
-7.2000000000e-02,2.0190000000e-04,0.0000000000e+00,0.0000000000e+00
-8.4000000000e-02,2.3540000000e-04,0.0000000000e+00,0.0000000000e+00
-9.6000000000e-02,2.6842000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0800000000e-01,3.0354000000e-04,0.0000000000e+00,0.0000000000e+00
-1.2000000000e-01,3.3754000000e-04,0.0000000000e+00,0.0000000000e+00
-1.3200000000e-01,3.7222000000e-04,0.0000000000e+00,0.0000000000e+00
-1.4400000000e-01,4.0662000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,4.3962000000e-04,0.0000000000e+00,0.0000000000e+00
-1.6800000000e-01,4.7380000000e-04,0.0000000000e+00,0.0000000000e+00
-1.8000000000e-01,5.1096000000e-04,0.0000000000e+00,0.0000000000e+00
-1.9200000000e-01,5.4526000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0400000000e-01,5.8082000000e-04,0.0000000000e+00,0.0000000000e+00
-2.1600000000e-01,6.1726000000e-04,0.0000000000e+00,0.0000000000e+00
-2.2800000000e-01,6.5138000000e-04,0.0000000000e+00,0.0000000000e+00
-2.4000000000e-01,6.8630000000e-04,0.0000000000e+00,0.0000000000e+00
-2.5200000000e-01,7.2248000000e-04,0.0000000000e+00,0.0000000000e+00
-2.6400000000e-01,7.5700000000e-04,0.0000000000e+00,0.0000000000e+00
-2.7600000000e-01,7.9402000000e-04,0.0000000000e+00,0.0000000000e+00
-2.8800000000e-01,8.3294000000e-04,0.0000000000e+00,0.0000000000e+00
-3.0000000000e-01,8.6768000000e-04,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,9.0284000000e-04,0.0000000000e+00,0.0000000000e+00
-3.2400000000e-01,9.3976000000e-04,0.0000000000e+00,0.0000000000e+00
-3.3600000000e-01,9.7484000000e-04,0.0000000000e+00,0.0000000000e+00
-3.4800000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-3.6000000000e-01,1.0000200000e-03,0.0000000000e+00,0.0000000000e+00
-3.7200000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
-3.8400000000e-01,1.0000000000e-03,0.0000000000e+00,0.0000000000e+00
