Time (s),Voltage (V),Current (A)
0.05023,0.0,1.9976e-06
0.09463,-0.052,-0.00021246
0.10039,-0.104,-0.00042644
0.10613,-0.156,-0.00064152
0.11187,-0.208,-0.00085484
0.11762,-0.26,-0.00107108
0.15052,-0.312,-0.0012774
0.15625,-0.364,-0.0014924
0.162,-0.416,-0.0017056
0.16774,-0.468,-0.001921
0.17349,-0.52,-0.0021324
0.17924,-0.572,-0.0023408
0.18498,-0.624,-0.0025524
0.19072,-0.676,-0.0027666
0.19646,-0.728,-0.0029762
0.20221,-0.78,-0.003188
0.20794,-0.832,-0.0034002
0.21369,-0.884,-0.0036096
0.21942,-0.936,-0.0038194
0.22515,-0.988,-0.0040346
0.2309,-1.04,-0.0042422
0.23663,-1.092,-0.0044518
0.24237,-1.144,-0.00466
0.24811,-1.196,-0.0048664
0.25387,-1.248,-0.0050762
0.2596,-1.3,-0.0052838
0.26536,-1.352,-0.0054942
0.27112,-1.404,-0.0057044
0.27686,-1.456,-0.0059104
0.28261,-1.508,-0.006116
0.28834,-1.56,-0.006324
0.29411,-1.612,-0.006527
0.29985,-1.664,-0.0067312
0.3056,-1.716,-0.0069372
0.31131,-1.768,-0.0071418
0.31701,-1.82,-0.0073434
0.32281,-1.872,-0.0075514
0.32863,-1.924,-0.0077558
0.33413,-1.976,-0.007958
0.33988,-2.028,-0.0081612
0.34538,-2.08,-0.0083608
0.35111,-2.132,-0.0085646
0.35686,-2.184,-0.0087616
0.3626,-2.236,-0.0089586
0.36841,-2.288,-0.009162
0.37415,-2.34,-0.0093636
0.37991,-2.392,-0.0095604
0.38569,-2.444,-0.0097596
0.39143,-2.496,-0.0099584
0.39717,-2.548,-0.0101546
0.40292,-2.6,-0.010351
0.40864,-2.652,-0.0105496
0.41439,-2.704,-0.010744
0.42013,-2.756,-0.0109428
0.42586,-2.808,-0.0111364
0.43161,-2.86,-0.0113304
0.45339,-2.912,-0.01155
0.45908,-2.964,-0.01174
0.46486,-3.016,-0.011934
0.47054,-3.068,-0.012126
0.47622,-3.12,-0.012318
0.4819,-3.172,-0.012516
0.48759,-3.224,-0.012712
0.49329,-3.276,-0.012904
0.49896,-3.328,-0.013092
0.50465,-3.38,-0.013284
0.51034,-3.432,-0.013476
0.51602,-3.484,-0.013668
0.52172,-3.536,-0.013858
0.52739,-3.588,-0.014048
0.53308,-3.64,-0.014236
0.53877,-3.692,-0.014428
0.54446,-3.744,-0.014618
0.55016,-3.796,-0.014806
0.55586,-3.848,-0.014996
0.56153,-3.9,-0.015186
0.56723,-3.952,-0.015372
0.57293,-4.004,-0.015562
0.57861,-4.056,-0.015748
0.5843,-4.108,-0.01594
0.58999,-4.16,-0.016126
0.59567,-4.212,-0.01631
0.60136,-4.264,-0.016494
0.60704,-4.316,-0.016678
0.61272,-4.368,-0.016862
0.6184,-4.42,-0.017048
0.62409,-4.472,-0.017236
0.62979,-4.524,-0.017418
0.63547,-4.576,-0.017602
0.64116,-4.628,-0.017788
0.64683,-4.68,-0.017976
0.65251,-4.732,-0.018158
0.6582,-4.784,-0.018344
0.66388,-4.836,-0.018528
0.66957,-4.888,-0.018714
0.67525,-4.94,-0.0189
0.68094,-4.992,-0.019084
0.68663,-5.044,-0.019274
0.69231,-5.096,-0.019474
0.69799,-5.148,-0.019674
0.70366,-5.2,-0.019864
0.707,-5.2,-0.019868
0.71269,-5.148,-0.019684
0.71837,-5.096,-0.019518
0.72406,-5.044,-0.019346
0.72977,-4.992,-0.019162
0.73546,-4.94,-0.018978
0.74112,-4.888,-0.018794
0.74681,-4.836,-0.01861
0.75248,-4.784,-0.018424
0.75817,-4.732,-0.018244
0.76386,-4.68,-0.018058
0.76953,-4.628,-0.017872
0.7752,-4.576,-0.017688
0.78089,-4.524,-0.017502
0.78632,-4.472,-0.017318
0.79199,-4.42,-0.017134
0.79767,-4.368,-0.016944
0.80337,-4.316,-0.01676
0.80906,-4.264,-0.016574
0.81475,-4.212,-0.016388
0.82043,-4.16,-0.0162
0.82612,-4.108,-0.01601
0.8318,-4.056,-0.015824
0.83748,-4.004,-0.01564
0.84318,-3.952,-0.015454
0.84886,-3.9,-0.015266
0.85457,-3.848,-0.015078
0.86026,-3.796,-0.014892
0.86594,-3.744,-0.014698
0.8716,-3.692,-0.014512
0.87728,-3.64,-0.014324
0.88298,-3.588,-0.014132
0.88867,-3.536,-0.013944
0.89434,-3.484,-0.013754
0.90003,-3.432,-0.01356
0.90569,-3.38,-0.013372
0.91135,-3.328,-0.01318
0.91704,-3.276,-0.012986
0.92273,-3.224,-0.012796
0.9284,-3.172,-0.012604
0.9341,-3.12,-0.01241
0.93979,-3.068,-0.01222
0.94547,-3.016,-0.012026
0.95116,-2.964,-0.011834
0.95683,-2.912,-0.011638
0.96252,-2.86,-0.011438
0.96819,-2.808,-0.011246
0.97388,-2.756,-0.011048
0.97956,-2.704,-0.010848
0.98524,-2.652,-0.010652
0.99092,-2.6,-0.010456
0.9966,-2.548,-0.010258
1.00228,-2.496,-0.01006
1.01629,-2.444,-0.0098392
1.02205,-2.392,-0.0096412
1.02779,-2.34,-0.0094414
1.03353,-2.288,-0.0092404
1.03928,-2.236,-0.0090386
1.04502,-2.184,-0.0088378
1.05074,-2.132,-0.0086362
1.05649,-2.08,-0.0084366
1.06222,-2.028,-0.0082344
1.06796,-1.976,-0.0080342
1.0737,-1.924,-0.007827
1.07945,-1.872,-0.0076202
1.08518,-1.82,-0.0074132
1.09092,-1.768,-0.0072106
1.09667,-1.716,-0.0070034
1.10242,-1.664,-0.0067988
1.10817,-1.612,-0.0065938
1.11392,-1.56,-0.0063862
1.11966,-1.508,-0.0061786
1.12541,-1.456,-0.005973
1.13114,-1.404,-0.0057628
1.13688,-1.352,-0.0055516
1.14263,-1.3,-0.0053402
1.14836,-1.248,-0.0051294
1.1541,-1.196,-0.0049214
1.15985,-1.144,-0.0047116
1.1656,-1.092,-0.0045024
1.17134,-1.04,-0.0042912
1.17708,-0.988,-0.0040784
1.18284,-0.936,-0.003863
1.18857,-0.884,-0.0036522
1.19431,-0.832,-0.0034382
1.20006,-0.78,-0.003224
1.20579,-0.728,-0.0030124
1.21153,-0.676,-0.0027996
1.21728,-0.624,-0.0025838
1.22303,-0.572,-0.0023722
1.22877,-0.52,-0.0021588
1.23453,-0.468,-0.0019446
1.24029,-0.416,-0.0017274
1.24602,-0.364,-0.0015084
1.25176,-0.312,-0.0012922
1.25749,-0.26,-0.0010794
1.2695,-0.208,-0.00086412
1.27523,-0.156,-0.00065062
1.28098,-0.104,-0.00043334
1.28672,-0.052,-0.00021518
1.31296,0.0,2.6586e-07
