Time (s),Voltage (V),Current (A)
0.07697,0.0,8.69e-08
0.13057,-0.012,-2.6466e-05
0.13625,-0.024,-5.327e-05
0.14191,-0.036,-8.1988e-05
0.14757,-0.048,-0.00011103
0.1893,-0.06,-0.00013746
0.19517,-0.072,-0.0001662
0.20105,-0.084,-0.00019446
0.20689,-0.096,-0.00022142
0.21275,-0.108,-0.0002498
0.21858,-0.12,-0.00027906
0.22444,-0.132,-0.00030568
0.2303,-0.144,-0.00033312
0.23615,-0.156,-0.0003594
0.24201,-0.168,-0.00039042
0.24787,-0.18,-0.00041996
0.25375,-0.192,-0.00044792
0.25961,-0.204,-0.0004761
0.26549,-0.216,-0.000506
0.27136,-0.228,-0.00053526
0.2772,-0.24,-0.0005636
0.28306,-0.252,-0.00059504
0.28893,-0.264,-0.00062454
0.2948,-0.276,-0.00065254
0.30066,-0.288,-0.00068252
0.30656,-0.3,-0.00071158
0.3124,-0.312,-0.0007424
0.31826,-0.324,-0.00077412
0.32388,-0.336,-0.0008027
0.32949,-0.348,-0.00083286
0.33537,-0.36,-0.00086374
0.341,-0.372,-0.00089306
0.3469,-0.384,-0.00092334
0.35276,-0.396,-0.00095148
0.35863,-0.408,-0.00098554
0.36447,-0.42,-0.00101638
0.37034,-0.432,-0.00104648
0.3762,-0.444,-0.00107686
0.38206,-0.456,-0.0011089
0.38792,-0.468,-0.0011409
0.42084,-0.48,-0.001172
0.42669,-0.492,-0.0012018
0.43256,-0.504,-0.0012346
0.43842,-0.516,-0.0012656
0.4443,-0.528,-0.0012996
0.45016,-0.54,-0.0013322
0.45602,-0.552,-0.0013604
0.46187,-0.564,-0.0013924
0.46773,-0.576,-0.0014256
0.47359,-0.588,-0.0014562
0.47945,-0.6,-0.0014892
0.48532,-0.612,-0.001522
0.49117,-0.624,-0.0015532
0.49704,-0.636,-0.0015858
0.50291,-0.648,-0.0016156
0.50878,-0.66,-0.0016506
0.51464,-0.672,-0.001684
0.52053,-0.684,-0.0017156
0.52637,-0.696,-0.0017496
0.53219,-0.708,-0.0017822
0.53805,-0.72,-0.001815
0.54392,-0.732,-0.0018462
0.54979,-0.744,-0.001881
0.55572,-0.756,-0.001914
0.56157,-0.768,-0.001946
0.56742,-0.78,-0.0019772
0.57328,-0.792,-0.0020098
0.57915,-0.804,-0.002044
0.58502,-0.816,-0.0020782
0.59088,-0.828,-0.0021106
0.5968,-0.84,-0.0021434
0.60272,-0.852,-0.0021738
0.60858,-0.864,-0.0022048
0.61445,-0.876,-0.002244
0.6203,-0.888,-0.0022788
0.62615,-0.9,-0.0023076
0.63202,-0.912,-0.0023412
0.63788,-0.924,-0.002374
0.64376,-0.936,-0.0024054
0.64963,-0.948,-0.00244
0.65551,-0.96,-0.0024744
0.66137,-0.972,-0.0025094
0.66723,-0.984,-0.0025398
0.6731,-0.996,-0.0025708
0.67896,-1.008,-0.0026072
0.68483,-1.02,-0.002642
0.69071,-1.032,-0.0026784
0.69657,-1.044,-0.0027146
0.70244,-1.056,-0.0027588
0.7083,-1.068,-0.0027898
0.71418,-1.08,-0.0028226
0.72004,-1.092,-0.0028636
0.7259,-1.104,-0.0029086
0.73176,-1.116,-0.0029432
0.73762,-1.128,-0.0029776
0.74346,-1.14,-0.003008
0.74933,-1.152,-0.0030394
0.75517,-1.164,-0.0030684
0.76105,-1.176,-0.0030982
0.76691,-1.188,-0.0031262
0.77274,-1.2,-0.0031524
0.77616,-1.2,-0.0031508
0.78203,-1.188,-0.003127
0.7879,-1.176,-0.0031004
0.79385,-1.164,-0.0030708
0.79972,-1.152,-0.0030502
0.80559,-1.14,-0.0030222
0.81143,-1.128,-0.002997
0.81729,-1.116,-0.0029626
0.82315,-1.104,-0.0029264
0.82901,-1.092,-0.0028946
0.83488,-1.08,-0.0028632
0.84077,-1.068,-0.00283
0.84663,-1.056,-0.0027974
