Time (s),Voltage (V),Current (A)
0.04809,0.0,3.084e-07
0.09835,-0.01,-2.3006e-05
0.10401,-0.02,-4.597e-05
0.10967,-0.03,-6.8618e-05
0.11534,-0.04,-9.098e-05
0.12099,-0.05,-0.00011497
0.16275,-0.06,-0.0001368
0.16862,-0.07,-0.00016078
0.17447,-0.08,-0.00018458
0.18034,-0.09,-0.00020658
0.1862,-0.1,-0.00023002
0.19206,-0.11,-0.00025098
0.19793,-0.12,-0.00027486
0.20383,-0.13,-0.00030046
0.2097,-0.14,-0.00032314
0.21556,-0.15,-0.00034606
0.22142,-0.16,-0.00037056
0.22736,-0.17,-0.0003937
0.23324,-0.18,-0.00041664
0.23911,-0.19,-0.00044224
0.24498,-0.2,-0.00046634
0.25083,-0.21,-0.00048994
0.25672,-0.22,-0.00051224
0.26257,-0.23,-0.00053654
0.26843,-0.24,-0.00056142
0.27427,-0.25,-0.00058706
0.28013,-0.26,-0.00061006
0.28599,-0.27,-0.00063478
0.29185,-0.28,-0.00065908
0.29772,-0.29,-0.00068206
0.30367,-0.3,-0.00070914
0.30955,-0.31,-0.0007347
0.31543,-0.32,-0.00075778
0.32129,-0.33,-0.000784
0.32715,-0.34,-0.00080834
0.33299,-0.35,-0.00083282
0.33885,-0.36,-0.00085908
0.3447,-0.37,-0.00088432
0.35056,-0.38,-0.00091222
0.35642,-0.39,-0.00093554
0.36227,-0.4,-0.00095898
0.36814,-0.41,-0.00098552
0.37407,-0.42,-0.00101182
0.37993,-0.43,-0.00103684
0.38579,-0.44,-0.00106276
0.39164,-0.45,-0.00108884
0.39752,-0.46,-0.00111306
0.40338,-0.47,-0.00113856
0.4363,-0.48,-0.0011676
0.44217,-0.49,-0.0011906
0.44804,-0.5,-0.0012164
0.45389,-0.51,-0.0012452
0.45975,-0.52,-0.0012724
0.46562,-0.53,-0.001297
0.47148,-0.54,-0.0013256
0.47734,-0.55,-0.0013508
0.48322,-0.56,-0.0013754
0.48908,-0.57,-0.0014048
0.49494,-0.58,-0.0014316
0.50079,-0.59,-0.0014608
0.50667,-0.6,-0.0014838
0.51254,-0.61,-0.0015104
0.5184,-0.62,-0.0015384
0.52431,-0.63,-0.0015656
0.53017,-0.64,-0.0015912
0.53603,-0.65,-0.0016182
0.54188,-0.66,-0.0016452
0.54774,-0.67,-0.0016702
0.55361,-0.68,-0.0016982
0.55947,-0.69,-0.0017268
0.56532,-0.7,-0.001754
0.57119,-0.71,-0.0017806
0.57706,-0.72,-0.0018086
0.58291,-0.73,-0.001835
0.58877,-0.74,-0.0018652
0.59463,-0.75,-0.0018904
0.60056,-0.76,-0.0019192
0.60642,-0.77,-0.0019478
0.61228,-0.78,-0.0019734
0.61816,-0.79,-0.0020006
0.62402,-0.8,-0.002029
0.62988,-0.81,-0.002056
0.63575,-0.82,-0.0020834
0.6416,-0.83,-0.0021126
0.64746,-0.84,-0.0021398
0.65334,-0.85,-0.0021646
0.6592,-0.86,-0.0021914
0.66506,-0.87,-0.0022214
0.67093,-0.88,-0.0022504
0.67681,-0.89,-0.0022762
0.68268,-0.9,-0.0023038
0.68855,-0.91,-0.0023338
0.6944,-0.92,-0.0023594
0.70025,-0.93,-0.0023854
0.70611,-0.94,-0.0024146
0.71198,-0.95,-0.0024428
0.71791,-0.96,-0.0024714
0.72379,-0.97,-0.002501
0.72966,-0.98,-0.0025276
0.73553,-0.99,-0.0025558
0.74137,-1.0,-0.0025844
0.74481,-1.0,-0.0025836
0.75067,-0.99,-0.00256
0.75654,-0.98,-0.0025314
0.76249,-0.97,-0.0025032
0.76836,-0.96,-0.0024756
0.77421,-0.95,-0.0024484
0.78007,-0.94,-0.0024208
0.78593,-0.93,-0.0023908
0.79179,-0.92,-0.0023636
0.79767,-0.91,-0.002335
0.80353,-0.9,-0.0023044
0.80938,-0.89,-0.0022756
0.81523,-0.88,-0.0022524
0.82109,-0.87,-0.0022252
0.82696,-0.86,-0.0021998
0.83282,-0.85,-0.0021696
0.83869,-0.84,-0.0021444
0.84454,-0.83,-0.0021178
0.8504,-0.82,-0.0020892
0.85627,-0.81,-0.0020638
0.86212,-0.8,-0.002033
0.86799,-0.79,-0.002005
0.87384,-0.78,-0.0019782
0.8797,-0.77,-0.001952
0.88556,-0.76,-0.0019254
0.89142,-0.75,-0.0018976
0.8973,-0.74,-0.0018674
0.90318,-0.73,-0.0018418
0.90904,-0.72,-0.001813
0.9149,-0.71,-0.0017838
0.92076,-0.7,-0.0017604
0.92664,-0.69,-0.0017328
0.93251,-0.68,-0.0017052
0.93837,-0.67,-0.0016782
0.94424,-0.66,-0.001651
0.9501,-0.65,-0.0016232
0.95596,-0.64,-0.0015972
0.96182,-0.63,-0.0015712
0.9677,-0.62,-0.0015458
0.97357,-0.61,-0.0015154
0.97943,-0.6,-0.0014878
0.98531,-0.59,-0.0014622
0.99118,-0.58,-0.0014352
0.99705,-0.57,-0.0014086
1.0029,-0.56,-0.0013818
1.00877,-0.55,-0.0013558
1.01464,-0.54,-0.0013276
1.0205,-0.53,-0.0013002
1.02637,-0.52,-0.0012756
1.03224,-0.51,-0.0012492
1.0381,-0.5,-0.0012234
1.04396,-0.49,-0.0011964
1.04983,-0.48,-0.001169
1.05569,-0.47,-0.001144
