Time (s),Voltage (V),Current (A)
0.10408,0.0,8.149e-11
0.13388,0.001,-1.8362e-10
0.16367,0.002,3.811e-11
0.19337,0.003,3.1887e-10
0.22307,0.004,-8.394e-11
0.25278,0.005,-1.7556e-10
0.28248,0.006,4.265e-11
0.31219,0.007,-3.592e-11
0.34199,0.008,1.8661e-10
0.37178,0.009,2.196e-11
0.40148,0.01,-2.7243e-10
0.4312,0.011,1.2889e-10
0.46099,0.012,2.3523e-10
0.49071,0.013,9.64e-12
0.52043,0.014,9.254e-11
0.55015,0.015,-1.0454e-10
0.57986,0.016,1.54e-11
0.60957,0.017,3.4283e-10
0.63927,0.018,-3.679e-11
0.669,0.019,-2.0811e-10
0.6987,0.02,1.1212e-10
0.7284,0.021,8.319e-11
0.75809,0.022,1.6781e-10
0.78779,0.023,1.13e-10
0.81749,0.024,-1.8972e-10
0.8472,0.025,1.3694e-10
0.87689,0.026,4.089e-10
0.9067,0.027,-2.58e-12
0.93641,0.028,-7.52e-12
0.96611,0.029,2.093e-11
0.99582,0.03,1.01e-11
1.02551,0.031,3.0634e-10
1.05521,0.032,5.408e-11
1.08498,0.033,-2.3044e-10
1.11466,0.034,1.9766e-10
1.14438,0.035,2.6212e-10
1.17409,0.036,9.358e-11
1.20379,0.037,2.001e-10
1.2335,0.038,-7.397e-11
1.26321,0.039,1.1608e-10
1.29291,0.04,4.2966e-10
1.3226,0.041,3.14e-11
1.35231,0.042,-9.703e-11
1.38203,0.043,1.6297e-10
1.41175,0.044,9.546e-11
1.44144,0.045,2.6068e-10
1.47115,0.046,1.7917e-10
1.50087,0.047,-1.639e-10
1.53059,0.048,2.2611e-10
1.56031,0.049,4.3577e-10
1.59002,0.05,8.759e-11
1.61973,0.051,1.1578e-10
1.64944,0.052,5.073e-11
1.67914,0.053,1.0722e-10
1.70883,0.054,4.1104e-10
1.73854,0.055,1.1137e-10
1.76824,0.056,-1.6303e-10
1.79794,0.057,2.7128e-10
1.82765,0.058,2.9461e-10
1.85735,0.059,2.0744e-10
1.88705,0.06,2.7202e-10
1.91675,0.061,-2.968e-11
1.94645,0.062,2.0507e-10
1.97615,0.063,5.0554e-10
2.00586,0.064,7.968e-11
2.03556,0.065,1.07e-11
2.06527,0.066,2.2244e-10
2.09496,0.067,1.3286e-10
2.12467,0.068,3.5288e-10
2.15437,0.069,2.3559e-10
2.18414,0.07,-9.968e-11
2.21385,0.071,3.0204e-10
2.24356,0.072,4.4608e-10
2.27327,0.073,1.603e-10
2.30295,0.074,2.2003e-10
2.33266,0.075,7.985e-11
2.36236,0.076,1.6194e-10
2.39207,0.077,5.0661e-10
2.42178,0.078,1.443e-10
2.45149,0.079,-7.606e-11
2.48125,0.08,3.1548e-10
2.51095,0.081,2.9284e-10
2.54067,0.082,3.1976e-10
2.57038,0.083,2.9974e-10
2.60008,0.084,-7.81e-12
2.62979,0.085,3.0302e-10
2.65949,0.086,5.9082e-10
2.6892,0.087,1.5746e-10
2.71891,0.088,1.3868e-10
2.74862,0.089,2.4713e-10
2.77833,0.09,1.7102e-10
2.80803,0.091,4.8857e-10
2.83774,0.092,2.5306e-10
2.86745,0.093,-2.101e-11
2.89715,0.094,3.8088e-10
2.92686,0.095,4.6369e-10
2.95656,0.096,2.4793e-10
2.98627,0.097,3.5159e-10
3.01596,0.098,1.1112e-10
3.04567,0.099,2.6542e-10
3.07536,0.1,5.9605e-10
3.07993,0.1,3.7783e-10
3.10964,0.099,5.8902e-10
3.13935,0.098,2.0526e-10
3.16906,0.097,2.4859e-10
3.19876,0.096,1.8583e-10
3.22847,0.095,2.2023e-10
3.25818,0.094,5.2824e-10
3.28789,0.093,2.1547e-10
3.3176,0.092,-5.583e-11
3.3473,0.091,3.7406e-10
3.37701,0.09,3.7656e-10
3.40672,0.089,2.7373e-10
3.43643,0.088,3.3754e-10
3.46612,0.087,2.111e-11
3.49582,0.086,2.6381e-10
3.52551,0.085,5.4375e-10
3.55521,0.084,1.2859e-10
3.58492,0.083,4.045e-11
3.61463,0.082,2.4523e-10
3.64439,0.081,1.426e-10
3.67411,0.08,3.9653e-10
3.70381,0.079,2.3303e-10
3.73352,0.078,-7.961e-11
3.76322,0.077,3.1255e-10
3.79292,0.076,4.5157e-10
3.82263,0.075,1.6219e-10
3.85233,0.074,2.1521e-10
3.88203,0.073,6.428e-11
3.91175,0.072,1.5552e-10
3.94145,0.071,4.7782e-10
3.97115,0.07,1.1589e-10
4.00085,0.069,-1.1899e-10
4.03057,0.068,2.7981e-10
4.06029,0.067,2.5356e-10
4.08999,0.066,2.7132e-10
4.11969,0.065,2.4198e-10
4.14942,0.064,-5.96e-11
4.17913,0.063,2.2119e-10
4.20885,0.062,4.9502e-10
4.23855,0.061,6.819e-11
4.26826,0.06,2.889e-11
4.29797,0.059,1.3546e-10
4.32768,0.058,6.623e-11
4.35739,0.057,3.5709e-10
4.38709,0.056,1.299e-10
4.41681,0.055,-1.558e-10
4.44653,0.054,2.4623e-10
4.47624,0.053,3.3285e-10
4.50595,0.052,1.1649e-10
4.53564,0.051,2.0379e-10
4.56535,0.05,-2.553e-11
4.59514,0.049,1.2279e-10
4.62485,0.048,4.4196e-10
4.65457,0.047,3.704e-11
4.68428,0.046,-9.826e-11
4.71398,0.045,1.6986e-10
4.74368,0.044,1.1705e-10
4.77339,0.043,2.4715e-10
4.8031,0.042,1.6773e-10
4.83281,0.041,-1.6859e-10
4.86251,0.04,1.8552e-10
4.89221,0.039,4.2312e-10
4.92194,0.038,4.193e-11
4.95166,0.037,4.66e-11
4.98138,0.036,3.7e-12
5.01109,0.035,4.636e-11
5.04081,0.034,3.4041e-10
5.07052,0.033,3.828e-11
5.10024,0.032,-2.3538e-10
5.12993,0.031,1.877e-10
5.15967,0.03,1.9827e-10
5.18936,0.029,1.2097e-10
5.21911,0.028,1.5613e-10
5.24882,0.027,-1.4657e-10
5.27853,0.026,1.0384e-10
5.30823,0.025,3.9154e-10
5.33794,0.024,-2.955e-11
5.36765,0.023,-1.0516e-10
5.39735,0.022,6.761e-11
5.42705,0.021,-2.837e-11
5.45675,0.02,2.228e-10
5.48644,0.019,6.146e-11
5.51622,0.018,-2.5603e-10
5.54592,0.017,1.3983e-10
5.57562,0.016,2.59e-10
5.60533,0.015,4.7e-13
5.63504,0.014,7.356e-11
5.66478,0.013,-1.065e-10
5.69449,0.012,-5.25e-12
5.72419,0.011,3.3038e-10
5.75389,0.01,-5.17e-11
5.78359,0.009,-2.5942e-10
5.81329,0.008,8.937e-11
5.843,0.007,5.306e-11
5.87271,0.006,1.2258e-10
5.90241,0.005,6.881e-11
5.93211,0.004,-2.4979e-10
5.96183,0.003,6.402e-11
5.99151,0.002,3.3679e-10
6.02122,0.001,-9.333e-11
6.0509,0.0,-1.1405e-10
