Time (s),Voltage (V),Current (A)
0.06507,0.0,3.128e-09
0.13539,-0.014,-3.546e-05
0.14106,-0.028,-6.6666e-05
0.14672,-0.042,-9.766e-05
0.18854,-0.056,-0.00013136
0.19443,-0.07,-0.0001634
0.20028,-0.084,-0.00019596
0.20615,-0.098,-0.0002295
0.21201,-0.112,-0.00026266
0.21787,-0.126,-0.00029484
0.22373,-0.14,-0.00032968
0.2296,-0.154,-0.00036408
0.23545,-0.168,-0.00039954
0.24131,-0.182,-0.00042974
0.24716,-0.196,-0.00046392
0.25302,-0.21,-0.00049876
0.25889,-0.224,-0.00053416
0.26476,-0.238,-0.00056832
0.27064,-0.252,-0.00060286
0.27651,-0.266,-0.00063826
0.28237,-0.28,-0.00067174
0.28824,-0.294,-0.00070784
0.29411,-0.308,-0.00074542
0.30004,-0.322,-0.00077958
0.30597,-0.336,-0.0008167
0.31182,-0.35,-0.0008514
0.31774,-0.364,-0.00088722
0.3236,-0.378,-0.00092462
0.32947,-0.392,-0.00096094
0.33533,-0.406,-0.00100146
0.3412,-0.42,-0.00103584
0.34706,-0.434,-0.00107152
0.35291,-0.448,-0.00110982
0.35876,-0.462,-0.00114592
0.39169,-0.476,-0.0011842
0.39756,-0.49,-0.0012208
0.40341,-0.504,-0.0012592
0.40928,-0.518,-0.001297
0.41516,-0.532,-0.0013334
0.42102,-0.546,-0.001372
0.42687,-0.56,-0.001408
0.43281,-0.574,-0.001446
0.43866,-0.588,-0.0014878
0.44453,-0.602,-0.0015246
0.45038,-0.616,-0.0015622
0.45625,-0.63,-0.001602
0.46211,-0.644,-0.0016398
0.46797,-0.658,-0.0016786
0.47384,-0.672,-0.0017182
0.4797,-0.686,-0.0017592
0.48557,-0.7,-0.0018
0.49143,-0.714,-0.0018368
0.49729,-0.728,-0.0018756
0.50316,-0.742,-0.001914
0.50901,-0.756,-0.0019544
0.51488,-0.77,-0.0019928
0.52076,-0.784,-0.0020332
0.52662,-0.798,-0.0020738
0.53247,-0.812,-0.0021104
0.53833,-0.826,-0.0021504
0.54422,-0.84,-0.0021936
0.55007,-0.854,-0.0022324
0.55594,-0.868,-0.0022734
0.56181,-0.882,-0.0023094
0.56766,-0.896,-0.0023496
0.57353,-0.91,-0.0023926
0.5794,-0.924,-0.0024308
0.58528,-0.938,-0.0024752
0.59115,-0.952,-0.0025154
0.59701,-0.966,-0.0025534
0.60287,-0.98,-0.0025926
0.60874,-0.994,-0.0026332
0.61462,-1.008,-0.0026716
0.62047,-1.022,-0.0027144
0.62633,-1.036,-0.0027562
0.63218,-1.05,-0.0027938
0.63802,-1.064,-0.0028336
0.6439,-1.078,-0.0028682
0.64976,-1.092,-0.0029156
0.65563,-1.106,-0.0029582
0.66149,-1.12,-0.0029996
0.66735,-1.134,-0.0030404
0.6732,-1.148,-0.0030854
0.67905,-1.162,-0.0031282
0.68492,-1.176,-0.0031672
0.6908,-1.19,-0.0032084
0.69666,-1.204,-0.0032562
0.70253,-1.218,-0.0033056
0.70839,-1.232,-0.003345
0.71428,-1.246,-0.003385
0.72014,-1.26,-0.0034268
0.726,-1.274,-0.0034686
0.73187,-1.288,-0.0035164
0.73771,-1.302,-0.0035702
0.74358,-1.316,-0.0036302
0.74944,-1.33,-0.0036704
0.75538,-1.344,-0.0037236
0.76125,-1.358,-0.0037844
0.76712,-1.372,-0.00385
0.77298,-1.386,-0.0039178
0.77883,-1.4,-0.003971
0.78226,-1.4,-0.0039792
0.78813,-1.386,-0.0039468
0.79401,-1.372,-0.0039044
0.79988,-1.358,-0.003869
0.80574,-1.344,-0.003817
0.81159,-1.33,-0.0037402
0.81746,-1.316,-0.003614
0.82329,-1.302,-0.0035586
0.82915,-1.288,-0.0034944
0.83501,-1.274,-0.0034492
0.84087,-1.26,-0.0034092
0.84674,-1.246,-0.0033698
0.85258,-1.232,-0.003319
0.85843,-1.218,-0.0032692
0.86431,-1.204,-0.0032284
0.87016,-1.19,-0.0031814
0.87602,-1.176,-0.0031424
0.88189,-1.162,-0.0031008
0.88773,-1.148,-0.0030598
0.89359,-1.134,-0.0030178
0.89946,-1.12,-0.0029748
0.90532,-1.106,-0.0029324
0.91119,-1.092,-0.0028684
0.91704,-1.078,-0.0028204
0.9229,-1.064,-0.002782
0.92877,-1.05,-0.0027406
0.93464,-1.036,-0.0026998
0.9405,-1.022,-0.0026584
0.94637,-1.008,-0.0026164
0.95223,-0.994,-0.0025786
0.95808,-0.98,-0.0025326
0.96395,-0.966,-0.0024852
0.96982,-0.952,-0.00244
0.97569,-0.938,-0.0023988
0.98155,-0.924,-0.0023544
0.9874,-0.91,-0.0023102
0.99325,-0.896,-0.0022684
0.99911,-0.882,-0.002229
1.00498,-0.868,-0.0021858
1.01086,-0.854,-0.0021422
1.01673,-0.84,-0.0021034
1.02258,-0.826,-0.0020638
1.02851,-0.812,-0.0020264
1.03438,-0.798,-0.001985
1.04023,-0.784,-0.0019474
1.04609,-0.77,-0.0019118
1.05195,-0.756,-0.0018678
1.05782,-0.742,-0.0018294
1.06368,-0.728,-0.0017902
1.06954,-0.714,-0.001749
1.07538,-0.7,-0.0017122
1.08125,-0.686,-0.0016732
1.08712,-0.672,-0.0016376
1.09298,-0.658,-0.0016
1.09884,-0.644,-0.001562
