Time (s),Voltage (V),Current (A)
0.07996,0.0,1.5214e-07
0.08571,0.001,4.7634e-07
0.14505,0.002,5.8163e-06
0.15149,0.003,8.0586e-06
0.20178,0.004,1.095e-05
0.2074,0.005,1.402e-05
0.21295,0.006,1.7688e-05
0.2185,0.007,1.9322e-05
0.22404,0.008,2.2416e-05
0.22959,0.009,2.6066e-05
0.23514,0.01,2.7476e-05
0.24069,0.011,3.0734e-05
0.24621,0.012,3.414e-05
0.25175,0.013,3.5644e-05
0.2573,0.014,3.8962e-05
0.26284,0.015,4.2394e-05
0.26839,0.016,4.3946e-05
0.27393,0.017,4.7312e-05
0.27948,0.018,5.073e-05
0.28511,0.019,5.2454e-05
0.29065,0.02,5.5582e-05
0.2962,0.021,5.9088e-05
0.30174,0.022,6.0628e-05
0.30731,0.023,6.3878e-05
0.31297,0.024,6.7438e-05
0.31851,0.025,6.9028e-05
0.32406,0.026,7.2138e-05
0.32934,0.027,7.5228e-05
0.33463,0.028,7.6864e-05
0.33992,0.029,7.9414e-05
0.34544,0.03,8.2594e-05
0.35098,0.031,8.499e-05
0.35651,0.032,8.7454e-05
0.36206,0.033,9.0916e-05
0.3676,0.034,9.3082e-05
0.37315,0.035,9.5588e-05
0.37869,0.036,9.899e-05
0.38425,0.037,0.00010127
0.3898,0.038,0.000103862
0.39536,0.039,0.0001072
0.40091,0.04,0.000109486
0.40646,0.041,0.00011356
0.42537,0.042,0.00011426
0.43113,0.043,0.00011718
0.43687,0.044,0.00012182
0.44261,0.045,0.00012476
0.44835,0.046,0.00012668
0.45415,0.047,0.00012888
0.45987,0.048,0.0001329
0.46563,0.049,0.0001349
0.47142,0.05,0.00013672
0.47721,0.051,0.0001407
0.48295,0.052,0.0001434
0.48868,0.053,0.00014552
0.49443,0.054,0.00015014
0.50018,0.055,0.00015324
0.50593,0.056,0.00015822
0.51167,0.057,0.00015876
0.5174,0.058,0.00015928
0.52315,0.059,0.00016182
0.52889,0.06,0.00016608
0.53462,0.061,0.00016826
0.54036,0.062,0.00017118
0.54611,0.063,0.00017502
0.55184,0.064,0.00017698
0.55759,0.065,0.00018006
0.56332,0.066,0.00018392
0.56907,0.067,0.00018536
0.57482,0.068,0.00018822
0.58054,0.069,0.00019096
0.58627,0.07,0.00019212
0.59202,0.071,0.0001948
0.59776,0.072,0.00019602
0.60349,0.073,0.0002014
0.60924,0.074,0.00020576
0.61497,0.075,0.00020856
0.6207,0.076,0.00020968
0.62645,0.077,0.00021404
0.63219,0.078,0.00021634
0.63793,0.079,0.00021794
0.64367,0.08,0.00022158
0.64941,0.081,0.0002248
0.65517,0.082,0.00022598
0.6609,0.083,0.0002303
0.66664,0.084,0.00023264
0.67237,0.085,0.00023654
0.67812,0.086,0.00024116
0.68386,0.087,0.00024258
0.6896,0.088,0.00024578
0.69534,0.089,0.00024682
0.7011,0.09,0.00024942
0.70682,0.091,0.00025272
0.71257,0.092,0.00025594
0.71831,0.093,0.00025736
0.72404,0.094,0.00026106
0.72979,0.095,0.00026534
