Time (s),Voltage (V),Current (A)
0.0593,0.0,2.3556e-07
0.10665,-0.05,-0.00020306
0.11262,-0.1,-0.00040594
0.1186,-0.15,-0.00060352
0.1246,-0.2,-0.00081242
0.13057,-0.25,-0.00101546
0.16349,-0.3,-0.0012194
0.16947,-0.35,-0.00142
0.17544,-0.4,-0.0016216
0.18143,-0.45,-0.0018252
0.18741,-0.5,-0.0020274
0.19341,-0.55,-0.0022322
0.19938,-0.6,-0.0024348
0.20536,-0.65,-0.0026324
0.21134,-0.7,-0.0028368
0.21732,-0.75,-0.003039
0.22331,-0.8,-0.0032386
0.2293,-0.85,-0.0034396
0.23527,-0.9,-0.003635
0.24126,-0.95,-0.003841
0.24724,-1.0,-0.004042
0.25323,-1.05,-0.004241
0.2592,-1.1,-0.0044398
0.26519,-1.15,-0.0046406
0.27118,-1.2,-0.0048406
0.27715,-1.25,-0.0050436
0.28313,-1.3,-0.0052366
0.28911,-1.35,-0.005434
0.29512,-1.4,-0.005634
0.30114,-1.45,-0.0058322
0.30712,-1.5,-0.006026
0.31316,-1.55,-0.006222
0.31921,-1.6,-0.0064222
0.3252,-1.65,-0.0066146
0.33116,-1.7,-0.0068114
0.33713,-1.75,-0.007006
0.3431,-1.8,-0.0071986
0.34908,-1.85,-0.007398
0.35506,-1.9,-0.0075882
0.36105,-1.95,-0.007782
0.36704,-2.0,-0.0079768
0.37301,-2.05,-0.0081688
0.37899,-2.1,-0.0083602
0.38499,-2.15,-0.0085524
0.39096,-2.2,-0.0087418
0.39694,-2.25,-0.0089376
0.40293,-2.3,-0.0091262
0.40891,-2.35,-0.0093156
0.41491,-2.4,-0.0095064
0.42088,-2.45,-0.0096962
0.42686,-2.5,-0.0098886
0.43284,-2.55,-0.0100746
0.43881,-2.6,-0.0102616
0.44486,-2.65,-0.0104506
0.45082,-2.7,-0.0106394
0.4568,-2.75,-0.0108256
0.46278,-2.8,-0.0110112
0.46877,-2.85,-0.0111942
0.47474,-2.9,-0.0113858
0.4962,-2.95,-0.011592
0.50214,-3.0,-0.011774
0.50806,-3.05,-0.011964
0.514,-3.1,-0.012152
0.51994,-3.15,-0.012332
0.52586,-3.2,-0.012518
0.53179,-3.25,-0.012704
0.53771,-3.3,-0.01289
0.54365,-3.35,-0.013078
0.54958,-3.4,-0.013256
0.5555,-3.45,-0.01344
0.56143,-3.5,-0.013624
0.56735,-3.55,-0.013808
0.57336,-3.6,-0.01399
0.57927,-3.65,-0.014174
0.5852,-3.7,-0.014352
0.59112,-3.75,-0.014538
0.59704,-3.8,-0.01472
0.60295,-3.85,-0.0149
0.60887,-3.9,-0.01508
0.61481,-3.95,-0.015264
0.62071,-4.0,-0.015444
0.62662,-4.05,-0.015624
0.63255,-4.1,-0.015806
0.63847,-4.15,-0.015982
0.64441,-4.2,-0.01616
0.65035,-4.25,-0.016342
0.6563,-4.3,-0.01652
0.66223,-4.35,-0.0167
0.66816,-4.4,-0.01688
0.6741,-4.45,-0.017054
0.68004,-4.5,-0.017234
0.68597,-4.55,-0.017416
0.69189,-4.6,-0.017586
0.69781,-4.65,-0.01777
0.70373,-4.7,-0.017946
0.70966,-4.75,-0.018124
0.71558,-4.8,-0.018314
0.7215,-4.85,-0.018496
0.72743,-4.9,-0.01869
0.73338,-4.95,-0.018876
0.73927,-5.0,-0.01906
0.74261,-5.0,-0.019062
0.74852,-4.95,-0.018898
0.75446,-4.9,-0.018724
0.76039,-4.85,-0.018554
0.76632,-4.8,-0.018372
0.77224,-4.75,-0.018198
0.77816,-4.7,-0.01802
0.7841,-4.65,-0.017842
0.79003,-4.6,-0.017662
0.79596,-4.55,-0.017482
0.80188,-4.5,-0.017306
0.8078,-4.45,-0.017122
0.81374,-4.4,-0.016948
0.81966,-4.35,-0.016766
0.82559,-4.3,-0.016586
0.83151,-4.25,-0.01641
0.83742,-4.2,-0.01623
0.84336,-4.15,-0.016052
0.84928,-4.1,-0.015874
0.8552,-4.05,-0.015688
0.86113,-4.0,-0.015508
0.86706,-3.95,-0.015328
0.87299,-3.9,-0.015148
0.87891,-3.85,-0.014966
0.88484,-3.8,-0.014788
0.89077,-3.75,-0.014602
0.8967,-3.7,-0.014422
0.90261,-3.65,-0.014242
0.90854,-3.6,-0.014058
0.91448,-3.55,-0.013878
0.92042,-3.5,-0.013694
0.92641,-3.45,-0.013512
0.93234,-3.4,-0.01333
0.93825,-3.35,-0.013148
0.94419,-3.3,-0.012962
0.95012,-3.25,-0.01278
0.95604,-3.2,-0.012592
0.96195,-3.15,-0.01241
0.96788,-3.1,-0.012226
0.97382,-3.05,-0.01204
0.97974,-3.0,-0.011854
0.98541,-2.95,-0.011662
0.99134,-2.9,-0.011482
0.99732,-2.85,-0.011296
1.00325,-2.8,-0.011108
1.00918,-2.75,-0.010922
1.01511,-2.7,-0.010734
1.02103,-2.65,-0.010546
1.02695,-2.6,-0.01036
1.03287,-2.55,-0.01017
1.04715,-2.5,-0.0099598
1.0531,-2.45,-0.0097694
1.05908,-2.4,-0.009578
1.06509,-2.35,-0.0093892
1.07107,-2.3,-0.0091988
1.07704,-2.25,-0.009012
1.08302,-2.2,-0.0088164
1.08901,-2.15,-0.008623
1.09505,-2.1,-0.0084316
1.10104,-2.05,-0.0082404
1.107,-2.0,-0.0080454
1.11303,-1.95,-0.00785
1.11908,-1.9,-0.0076564
1.12507,-1.85,-0.0074634
1.13105,-1.8,-0.0072688
1.13702,-1.75,-0.0070716
1.14299,-1.7,-0.0068746
1.14897,-1.65,-0.006681
1.15494,-1.6,-0.0064856
1.16092,-1.55,-0.006285
1.16691,-1.5,-0.0060892
1.17294,-1.45,-0.00589
1.17893,-1.4,-0.0056914
1.18493,-1.35,-0.0054938
1.19091,-1.3,-0.00529
1.1969,-1.25,-0.0050948
1.20288,-1.2,-0.0048936
1.20887,-1.15,-0.0046918
1.21487,-1.1,-0.004492
1.22085,-1.05,-0.0042904
1.22684,-1.0,-0.00409
1.23282,-0.95,-0.00389
1.23881,-0.9,-0.0036824
1.2448,-0.85,-0.0034824
1.25078,-0.8,-0.00328
1.25675,-0.75,-0.003075
1.26273,-0.7,-0.0028722
1.26871,-0.65,-0.0026628
1.2747,-0.6,-0.0024622
1.28067,-0.55,-0.002259
1.28665,-0.5,-0.0020538
1.29264,-0.45,-0.0018472
1.29863,-0.4,-0.0016444
1.30463,-0.35,-0.0014402
1.31062,-0.3,-0.0012394
1.3166,-0.25,-0.0010278
1.32882,-0.2,-0.00082338
1.33479,-0.15,-0.00061862
1.34077,-0.1,-0.00040936
1.34676,-0.05,-0.00020442
1.36441,0.0,-5.637e-07
