Time (s),Voltage (V),Current (A)
0.05109,0.0,6.609e-07
0.10129,-0.01,-3.9586e-05
0.10696,-0.02,-7.9462e-05
0.1495,-0.03,-0.00011868
0.15537,-0.04,-0.00015756
0.16123,-0.05,-0.0001982
0.1671,-0.06,-0.00023408
0.17294,-0.07,-0.00027448
0.17881,-0.08,-0.00031656
0.18468,-0.09,-0.00035508
0.19054,-0.1,-0.00039524
0.1964,-0.11,-0.0004336
0.20228,-0.12,-0.00047156
0.20814,-0.13,-0.00051282
0.21399,-0.14,-0.00055214
0.21985,-0.15,-0.00059396
0.22571,-0.16,-0.0006345
0.23159,-0.17,-0.00066896
0.23745,-0.18,-0.00070906
0.24333,-0.19,-0.0007506
0.2492,-0.2,-0.00078832
0.25506,-0.21,-0.00082858
0.26093,-0.22,-0.00086936
0.2668,-0.23,-0.00090638
0.27266,-0.24,-0.0009447
0.27854,-0.25,-0.00098166
0.28439,-0.26,-0.00102556
0.29025,-0.27,-0.00106508
0.29611,-0.28,-0.00110376
0.30199,-0.29,-0.0011422
0.33495,-0.3,-0.001182
0.34081,-0.31,-0.0012228
0.34668,-0.32,-0.0012614
0.35263,-0.33,-0.0012996
0.3585,-0.34,-0.0013414
0.36437,-0.35,-0.001382
0.37022,-0.36,-0.0014234
0.37607,-0.37,-0.0014584
0.38194,-0.38,-0.0014982
0.3878,-0.39,-0.001538
0.39366,-0.4,-0.0015784
0.39951,-0.41,-0.0016164
0.40537,-0.42,-0.0016552
0.41124,-0.43,-0.0016958
0.41709,-0.44,-0.001732
0.42295,-0.45,-0.0017724
0.42883,-0.46,-0.0018142
0.43468,-0.47,-0.0018524
0.44054,-0.48,-0.0018926
0.44641,-0.49,-0.001931
0.45228,-0.5,-0.0019688
0.45813,-0.51,-0.0020096
0.46398,-0.52,-0.002049
0.46984,-0.53,-0.0020908
0.47571,-0.54,-0.0021314
0.48158,-0.55,-0.0021658
0.48745,-0.56,-0.0022054
0.49332,-0.57,-0.0022472
0.49917,-0.58,-0.0022846
0.50504,-0.59,-0.002325
0.5109,-0.6,-0.0023656
0.51677,-0.61,-0.0024024
0.52263,-0.62,-0.0024406
0.5285,-0.63,-0.002477
0.53437,-0.64,-0.0025212
0.54021,-0.65,-0.0025608
0.54607,-0.66,-0.002599
0.55192,-0.67,-0.0026372
0.55777,-0.68,-0.0026778
0.5637,-0.69,-0.0027174
0.56954,-0.7,-0.0027558
0.57541,-0.71,-0.002798
0.58128,-0.72,-0.0028362
0.58712,-0.73,-0.002873
0.59299,-0.74,-0.0029132
0.59885,-0.75,-0.0029516
0.6047,-0.76,-0.0029916
0.61057,-0.77,-0.0030326
0.61642,-0.78,-0.00307
0.62229,-0.79,-0.0031092
0.62816,-0.8,-0.0031456
0.634,-0.81,-0.0031844
0.63985,-0.82,-0.0032276
0.64572,-0.83,-0.0032666
0.65159,-0.84,-0.0033038
0.65744,-0.85,-0.0033444
0.66332,-0.86,-0.0033824
0.66918,-0.87,-0.00342
0.67504,-0.88,-0.0034616
0.68091,-0.89,-0.0035016
0.68676,-0.9,-0.0035438
0.69262,-0.91,-0.0035788
0.69849,-0.92,-0.0036166
0.70441,-0.93,-0.0036564
0.71027,-0.94,-0.0036966
0.71614,-0.95,-0.0037342
0.72202,-0.96,-0.0037726
0.72787,-0.97,-0.0038128
0.73374,-0.98,-0.0038484
0.73961,-0.99,-0.0038888
0.74545,-1.0,-0.00393
0.74889,-1.0,-0.003928
0.75475,-0.99,-0.0038908
0.76062,-0.98,-0.0038536
0.76648,-0.97,-0.0038128
0.77235,-0.96,-0.0037746
0.77823,-0.95,-0.0037316
0.78409,-0.94,-0.0036938
0.78994,-0.93,-0.0036592
0.79578,-0.92,-0.0036196
0.80172,-0.91,-0.0035794
0.80759,-0.9,-0.003541
0.81346,-0.89,-0.0035024
0.81932,-0.88,-0.0034618
0.82518,-0.87,-0.0034252
0.83105,-0.86,-0.0033876
0.8369,-0.85,-0.0033498
0.84278,-0.84,-0.0033068
0.84865,-0.83,-0.0032678
0.85451,-0.82,-0.0032296
0.86038,-0.81,-0.003192
0.86624,-0.8,-0.0031516
0.87211,-0.79,-0.003112
0.87798,-0.78,-0.0030722
0.88382,-0.77,-0.0030308
0.88969,-0.76,-0.0029946
0.89556,-0.75,-0.0029578
0.90142,-0.74,-0.0029156
0.90728,-0.73,-0.0028786
0.91315,-0.72,-0.0028378
0.919,-0.71,-0.002797
0.92486,-0.7,-0.0027598
0.93072,-0.69,-0.002721
0.93659,-0.68,-0.002686
0.94246,-0.67,-0.0026444
0.94834,-0.66,-0.0026018
0.95421,-0.65,-0.0025646
0.96007,-0.64,-0.0025256
0.96593,-0.63,-0.0024854
0.97181,-0.62,-0.002446
0.97767,-0.61,-0.0024082
0.98353,-0.6,-0.0023664
0.98939,-0.59,-0.002326
0.99524,-0.58,-0.0022858
