Time (s),Voltage (V),Current (A)
0.06237,0.0,-2.3244e-07
0.06816,0.001,4.2666e-07
0.12712,0.002,4.1923e-06
0.13355,0.003,7.822e-06
0.13997,0.004,1.00899e-05
0.16046,0.005,1.0668e-05
0.16602,0.006,1.42e-05
0.17157,0.007,1.452e-05
0.17711,0.008,1.8066e-05
0.18267,0.009,2.1624e-05
0.18822,0.01,2.2054e-05
0.19376,0.011,2.552e-05
0.1993,0.012,2.9088e-05
0.20485,0.013,2.9514e-05
0.21039,0.014,3.3054e-05
0.21594,0.015,3.6446e-05
0.22148,0.016,3.7126e-05
0.22703,0.017,4.0616e-05
0.23258,0.018,4.401e-05
0.23813,0.019,4.4726e-05
0.24367,0.02,4.8152e-05
0.24922,0.021,5.1518e-05
0.25477,0.022,5.2452e-05
0.26031,0.023,5.5764e-05
0.26584,0.024,5.9172e-05
0.27138,0.025,6.0338e-05
0.27693,0.026,6.3434e-05
0.28248,0.027,6.6768e-05
0.28802,0.028,6.8172e-05
0.29358,0.029,7.1178e-05
0.29912,0.03,7.4462e-05
0.30465,0.031,7.6076e-05
0.3102,0.032,7.9016e-05
0.31575,0.033,8.214e-05
0.32104,0.034,8.6298e-05
0.32634,0.035,8.8752e-05
0.33188,0.036,9.1224e-05
0.33741,0.037,9.4872e-05
0.34295,0.038,9.6372e-05
0.34848,0.039,9.8782e-05
0.35403,0.04,0.00010261
0.35956,0.041,0.000103958
0.36512,0.042,0.000106442
0.37067,0.043,0.000110226
0.37621,0.044,0.000111604
0.38176,0.045,0.000114112
0.42337,0.046,0.0001162
0.42912,0.047,0.00011778
0.43487,0.048,0.00012216
0.44061,0.049,0.0001251
0.44634,0.05,0.00012984
0.45209,0.051,0.0001311
0.45784,0.052,0.000131
0.46358,0.053,0.00013264
0.46933,0.054,0.00013666
0.47507,0.055,0.00013906
0.4808,0.056,0.0001419
0.48656,0.057,0.00014508
0.49232,0.058,0.00014658
0.49806,0.059,0.00014964
0.5038,0.06,0.00015328
0.50954,0.061,0.00015474
0.5153,0.062,0.00015728
0.52105,0.063,0.00015904
0.52681,0.064,0.00015988
0.53256,0.065,0.00016292
0.53829,0.066,0.00016486
0.54404,0.067,0.00017008
0.54978,0.068,0.00017286
0.55554,0.069,0.00017494
0.56128,0.07,0.00017658
0.56704,0.071,0.00018076
0.57278,0.072,0.00018256
0.57853,0.073,0.0001839
0.58426,0.074,0.00018758
0.59,0.075,0.00019036
0.59575,0.076,0.00019158
0.6015,0.077,0.00019574
0.60732,0.078,0.00019932
0.61306,0.079,0.00020424
0.61878,0.08,0.00020532
0.62452,0.081,0.000205
0.63026,0.082,0.00020666
0.63601,0.083,0.00021102
0.64175,0.084,0.00021316
0.64749,0.085,0.00021598
0.65329,0.086,0.00021902
0.65902,0.087,0.00022108
0.66477,0.088,0.00022414
0.67057,0.089,0.00022748
0.67639,0.09,0.00022836
0.68215,0.091,0.00023132
0.68789,0.092,0.00023144
0.69363,0.093,0.00023366
0.69937,0.094,0.00023796
0.70511,0.095,0.00024136
0.71086,0.096,0.0002444
0.71659,0.097,0.00024678
0.72234,0.098,0.00024904
0.72809,0.099,0.00025104
0.73382,0.1,0.00025492
0.73725,0.1,0.00025564
