Time (s),Voltage (V),Current (A)
0.05702,0.0,1.7452e-07
0.06273,0.001,4.1372e-07
0.12234,0.002,4.2057e-06
0.12878,0.003,4.5606e-06
0.1352,0.004,7.1179e-06
0.14162,0.005,8.6134e-06
0.14804,0.006,1.02356e-05
0.19493,0.007,1.236e-05
0.20048,0.008,1.4356e-05
0.20602,0.009,1.6814e-05
0.21157,0.01,1.7658e-05
0.21712,0.011,1.969e-05
0.22267,0.012,2.2018e-05
0.22821,0.013,2.3012e-05
0.23377,0.014,2.4954e-05
0.23932,0.015,2.7288e-05
0.24486,0.016,2.834e-05
0.25041,0.017,3.0242e-05
0.25595,0.018,3.2594e-05
0.2615,0.019,3.346e-05
0.26705,0.02,3.556e-05
0.2726,0.021,3.7884e-05
0.27816,0.022,3.8794e-05
0.28371,0.023,4.0858e-05
0.28925,0.024,4.3154e-05
0.29478,0.025,4.389e-05
0.30038,0.026,4.6154e-05
0.30593,0.027,4.846e-05
0.31148,0.028,4.9294e-05
0.31702,0.029,5.1442e-05
0.32256,0.03,5.3674e-05
0.32809,0.031,5.4626e-05
0.33364,0.032,5.667e-05
0.33918,0.033,5.8942e-05
0.3447,0.034,5.9952e-05
0.35024,0.035,6.1922e-05
0.35578,0.036,6.4128e-05
0.36131,0.037,6.5016e-05
0.36687,0.038,6.719e-05
0.37241,0.039,6.9472e-05
0.37796,0.04,7.0348e-05
0.38352,0.041,7.2482e-05
0.38907,0.042,7.4754e-05
0.39462,0.043,7.5624e-05
0.40014,0.044,7.776e-05
0.40568,0.045,7.9924e-05
0.41123,0.046,8.0838e-05
0.41678,0.047,8.3016e-05
0.42232,0.048,8.5224e-05
0.42788,0.049,8.6122e-05
0.43344,0.05,8.8298e-05
0.43899,0.051,9.0604e-05
0.44452,0.052,9.1574e-05
0.45007,0.053,9.362e-05
0.45561,0.054,9.5816e-05
0.46116,0.055,9.6862e-05
0.4667,0.056,9.8948e-05
0.47225,0.057,0.00010116
0.47781,0.058,0.000102144
0.48336,0.059,0.000104244
0.48888,0.06,0.000106478
0.49442,0.061,0.000107462
0.49997,0.062,0.000109464
0.50552,0.063,0.000111772
0.51106,0.064,0.000112772
0.55335,0.065,0.00011448
0.5591,0.066,0.0001165
0.56483,0.067,0.000118
0.57055,0.068,0.0001208
0.57627,0.069,0.00012294
0.58201,0.07,0.00012612
0.58775,0.071,0.00012662
0.5935,0.072,0.00012668
0.59925,0.073,0.0001283
0.60506,0.074,0.00013118
0.61081,0.075,0.00013222
0.61656,0.076,0.00013456
0.62231,0.077,0.00013714
0.62807,0.078,0.00013836
0.6338,0.079,0.00013998
0.63954,0.08,0.00014244
0.64529,0.081,0.00014338
0.65109,0.082,0.00014474
0.65685,0.083,0.00014508
0.66258,0.084,0.00014696
0.66832,0.085,0.00015018
0.67406,0.086,0.0001526
0.67981,0.087,0.00015432
0.68555,0.088,0.00015604
0.69129,0.089,0.00015742
0.69703,0.09,0.00015914
0.70275,0.091,0.00016156
0.7085,0.092,0.00016264
0.71424,0.093,0.00016382
0.72005,0.094,0.00016654
0.72579,0.095,0.00016822
0.73154,0.096,0.00017038
0.73729,0.097,0.0001732
0.74304,0.098,0.00017516
0.74877,0.099,0.00017798
0.75449,0.1,0.00017778
0.75793,0.1,0.00017742
0.76366,0.099,0.00017534
0.76941,0.098,0.00017412
0.77515,0.097,0.00017174
0.7809,0.096,0.00016938
0.78665,0.095,0.00016858
0.79239,0.094,0.00016684
0.79815,0.093,0.00016462
0.80389,0.092,0.00016404
0.80964,0.091,0.00016258
0.81538,0.09,0.00016168
0.82113,0.089,0.0001581
0.82687,0.088,0.00015518
0.83259,0.087,0.00015326
0.83834,0.086,0.00015258
0.84408,0.085,0.00015008
0.84982,0.084,0.0001487
0.85557,0.083,0.00014778
0.86132,0.082,0.00014526
0.86708,0.081,0.0001435
0.87283,0.08,0.00014238
0.87858,0.079,0.00013964
0.88431,0.078,0.0001378
0.89002,0.077,0.0001352
0.89577,0.076,0.0001327
0.90152,0.075,0.00013202
0.90727,0.074,0.00013084
0.91301,0.073,0.00012962
0.91876,0.072,0.00012752
0.92451,0.071,0.00012504
0.93026,0.07,0.00012326
0.93599,0.069,0.00012214
0.94174,0.068,0.00011964
0.9475,0.067,0.0001171
0.95325,0.066,0.00011638
0.95899,0.065,0.00011458
0.96471,0.064,0.00011244
0.97046,0.063,0.0001119
0.97621,0.062,0.0001105
0.98195,0.061,0.00011002
0.9877,0.06,0.00010666
0.99346,0.059,0.00010334
0.9992,0.058,0.00010148
1.00494,0.057,0.00010088
1.01654,0.056,9.889e-05
1.02209,0.055,9.7544e-05
1.02764,0.054,9.4994e-05
1.0332,0.053,9.3558e-05
1.03875,0.052,9.2294e-05
1.0443,0.051,8.9646e-05
1.04984,0.05,8.828e-05
1.05538,0.049,8.6812e-05
1.06093,0.048,8.437e-05
1.06649,0.047,8.2956e-05
1.07203,0.046,8.1544e-05
1.07758,0.045,7.9056e-05
1.0831,0.044,7.7682e-05
1.08865,0.043,7.626e-05
1.09419,0.042,7.3708e-05
1.09972,0.041,7.2242e-05
1.10524,0.04,7.0924e-05
1.11079,0.039,6.8468e-05
1.11634,0.038,6.7054e-05
1.12189,0.037,6.5648e-05
1.12744,0.036,6.3148e-05
1.13298,0.035,6.1798e-05
1.13853,0.034,6.0346e-05
1.14408,0.033,5.7876e-05
1.14962,0.032,5.6496e-05
1.15517,0.031,5.4908e-05
1.16071,0.03,5.2558e-05
1.16626,0.029,5.1224e-05
1.1718,0.028,4.9774e-05
1.17736,0.027,4.7348e-05
1.18291,0.026,4.5988e-05
