Time (s),Voltage (V),Current (A)
0.06349,0.0,-6.7717e-08
0.13999,0.001,2.0168e-06
0.14643,0.002,5.918e-06
0.15286,0.003,7.0302e-06
0.15928,0.004,9.0433e-06
0.2095,0.005,1.1522e-05
0.21506,0.006,1.4032e-05
0.2206,0.007,1.6946e-05
0.22616,0.008,1.8336e-05
0.2317,0.009,2.0974e-05
0.23725,0.01,2.384e-05
0.24279,0.011,2.5026e-05
0.24833,0.012,2.7904e-05
0.25388,0.013,3.0568e-05
0.25943,0.014,3.2016e-05
0.26499,0.015,3.4614e-05
0.27053,0.016,3.7408e-05
0.27609,0.017,3.8882e-05
0.28163,0.018,4.1566e-05
0.28716,0.019,4.4334e-05
0.29269,0.02,4.5526e-05
0.29823,0.021,4.817e-05
0.30382,0.022,5.1156e-05
0.30941,0.023,5.2408e-05
0.31496,0.024,5.5262e-05
0.32052,0.025,5.7986e-05
0.32606,0.026,5.9336e-05
0.33164,0.027,6.2044e-05
0.33717,0.028,6.4816e-05
0.34272,0.029,6.6192e-05
0.34824,0.03,6.8834e-05
0.35379,0.031,7.1522e-05
0.35933,0.032,7.2736e-05
0.36488,0.033,7.5468e-05
0.37042,0.034,7.8374e-05
0.37597,0.035,7.9514e-05
0.38151,0.036,8.2262e-05
0.38706,0.037,8.5134e-05
0.39261,0.038,8.641e-05
0.39816,0.039,8.9292e-05
0.4037,0.04,9.1966e-05
0.40929,0.041,9.3364e-05
0.41484,0.042,9.6108e-05
0.42039,0.043,9.8858e-05
0.42593,0.044,0.000100196
0.43147,0.045,0.000102862
0.43707,0.046,0.00010582
0.44264,0.047,0.000107112
0.44819,0.048,0.000109782
0.45374,0.049,0.000112594
0.45928,0.05,0.000113866
0.50132,0.051,0.00011606
0.50708,0.052,0.0001189
0.51281,0.053,0.00012
0.51855,0.054,0.00012354
0.52429,0.055,0.0001257
0.53002,0.056,0.0001292
0.53577,0.057,0.0001323
0.5415,0.058,0.0001332
0.54726,0.059,0.00013482
0.553,0.06,0.00013652
0.55874,0.061,0.00013894
0.56448,0.062,0.00014196
0.57023,0.063,0.0001445
0.57597,0.064,0.0001456
0.58172,0.065,0.00014864
0.58747,0.066,0.00015164
0.59319,0.067,0.00015302
0.59893,0.068,0.00015504
0.60467,0.069,0.00015832
0.61039,0.07,0.00015944
0.61614,0.071,0.00016144
0.6219,0.072,0.00016172
0.62764,0.073,0.00016492
0.63337,0.074,0.00016962
0.63911,0.075,0.00017266
0.64484,0.076,0.000174
0.65058,0.077,0.00017628
0.65634,0.078,0.00017818
0.66208,0.079,0.00018012
0.66782,0.08,0.00018308
0.67355,0.081,0.00018476
0.67928,0.082,0.00018632
0.68501,0.083,0.00018962
0.69076,0.084,0.00019166
0.69651,0.085,0.00019382
0.70225,0.086,0.00019754
0.70797,0.087,0.00020004
0.71371,0.088,0.00020398
0.71945,0.089,0.0002046
0.72521,0.09,0.00020514
0.73094,0.091,0.0002071
0.73668,0.092,0.00021064
0.74244,0.093,0.0002123
0.74818,0.094,0.0002151
0.75394,0.095,0.00021802
0.75968,0.096,0.0002194
0.76543,0.097,0.00022202
0.77118,0.098,0.00022526
0.77693,0.099,0.00022664
0.78265,0.1,0.00022892
0.78608,0.1,0.0002307
0.79182,0.099,0.00022602
0.79755,0.098,0.00022322
0.8033,0.097,0.00022196
0.80905,0.096,0.00021946
0.81477,0.095,0.0002175
0.82051,0.094,0.00021562
0.82626,0.093,0.00021282
0.83197,0.092,0.000211
0.83773,0.091,0.00020926
0.84347,0.09,0.00020598
0.84921,0.089,0.0002038
0.85496,0.088,0.00020146
0.86071,0.087,0.00019772
0.86645,0.086,0.0001953
0.87219,0.085,0.00019144
0.87793,0.084,0.00019112
0.88368,0.083,0.00019046
0.88942,0.082,0.00018818
0.89516,0.081,0.00018474
0.90091,0.08,0.00018346
0.90665,0.079,0.00018054
0.91241,0.078,0.00017744
0.91815,0.077,0.00017578
0.92391,0.076,0.00017384
0.92966,0.075,0.00017044
0.93539,0.074,0.0001693
0.94113,0.073,0.0001667
0.94689,0.072,0.00016554
0.95263,0.071,0.00016422
0.95847,0.07,0.00016008
0.96421,0.069,0.00015714
0.96996,0.068,0.00015488
0.97569,0.067,0.00015276
0.98144,0.066,0.00015106
