Time (s),Voltage (V),Current (A)
0.06847,0.0,-8.326e-09
0.13938,-0.015,-3.5796e-05
0.14512,-0.03,-7.1248e-05
0.1508,-0.045,-0.000108068
0.19256,-0.06,-0.00013844
0.19843,-0.075,-0.00017656
0.2043,-0.09,-0.00021308
0.21016,-0.105,-0.00024848
0.21601,-0.12,-0.00028388
0.22187,-0.135,-0.00032046
0.22773,-0.15,-0.0003571
0.23359,-0.165,-0.00039226
0.23945,-0.18,-0.00043086
0.24533,-0.195,-0.0004683
0.25119,-0.21,-0.00050506
0.25706,-0.225,-0.00054032
0.26293,-0.24,-0.00057794
0.26879,-0.255,-0.00061642
0.27466,-0.27,-0.00065552
0.28054,-0.285,-0.0006927
0.28645,-0.3,-0.00073166
0.29232,-0.315,-0.00076872
0.29818,-0.33,-0.00080578
0.30406,-0.345,-0.0008483
0.30991,-0.36,-0.00088838
0.31577,-0.375,-0.00092598
0.32161,-0.39,-0.00096696
0.32753,-0.405,-0.00100558
0.33338,-0.42,-0.00104488
0.33923,-0.435,-0.00108588
0.34508,-0.45,-0.00112642
0.37813,-0.465,-0.0011662
0.384,-0.48,-0.0012078
0.38985,-0.495,-0.0012504
0.39571,-0.51,-0.0012892
0.40157,-0.525,-0.0013288
0.40743,-0.54,-0.001372
0.41329,-0.555,-0.0014116
0.41914,-0.57,-0.0014538
0.42501,-0.585,-0.0014968
0.43088,-0.6,-0.0015374
0.43673,-0.615,-0.0015806
0.44257,-0.63,-0.0016188
0.44843,-0.645,-0.0016626
0.4543,-0.66,-0.0017068
0.46015,-0.675,-0.0017474
0.46601,-0.69,-0.0017904
0.47188,-0.705,-0.0018344
0.47773,-0.72,-0.0018766
0.48361,-0.735,-0.0019182
0.48945,-0.75,-0.0019618
0.49531,-0.765,-0.0020038
0.50117,-0.78,-0.0020486
0.50703,-0.795,-0.0020882
0.51289,-0.81,-0.0021294
0.51874,-0.825,-0.0021692
0.52461,-0.84,-0.002209
0.53049,-0.855,-0.0022488
0.53635,-0.87,-0.0022864
0.54222,-0.885,-0.0023248
0.54808,-0.9,-0.0023578
0.55396,-0.915,-0.0023992
0.55982,-0.93,-0.0024426
0.56567,-0.945,-0.002485
0.57153,-0.96,-0.0025202
0.57738,-0.975,-0.0025658
0.58324,-0.99,-0.0026108
0.5891,-1.005,-0.0026574
0.59496,-1.02,-0.0027016
0.60084,-1.035,-0.0027466
0.60671,-1.05,-0.0027996
0.61256,-1.065,-0.0028354
0.61843,-1.08,-0.0028782
0.6243,-1.095,-0.002924
0.63018,-1.11,-0.0029384
0.63604,-1.125,-0.0029584
0.64189,-1.14,-0.0030004
0.64776,-1.155,-0.0030488
0.65364,-1.17,-0.0030936
0.65956,-1.185,-0.0031328
0.66544,-1.2,-0.003175
0.6713,-1.215,-0.0032154
0.67715,-1.23,-0.0032386
0.68302,-1.245,-0.0032524
0.68888,-1.26,-0.0032906
0.69476,-1.275,-0.003339
0.70062,-1.29,-0.0033982
0.70649,-1.305,-0.0034584
0.71234,-1.32,-0.0035082
0.71821,-1.335,-0.0035512
0.72408,-1.35,-0.0036044
0.72995,-1.365,-0.0036534
0.73581,-1.38,-0.0037296
0.74166,-1.395,-0.003803
0.74753,-1.41,-0.0038716
0.75339,-1.425,-0.0039428
0.75925,-1.44,-0.0040008
0.76511,-1.455,-0.0040686
0.77098,-1.47,-0.0041482
0.77684,-1.485,-0.0042182
0.78268,-1.5,-0.0042774
0.78612,-1.5,-0.0042886
0.79197,-1.485,-0.0042538
0.79784,-1.47,-0.0042116
0.80371,-1.455,-0.004173
0.80957,-1.44,-0.0041266
0.81544,-1.425,-0.0040816
0.8213,-1.41,-0.004035
0.82717,-1.395,-0.0039784
0.83303,-1.38,-0.0039298
0.83888,-1.365,-0.0038838
0.84476,-1.35,-0.0038304
0.85062,-1.335,-0.003783
0.85649,-1.32,-0.0037342
0.86237,-1.305,-0.003691
0.86822,-1.29,-0.0036422
0.87408,-1.275,-0.0035856
0.87995,-1.26,-0.0035344
0.88581,-1.245,-0.0034882
0.89165,-1.23,-0.0034404
0.89752,-1.215,-0.0033836
0.90338,-1.2,-0.0033382
0.90923,-1.185,-0.003291
0.9151,-1.17,-0.0032402
0.92096,-1.155,-0.003192
0.92692,-1.14,-0.0031484
0.93278,-1.125,-0.0030982
0.93865,-1.11,-0.0030512
0.94452,-1.095,-0.0030034
0.95039,-1.08,-0.0029574
0.9563,-1.065,-0.0029096
0.96217,-1.05,-0.0028654
0.96809,-1.035,-0.002824
0.97396,-1.02,-0.002775
0.97982,-1.005,-0.0027274
0.98576,-0.99,-0.0026874
0.99161,-0.975,-0.0026438
0.99747,-0.96,-0.0025986
1.00332,-0.945,-0.0025544
1.00917,-0.93,-0.0025102
1.01504,-0.915,-0.0024632
1.02095,-0.9,-0.002418
1.02682,-0.885,-0.0023754
1.03244,-0.87,-0.0023332
1.0383,-0.855,-0.0022886
1.04418,-0.84,-0.0022442
1.05005,-0.825,-0.0021984
1.05592,-0.81,-0.0021568
1.06178,-0.795,-0.002113
1.06765,-0.78,-0.0020708
1.07351,-0.765,-0.0020294
1.07937,-0.75,-0.0019866
1.08525,-0.735,-0.0019398
1.09116,-0.72,-0.0018984
1.09703,-0.705,-0.001854
1.1029,-0.69,-0.0018126
1.10875,-0.675,-0.001771
1.11462,-0.66,-0.0017262
1.1205,-0.645,-0.0016834
1.12636,-0.63,-0.0016394
1.13222,-0.615,-0.0015972
1.13808,-0.6,-0.0015588
1.14395,-0.585,-0.0015156
1.14981,-0.57,-0.0014722
1.15567,-0.555,-0.0014332
1.16153,-0.54,-0.0013904
1.1674,-0.525,-0.0013476
1.17324,-0.51,-0.0013082
1.17911,-0.495,-0.0012674
1.18495,-0.48,-0.0012286
1.19083,-0.465,-0.0011846
1.19669,-0.45,-0.0011422
1.20255,-0.435,-0.001103
1.20842,-0.42,-0.0010634
1.2143,-0.405,-0.0010214
1.22643,-0.39,-0.0009789
1.23229,-0.375,-0.00093846
1.23816,-0.36,-0.0009018
1.24404,-0.345,-0.00086136
1.2499,-0.33,-0.0008208
1.25577,-0.315,-0.00078226
1.26162,-0.3,-0.00074296
1.26749,-0.285,-0.0007033
1.27336,-0.27,-0.00066568
1.27922,-0.255,-0.00062742
1.28508,-0.24,-0.00059142
1.29095,-0.225,-0.00054908
1.29681,-0.21,-0.00051134
1.30266,-0.195,-0.00047414
1.30852,-0.18,-0.00043686
1.31439,-0.165,-0.00039924
1.32027,-0.15,-0.00036178
1.32611,-0.135,-0.00032594
1.33198,-0.12,-0.00028738
1.33784,-0.105,-0.00025114
1.34372,-0.09,-0.0002164
1.34958,-0.075,-0.0001799
1.35545,-0.06,-0.00014418
1.36132,-0.045,-0.0001077
1.37323,-0.03,-7.1714e-05
1.3789,-0.015,-3.5772e-05
1.41816,0.0,7.076e-08
