Time (s),Voltage (V),Current (A)
0.04867,0.0,4.192e-07
0.05517,0.001,3.8606e-06
0.06159,0.002,6.9934e-06
0.11246,0.003,1.2926e-05
0.11801,0.004,1.602e-05
0.12355,0.005,1.9788e-05
0.1291,0.006,2.5084e-05
0.13464,0.007,2.7656e-05
0.14019,0.008,3.1698e-05
0.14573,0.009,3.705e-05
0.15128,0.01,3.9476e-05
0.15683,0.011,4.352e-05
0.16238,0.012,4.9006e-05
0.16792,0.013,5.1034e-05
0.17347,0.014,5.539e-05
0.17901,0.015,6.0838e-05
0.18457,0.016,6.284e-05
0.19011,0.017,6.7292e-05
0.19566,0.018,7.2966e-05
0.20121,0.019,7.4728e-05
0.20676,0.02,7.9196e-05
0.21231,0.021,8.4868e-05
0.21785,0.022,8.6366e-05
0.2234,0.023,9.129e-05
0.22892,0.024,9.662e-05
0.23447,0.025,9.764e-05
0.24001,0.026,0.000102804
0.24556,0.027,0.000108468
0.25113,0.028,0.000109872
0.29343,0.029,0.00011816
0.29918,0.03,0.00012246
0.30499,0.031,0.00012506
0.3107,0.032,0.0001303
0.31645,0.033,0.00013544
0.32217,0.034,0.00013806
0.32789,0.035,0.0001417
0.33363,0.036,0.00014726
0.33937,0.037,0.00014876
0.3451,0.038,0.00015194
0.35083,0.039,0.00015268
0.35657,0.04,0.00015902
0.3623,0.041,0.0001671
0.36802,0.042,0.00017214
0.37376,0.043,0.0001743
0.3795,0.044,0.00017888
0.38529,0.045,0.00018202
0.39104,0.046,0.00018518
0.39679,0.047,0.00019044
0.40252,0.048,0.00019456
0.40826,0.049,0.0001967
0.414,0.05,0.00020252
0.41974,0.051,0.0002061
0.42549,0.052,0.00021112
0.43123,0.053,0.00021774
0.43697,0.054,0.00022118
0.44271,0.055,0.00022692
0.44845,0.056,0.00022732
0.45426,0.057,0.00022996
0.46,0.058,0.00023528
0.46576,0.059,0.00024028
0.4715,0.06,0.00024218
0.47724,0.061,0.00024766
0.483,0.062,0.00025298
0.48873,0.063,0.00025562
0.49447,0.064,0.00025904
0.50019,0.065,0.00026528
0.50595,0.066,0.00026702
0.51169,0.067,0.0002703
0.51743,0.068,0.00027114
0.52317,0.069,0.00027598
0.52889,0.07,0.00028364
0.53463,0.071,0.00028912
0.54037,0.072,0.00029256
0.5461,0.073,0.00029648
0.55185,0.074,0.00029916
0.55759,0.075,0.000303
0.56332,0.076,0.00030858
0.56906,0.077,0.00031148
0.57481,0.078,0.00031442
0.58055,0.079,0.00032036
0.5863,0.08,0.00032412
0.59204,0.081,0.00032744
0.59779,0.082,0.00033424
0.60352,0.083,0.00033888
0.60925,0.084,0.00034604
0.61499,0.085,0.0003466
0.62073,0.086,0.00034722
0.62648,0.087,0.0003507
0.63222,0.088,0.00035748
0.63795,0.089,0.00035994
0.64368,0.09,0.00036514
0.64943,0.091,0.00037022
0.65519,0.092,0.00037308
0.66095,0.093,0.00037678
0.66669,0.094,0.00038302
0.67243,0.095,0.00038526
0.67817,0.096,0.0003894
0.68391,0.097,0.00039214
0.68965,0.098,0.00039402
0.69542,0.099,0.00039932
0.70115,0.1,0.00040298
0.70458,0.1,0.00040486
0.71032,0.099,0.00040166
0.71607,0.098,0.0003986
0.72181,0.097,0.00039288
0.72756,0.096,0.00038926
0.7333,0.095,0.0003869
0.73903,0.094,0.00038126
0.74478,0.093,0.0003774
0.75051,0.092,0.00037286
0.75624,0.091,0.00036632
0.76198,0.09,0.00036238
0.7677,0.089,0.00035598
0.77344,0.088,0.00035592
0.77918,0.087,0.00035434
0.78495,0.086,0.00034938
0.79068,0.085,0.00034346
0.79642,0.084,0.0003416
0.80216,0.083,0.0003362
0.80791,0.082,0.00033066
0.81366,0.081,0.00032822
0.81939,0.08,0.00032498
0.82515,0.079,0.0003184
0.8309,0.078,0.00031652
0.83663,0.077,0.0003127
0.84237,0.076,0.00031114
0.84812,0.075,0.00030772
0.85387,0.074,0.00030056
0.85961,0.073,0.00029552
0.86537,0.072,0.00029126
0.87113,0.071,0.00028728
0.87686,0.07,0.00028436
0.88259,0.069,0.00028082
0.88837,0.068,0.00027514
0.89413,0.067,0.0002722
0.89987,0.066,0.00026916
0.90561,0.065,0.00026358
0.91135,0.064,0.00025952
0.91716,0.063,0.0002557
0.92291,0.062,0.0002488
0.92865,0.061,0.00024478
0.93441,0.06,0.00023854
0.94016,0.059,0.00023874
0.94591,0.058,0.00023654
0.95165,0.057,0.00023154
0.9574,0.056,0.00022568
0.96314,0.055,0.00022392
0.96889,0.054,0.00021868
