Time (s),Voltage (V),Current (A)
0.07588,0.0,1.8204e-07
0.0816,0.001,5.015e-07
0.14068,0.002,9.1718e-06
0.19184,0.003,1.38e-05
0.19739,0.004,1.595e-05
0.20294,0.005,2.0982e-05
0.20854,0.006,2.6132e-05
0.21409,0.007,2.8334e-05
0.21963,0.008,3.3376e-05
0.22515,0.009,3.8418e-05
0.23068,0.01,4.0474e-05
0.23623,0.011,4.5552e-05
0.24177,0.012,5.0586e-05
0.24731,0.013,5.283e-05
0.25286,0.014,5.7856e-05
0.2584,0.015,6.2914e-05
0.26396,0.016,6.4966e-05
0.2695,0.017,7.0182e-05
0.27507,0.018,7.5206e-05
0.28061,0.019,7.7494e-05
0.28614,0.02,8.2478e-05
0.29166,0.021,8.7404e-05
0.29721,0.022,8.9622e-05
0.30275,0.023,9.4858e-05
0.30833,0.024,9.9786e-05
0.31388,0.025,0.000102042
0.31948,0.026,0.00010722
0.32509,0.027,0.00011233
0.33064,0.028,0.000115004
0.37251,0.029,0.00011918
0.37827,0.03,0.00012354
0.38401,0.031,0.00012548
0.38975,0.032,0.00013156
0.3955,0.033,0.00013582
0.40126,0.034,0.0001422
0.40699,0.035,0.00014738
0.41275,0.036,0.00014922
0.4185,0.037,0.00015278
0.42425,0.038,0.00015554
0.42999,0.039,0.00015974
0.43574,0.04,0.00016516
0.44148,0.041,0.0001696
0.44722,0.042,0.00017176
0.45297,0.043,0.0001774
0.4587,0.044,0.00018258
0.46445,0.045,0.00018498
0.4702,0.046,0.0001888
0.47594,0.047,0.00019466
0.48167,0.048,0.00019644
0.48739,0.049,0.00019978
0.49314,0.05,0.00020042
0.49886,0.051,0.00020624
0.50461,0.052,0.00021462
0.51035,0.053,0.00021982
0.5161,0.054,0.00022218
0.52184,0.055,0.00022664
0.52757,0.056,0.00022964
0.53332,0.057,0.00023332
0.53905,0.058,0.00023872
0.54481,0.059,0.00024234
0.55054,0.06,0.00024494
0.55629,0.061,0.00025086
0.56203,0.062,0.00025476
0.56778,0.063,0.00025876
0.5735,0.064,0.00026526
0.57925,0.065,0.00026966
0.585,0.066,0.00027648
0.59076,0.067,0.00027624
0.59648,0.068,0.00027798
0.60222,0.069,0.0002823
0.60794,0.07,0.00028874
0.61367,0.071,0.00029104
0.61942,0.072,0.00029632
0.62524,0.073,0.00030176
0.631,0.074,0.00030434
0.63674,0.075,0.00030806
0.64246,0.076,0.00031442
0.6482,0.077,0.00031678
0.65395,0.078,0.0003205
0.6597,0.079,0.00032204
0.66544,0.08,0.00032538
0.67118,0.081,0.00033206
0.67692,0.082,0.00033688
0.68266,0.083,0.00034218
0.6884,0.084,0.00034616
0.69416,0.085,0.00034886
