Time (s),Voltage (V),Current (A)
0.05358,0.0,-7.621e-07
0.10391,-0.02,-7.949e-05
0.14567,-0.04,-0.00015746
0.15166,-0.06,-0.00023696
0.15764,-0.08,-0.00031758
0.16362,-0.1,-0.000394
0.1696,-0.12,-0.00047138
0.17559,-0.14,-0.00055072
0.18164,-0.16,-0.00063054
0.18761,-0.18,-0.00071104
0.1936,-0.2,-0.00078828
0.19957,-0.22,-0.0008661
0.20555,-0.24,-0.0009479
0.21154,-0.26,-0.00102676
0.21752,-0.28,-0.00110232
0.25048,-0.3,-0.0011868
0.25647,-0.32,-0.0012612
0.26247,-0.34,-0.0013396
0.26843,-0.36,-0.00142
0.27441,-0.38,-0.0014998
0.2804,-0.4,-0.001576
0.28638,-0.42,-0.0016534
0.29238,-0.44,-0.0017358
0.29843,-0.46,-0.001812
0.30444,-0.48,-0.0018916
0.3105,-0.5,-0.0019706
0.31624,-0.52,-0.0020472
0.32197,-0.54,-0.002128
0.3277,-0.56,-0.0022064
0.33368,-0.58,-0.0022894
0.33973,-0.6,-0.0023622
0.34578,-0.62,-0.002441
0.35176,-0.64,-0.0025208
0.35775,-0.66,-0.0026006
0.36372,-0.68,-0.0026764
0.36979,-0.7,-0.0027536
0.37577,-0.72,-0.0028356
0.38174,-0.74,-0.002911
0.38771,-0.76,-0.0029912
0.39371,-0.78,-0.003069
0.39975,-0.8,-0.0031458
0.40574,-0.82,-0.0032286
0.41173,-0.84,-0.0033028
0.41771,-0.86,-0.0033812
0.4237,-0.88,-0.0034608
0.42968,-0.9,-0.003538
0.43565,-0.92,-0.0036156
0.44164,-0.94,-0.0036924
0.4476,-0.96,-0.0037688
0.4536,-0.98,-0.0038508
0.45959,-1.0,-0.0039268
0.46557,-1.02,-0.0040036
0.47156,-1.04,-0.004083
0.47754,-1.06,-0.0041608
0.48354,-1.08,-0.0042428
0.48951,-1.1,-0.0043162
0.49549,-1.12,-0.0043928
0.50146,-1.14,-0.004471
0.50745,-1.16,-0.0045502
0.51345,-1.18,-0.0046258
0.51944,-1.2,-0.0047018
0.52542,-1.22,-0.0047756
0.5314,-1.24,-0.0048574
0.53739,-1.26,-0.0049354
0.54338,-1.28,-0.0050108
0.54938,-1.3,-0.0050866
0.55537,-1.32,-0.005166
0.5614,-1.34,-0.0052438
0.56736,-1.36,-0.0053178
0.57339,-1.38,-0.0053964
0.57938,-1.4,-0.0054718
0.58537,-1.42,-0.0055484
0.59136,-1.44,-0.0056262
0.59734,-1.46,-0.0056988
0.60333,-1.48,-0.0057782
0.60932,-1.5,-0.0058548
0.6153,-1.52,-0.0059294
0.62128,-1.54,-0.0060066
0.62726,-1.56,-0.0060826
