Time (s),Voltage (V),Current (A)
0.11016,0.0,-3.2762e-10
0.13987,0.001,6.959e-11
0.16956,0.002,8.66e-11
0.19927,0.003,7.293e-11
0.22896,0.004,9.67e-11
0.25868,0.005,-2.3925e-10
0.28838,0.006,5.59e-12
0.31808,0.007,3.1806e-10
0.34778,0.008,-7.244e-11
0.37748,0.009,-1.7466e-10
0.40718,0.01,-7.1e-13
0.43688,0.011,-6.85e-11
0.46658,0.012,1.756e-10
0.49628,0.013,6.113e-11
0.52601,0.014,-3.0617e-10
0.55572,0.015,6.547e-11
0.58543,0.016,2.6668e-10
0.61514,0.017,-4.128e-11
0.64492,0.018,-1.124e-11
0.67464,0.019,-1.4288e-10
0.70436,0.02,-6.979e-11
0.73407,0.021,2.7303e-10
0.76378,0.022,-4.27e-11
0.79349,0.023,-3.2812e-10
0.8232,0.024,7.957e-11
0.85291,0.025,9.776e-11
0.88261,0.026,6.483e-11
0.91232,0.027,1.2072e-10
0.94202,0.028,-2.2544e-10
0.97172,0.029,2.12e-12
1.00141,0.03,3.1251e-10
1.03112,0.031,-7.074e-11
1.0608,0.032,-1.9343e-10
1.09056,0.033,3.6e-12
1.12027,0.034,-6.545e-11
1.14997,0.035,1.7678e-10
1.17967,0.036,5.546e-11
1.20938,0.037,-3.016e-10
1.2391,0.038,6.617e-11
1.26881,0.039,2.8089e-10
1.29851,0.04,-3.792e-11
1.3282,0.041,-4.314e-11
1.3579,0.042,-1.2167e-10
1.38766,0.043,-6.91e-11
1.41733,0.044,2.5516e-10
1.44702,0.045,-2.807e-11
1.47673,0.046,-3.2637e-10
1.50643,0.047,7.943e-11
1.53615,0.048,1.373e-10
1.56587,0.049,3.756e-11
1.59557,0.05,9.924e-11
1.62527,0.051,-2.0533e-10
1.65498,0.052,-1.292e-11
1.68477,0.053,3.0259e-10
1.71449,0.054,-7.862e-11
1.74421,0.055,-1.86e-10
1.77391,0.056,2.3e-12
1.8036,0.057,-5.797e-11
1.83338,0.058,1.6561e-10
1.86309,0.059,6.354e-11
1.89279,0.06,-3.0315e-10
1.92255,0.061,6.392e-11
1.95227,0.062,2.5076e-10
1.98198,0.063,-1.953e-11
2.01169,0.064,-1.425e-11
2.04139,0.065,-1.3316e-10
2.07109,0.066,-6.838e-11
2.10077,0.067,2.605e-10
2.13048,0.068,-3.315e-11
2.16018,0.069,-3.2901e-10
2.18989,0.07,8.236e-11
2.2196,0.071,1.1327e-10
2.2493,0.072,4.097e-11
2.27901,0.073,1.0755e-10
2.30873,0.074,-2.1881e-10
2.33844,0.075,-7.65e-12
2.36814,0.076,3.1196e-10
2.39784,0.077,-7.348e-11
2.42754,0.078,-1.933e-10
2.45724,0.079,1.355e-11
2.48694,0.08,-5.553e-11
2.51665,0.081,1.6037e-10
2.54635,0.082,6.811e-11
2.57607,0.083,-3.0133e-10
2.60576,0.084,5.72e-11
2.63548,0.085,2.8334e-10
2.66519,0.086,-5.53e-11
2.6949,0.087,-4.201e-11
2.72462,0.088,-1.1454e-10
2.75434,0.089,-7.686e-11
2.78404,0.09,2.5524e-10
2.81374,0.091,-2.423e-11
2.84344,0.092,-3.2184e-10
2.87316,0.093,8.597e-11
2.90285,0.094,1.3253e-10
2.93256,0.095,2.415e-11
2.96234,0.096,1.0202e-10
2.99204,0.097,-2.2247e-10
3.02174,0.098,-8.12e-12
