Time (s),Voltage (V),Current (A)
0.06095,0.0,2.3258e-07
0.06669,0.001,5.0204e-07
0.12597,0.002,5.7238e-06
0.13241,0.003,8.1082e-06
0.13884,0.004,1.03707e-05
0.18894,0.005,1.3774e-05
0.19448,0.006,1.6818e-05
0.20003,0.007,1.8754e-05
0.20557,0.008,2.2126e-05
0.21112,0.009,2.534e-05
0.21667,0.01,2.7254e-05
0.22221,0.011,3.0542e-05
0.22776,0.012,3.375e-05
0.23331,0.013,3.5584e-05
0.23887,0.014,3.8774e-05
0.24442,0.015,4.2054e-05
0.24995,0.016,4.3886e-05
0.2555,0.017,4.717e-05
0.26104,0.018,5.0554e-05
0.26658,0.019,5.232e-05
0.27213,0.02,5.5348e-05
0.27768,0.021,5.8936e-05
0.28326,0.022,6.063e-05
0.2888,0.023,6.372e-05
0.29435,0.024,6.7266e-05
0.2999,0.025,6.8966e-05
0.30547,0.026,7.1922e-05
0.31101,0.027,7.5506e-05
0.31656,0.028,7.7196e-05
0.3221,0.029,8.0372e-05
0.32765,0.03,8.3918e-05
0.33324,0.031,8.5526e-05
0.33878,0.032,8.8712e-05
0.34429,0.033,9.2286e-05
0.34981,0.034,9.3958e-05
0.35533,0.035,9.6664e-05
0.36086,0.036,0.000100672
0.36637,0.037,0.000102204
0.37192,0.038,0.000105082
0.37746,0.039,0.000109176
0.38301,0.04,0.000110648
0.38855,0.041,0.000113352
0.43021,0.042,0.00011628
0.43597,0.043,0.00011814
0.44171,0.044,0.0001225
0.44742,0.045,0.00012562
0.45317,0.046,0.00013054
0.45892,0.047,0.00013232
0.46466,0.048,0.00013246
0.47039,0.049,0.00013432
0.47613,0.05,0.00013802
0.48187,0.051,0.00014102
0.4876,0.052,0.0001441
0.49336,0.053,0.0001475
0.49912,0.054,0.00014952
0.50493,0.055,0.00015238
0.51067,0.056,0.00015628
0.51641,0.057,0.00015748
0.52216,0.058,0.00016082
0.52789,0.059,0.0001632
0.53364,0.06,0.00016432
0.53936,0.061,0.00016732
0.54511,0.062,0.0001691
0.55085,0.063,0.00017456
0.55658,0.064,0.00017828
0.56234,0.065,0.00018026
0.56809,0.066,0.00018216
0.57383,0.067,0.00018642
0.57958,0.068,0.00018844
0.58532,0.069,0.00019006
0.59106,0.07,0.00019406
0.5968,0.071,0.00019718
0.60255,0.072,0.00019868
0.60829,0.073,0.00020284
0.61402,0.074,0.00020566
0.61977,0.075,0.00021034
0.62551,0.076,0.00021322
0.63125,0.077,0.00021436
0.63699,0.078,0.00021654
0.64274,0.079,0.000219
0.64849,0.08,0.00022196
0.65421,0.081,0.0002256
0.65995,0.082,0.00022846
0.66569,0.083,0.00022988
0.67144,0.084,0.00023374
0.67718,0.085,0.00023768
0.68293,0.086,0.00023904
0.68865,0.087,0.00024192
0.69439,0.088,0.00024564
0.70014,0.089,0.00024718
0.70588,0.09,0.0002493
0.71162,0.091,0.00025006
0.71737,0.092,0.0002541
0.72312,0.093,0.00026012
0.72886,0.094,0.00026324
0.7346,0.095,0.000264
0.74035,0.096,0.00026758
0.74609,0.097,0.00027018
0.75184,0.098,0.00027238
0.75758,0.099,0.00027572
0.76331,0.1,0.00027832
0.76674,0.1,0.00027784
0.7725,0.099,0.00027532
0.77824,0.098,0.00026996
0.78406,0.097,0.00026822
0.7898,0.096,0.00026788
0.79554,0.095,0.00026574
0.80128,0.094,0.0002617
0.80702,0.093,0.0002594
0.81276,0.092,0.00025594
0.8185,0.091,0.00025242
0.82425,0.09,0.0002505
0.82998,0.089,0.00024724
0.83571,0.088,0.00024332
0.84145,0.087,0.0002422
0.84719,0.086,0.00023882
0.85298,0.085,0.00023682
0.85872,0.084,0.00023554
0.86446,0.083,0.0002322
0.87026,0.082,0.00022956
0.876,0.081,0.00022516
0.88172,0.08,0.00022172
0.88744,0.079,0.00021926
0.89318,0.078,0.00021744
0.89893,0.077,0.00021328
0.90466,0.076,0.00021104
0.9104,0.075,0.00020934
0.9162,0.074,0.00020542
0.92195,0.073,0.00020238
0.92774,0.072,0.00020066
0.93348,0.071,0.00019636
0.93922,0.07,0.0001934
0.94496,0.069,0.00018824
0.95071,0.068,0.00018634
0.95646,0.067,0.00018634
0.96221,0.066,0.00018432
0.96794,0.065,0.00018014
0.9737,0.064,0.00017778
0.97945,0.063,0.00017454
0.98521,0.062,0.00017092
0.99097,0.061,0.00016886
0.9967,0.06,0.00016612
1.00245,0.059,0.00016218
1.00819,0.058,0.00016096
1.01395,0.057,0.00015748
1.01968,0.056,0.00015548
1.02543,0.055,0.00015408
1.03117,0.054,0.00015084
1.03692,0.053,0.00014902
1.04267,0.052,0.00014402
1.04839,0.051,0.00014036
1.05412,0.05,0.00013806
1.05987,0.049,0.0001362
1.06562,0.048,0.00013202
1.07137,0.047,0.0001302
1.0771,0.046,0.00012858
1.08283,0.045,0.00012454
1.08858,0.044,0.00012152
1.09431,0.043,0.00012
1.10006,0.042,0.00011588
1.1058,0.041,0.00011324
1.11155,0.04,0.00010892
1.1173,0.039,0.00010544
1.12304,0.038,0.00010458
1.12877,0.037,0.00010228
1.14036,0.036,0.000100198
1.14591,0.035,9.7406e-05
1.15146,0.034,9.4208e-05
1.157,0.033,9.1902e-05
1.16256,0.032,8.9168e-05
1.1681,0.031,8.5804e-05
1.17365,0.03,8.3608e-05
1.1792,0.029,8.0944e-05
1.18474,0.028,7.7602e-05
1.19029,0.027,7.5328e-05
1.19583,0.026,7.2712e-05
1.20138,0.025,6.9366e-05
1.20693,0.024,6.7174e-05
1.21249,0.023,6.4462e-05
1.21803,0.022,6.0948e-05
1.22358,0.021,5.8734e-05
1.22913,0.02,5.613e-05
1.23467,0.019,5.286e-05
1.24021,0.018,5.0576e-05
1.24576,0.017,4.7908e-05
1.25131,0.016,4.4512e-05
1.25685,0.015,4.2206e-05
1.2624,0.014,3.9652e-05
1.26793,0.013,3.6128e-05
1.27348,0.012,3.3974e-05
1.27904,0.011,3.1196e-05
1.28458,0.01,2.78e-05
1.29012,0.009,2.5694e-05
1.29576,0.008,2.2986e-05
1.30131,0.007,1.9562e-05
1.30685,0.006,1.736e-05
1.3124,0.005,1.4628e-05
1.32379,0.004,1.14985e-05
1.37357,0.003,8.9443e-06
1.37997,0.002,5.4399e-06
1.38644,0.001,4.0975e-06
1.39285,0.0,3.863e-07
