Time (s),Voltage (V),Current (A)
0.05475,0.0,1.4326e-06
0.09915,-0.055,-0.00021932
0.10492,-0.11,-0.00043648
0.11066,-0.165,-0.00065624
0.11639,-0.22,-0.00087618
0.12213,-0.275,-0.00109334
0.15505,-0.33,-0.0013124
0.1608,-0.385,-0.0015308
0.16655,-0.44,-0.0017512
0.1723,-0.495,-0.0019676
0.17806,-0.55,-0.002186
0.1838,-0.605,-0.0024034
0.18954,-0.66,-0.002619
0.19527,-0.715,-0.002837
0.20101,-0.77,-0.0030532
0.20676,-0.825,-0.0032742
0.2125,-0.88,-0.0034924
0.21825,-0.935,-0.0037084
0.224,-0.99,-0.0039238
0.22976,-1.045,-0.0041418
0.2355,-1.1,-0.0043568
0.24125,-1.155,-0.0045716
0.247,-1.21,-0.0047892
0.25274,-1.265,-0.0050054
0.25849,-1.32,-0.0052188
0.26422,-1.375,-0.005436
0.26997,-1.43,-0.0056506
0.27572,-1.485,-0.0058676
0.28146,-1.54,-0.006081
0.2872,-1.595,-0.0062916
0.29294,-1.65,-0.006503
0.29875,-1.705,-0.0067184
0.30454,-1.76,-0.0069308
0.31034,-1.815,-0.0071436
0.31584,-1.87,-0.007359
0.32157,-1.925,-0.0075682
0.32738,-1.98,-0.007782
0.33312,-2.035,-0.0079974
0.33887,-2.09,-0.008208
0.34469,-2.145,-0.0084196
0.35042,-2.2,-0.0086476
0.35616,-2.255,-0.0088594
0.3619,-2.31,-0.0090824
0.36764,-2.365,-0.0092998
0.37338,-2.42,-0.0095374
0.37911,-2.475,-0.0097794
0.38488,-2.53,-0.010002
0.39067,-2.585,-0.010214
0.39641,-2.64,-0.0104408
0.40216,-2.695,-0.0106786
0.40791,-2.75,-0.0109036
0.41365,-2.805,-0.011116
0.4194,-2.86,-0.0113274
0.44111,-2.915,-0.011564
0.4468,-2.97,-0.011776
0.45248,-3.025,-0.01202
0.45817,-3.08,-0.012228
0.46386,-3.135,-0.01245
0.46954,-3.19,-0.012668
0.47522,-3.245,-0.012882
0.48089,-3.3,-0.013114
0.48658,-3.355,-0.013332
0.49226,-3.41,-0.013538
0.49793,-3.465,-0.013742
0.50361,-3.52,-0.013944
0.50932,-3.575,-0.014146
0.51501,-3.63,-0.014342
0.5207,-3.685,-0.014536
0.52638,-3.74,-0.014732
0.53207,-3.795,-0.014928
0.53775,-3.85,-0.015126
0.54343,-3.905,-0.015324
0.54912,-3.96,-0.015524
0.55481,-4.015,-0.015722
0.56048,-4.07,-0.015926
0.56616,-4.125,-0.016128
0.57184,-4.18,-0.016324
0.57753,-4.235,-0.01652
0.58322,-4.29,-0.016714
0.58891,-4.345,-0.01691
0.59457,-4.4,-0.017108
0.60026,-4.455,-0.017306
0.60593,-4.51,-0.0175
0.6116,-4.565,-0.017694
0.61729,-4.62,-0.017888
0.62297,-4.675,-0.018082
0.62867,-4.73,-0.018278
0.63434,-4.785,-0.018474
0.64003,-4.84,-0.018674
0.64571,-4.895,-0.018882
0.6514,-4.95,-0.019086
0.65708,-5.005,-0.01929
0.66276,-5.06,-0.019486
0.66845,-5.115,-0.019676
0.67414,-5.17,-0.019834
0.67983,-5.225,-0.020044
0.68552,-5.28,-0.020264
0.69121,-5.335,-0.02049
0.69689,-5.39,-0.02068
0.70256,-5.445,-0.020906
0.70825,-5.5,-0.021094
0.71159,-5.5,-0.021088
0.71728,-5.445,-0.020902
0.72297,-5.39,-0.020744
0.72867,-5.335,-0.020568
0.73435,-5.28,-0.020382
0.74003,-5.225,-0.0202
0.7457,-5.17,-0.020004
0.75138,-5.115,-0.019812
0.75706,-5.06,-0.01961
0.76273,-5.005,-0.019416
0.76843,-4.95,-0.01922
0.77412,-4.895,-0.019026
0.77981,-4.84,-0.018832
0.7855,-4.785,-0.018638
0.79118,-4.73,-0.01844
0.79687,-4.675,-0.018248
0.80255,-4.62,-0.018054
0.80825,-4.565,-0.01786
0.81393,-4.51,-0.017666
0.81963,-4.455,-0.017466
0.8253,-4.4,-0.017292
0.83099,-4.345,-0.017096
0.83667,-4.29,-0.016896
0.84236,-4.235,-0.016724
0.84806,-4.18,-0.016528
0.85374,-4.125,-0.01633
0.85941,-4.07,-0.016138
0.86511,-4.015,-0.015936
0.8708,-3.96,-0.015738
0.87654,-3.905,-0.01554
0.88221,-3.85,-0.015346
0.8879,-3.795,-0.015148
