Time (s),Voltage (V),Current (A)
0.06514,0.0,6.3914e-08
0.08975,0.001,8.5024e-07
0.09549,0.002,1.12988e-06
0.1756,0.003,2.1069e-06
0.18202,0.004,3.0744e-06
0.18851,0.005,3.9753e-06
0.19491,0.006,4.4998e-06
0.20134,0.007,5.6959e-06
0.20775,0.008,5.6651e-06
0.21418,0.009,7.0823e-06
0.22059,0.01,7.7322e-06
0.22704,0.011,8.9085e-06
0.23346,0.012,9.3747e-06
0.23987,0.013,1.00151e-05
0.2463,0.014,1.06671e-05
0.29733,0.015,1.1768e-05
0.30288,0.016,1.2256e-05
0.30844,0.017,1.2988e-05
0.31404,0.018,1.4144e-05
0.31965,0.019,1.4944e-05
0.3252,0.02,1.5586e-05
0.33074,0.021,1.6526e-05
0.33602,0.022,1.615e-05
0.34157,0.023,1.7192e-05
0.34713,0.024,1.8138e-05
0.35268,0.025,1.844e-05
0.35822,0.026,1.9252e-05
0.36376,0.027,2.0628e-05
0.3693,0.028,2.0604e-05
0.37485,0.029,2.1714e-05
0.38038,0.03,2.2902e-05
0.38592,0.031,2.2928e-05
0.39146,0.032,2.409e-05
0.39701,0.033,2.523e-05
0.40256,0.034,2.5388e-05
0.40811,0.035,2.6288e-05
0.41366,0.036,2.7572e-05
0.41921,0.037,2.7606e-05
0.42474,0.038,2.8856e-05
0.43033,0.039,2.9984e-05
0.43587,0.04,2.9944e-05
0.44142,0.041,3.1208e-05
0.44697,0.042,3.2178e-05
0.45251,0.043,3.2512e-05
0.45806,0.044,3.356e-05
0.4636,0.045,3.4574e-05
0.46912,0.046,3.5006e-05
0.47467,0.047,3.5886e-05
0.48022,0.048,3.7192e-05
0.48574,0.049,3.75e-05
0.49129,0.05,3.8622e-05
0.49684,0.051,3.9468e-05
0.50236,0.052,4.0162e-05
0.50791,0.053,4.1056e-05
0.51346,0.054,4.1972e-05
0.519,0.055,4.262e-05
0.52455,0.056,4.3586e-05
0.5301,0.057,4.4654e-05
0.53563,0.058,4.5134e-05
0.54118,0.059,4.6196e-05
0.54673,0.06,4.7198e-05
0.55227,0.061,4.7842e-05
0.55784,0.062,4.8722e-05
0.56338,0.063,4.9814e-05
0.56893,0.064,5.0076e-05
0.57447,0.065,5.0914e-05
0.58002,0.066,5.246e-05
0.58557,0.067,5.302e-05
0.59112,0.068,5.4006e-05
0.59667,0.069,5.5e-05
0.60221,0.07,5.5758e-05
0.60776,0.071,5.6446e-05
0.61329,0.072,5.723e-05
0.61883,0.073,5.7874e-05
0.62438,0.074,5.9478e-05
0.62991,0.075,6.0586e-05
0.63543,0.076,6.1344e-05
0.64098,0.077,6.2226e-05
0.64652,0.078,6.3196e-05
0.65205,0.079,6.3726e-05
0.6576,0.08,6.4456e-05
0.66315,0.081,6.5966e-05
0.6687,0.082,6.7068e-05
0.67425,0.083,6.788e-05
0.6798,0.084,6.8966e-05
0.68534,0.085,6.993e-05
0.69086,0.086,6.9848e-05
0.69641,0.087,7.152e-05
0.70195,0.088,7.2158e-05
0.70751,0.089,7.2296e-05
0.71302,0.09,7.421e-05
0.71858,0.091,7.57e-05
0.72411,0.092,7.5768e-05
0.72965,0.093,7.7276e-05
0.7352,0.094,7.7206e-05
0.74074,0.095,7.837e-05
0.74629,0.096,7.9688e-05
0.75183,0.097,8.0596e-05
0.75738,0.098,8.1178e-05
0.76293,0.099,8.2462e-05
0.76847,0.1,8.3998e-05
0.77191,0.1,8.3702e-05
0.77746,0.099,8.3078e-05
0.783,0.098,8.1236e-05
0.78855,0.097,8.0318e-05
0.7941,0.096,8.0284e-05
0.79962,0.095,7.8716e-05
0.80516,0.094,7.7882e-05
0.8107,0.093,7.6836e-05
0.81622,0.092,7.6006e-05
0.82177,0.091,7.4114e-05
0.82731,0.09,7.408e-05
0.83286,0.089,7.3846e-05
0.83841,0.088,7.1932e-05
0.84397,0.087,7.2092e-05
0.84951,0.086,7.0556e-05
0.85506,0.085,6.99e-05
0.8606,0.084,6.895e-05
0.86614,0.083,6.7704e-05
0.8717,0.082,6.7308e-05
0.87725,0.081,6.6068e-05
0.88279,0.08,6.5266e-05
0.88835,0.079,6.3962e-05
0.89392,0.078,6.282e-05
0.89945,0.077,6.2416e-05
0.90506,0.076,6.1394e-05
0.91061,0.075,6.1138e-05
0.91616,0.074,6.0262e-05
0.92168,0.073,5.852e-05
0.92724,0.072,5.846e-05
0.93278,0.071,5.7572e-05
0.93833,0.07,5.6394e-05
0.94389,0.069,5.6114e-05
0.94944,0.068,5.5284e-05
0.95497,0.067,5.427e-05
0.96052,0.066,5.3544e-05
0.96606,0.065,5.2448e-05
0.97161,0.064,5.1134e-05
0.97716,0.063,5.0422e-05
0.9827,0.062,4.9828e-05
0.98825,0.061,4.8536e-05
0.99381,0.06,4.7862e-05
0.99936,0.059,4.708e-05
1.00491,0.058,4.6118e-05
1.01044,0.057,4.5264e-05
1.01598,0.056,4.4794e-05
1.02153,0.055,4.3832e-05
1.02716,0.054,4.3334e-05
1.0327,0.053,4.2508e-05
1.03825,0.052,4.148e-05
1.04378,0.051,4.0646e-05
1.04933,0.05,3.9702e-05
1.05488,0.049,3.816e-05
1.06043,0.048,3.8026e-05
1.06597,0.047,3.726e-05
1.07152,0.046,3.6366e-05
1.07707,0.045,3.5544e-05
1.08262,0.044,3.4866e-05
1.08817,0.043,3.381e-05
1.09373,0.042,3.3098e-05
1.09928,0.041,3.233e-05
1.10482,0.04,3.1372e-05
1.11041,0.039,3.0784e-05
1.11596,0.038,3.0092e-05
1.12151,0.037,2.8952e-05
1.12706,0.036,2.7948e-05
1.13261,0.035,2.7434e-05
1.13816,0.034,2.6418e-05
1.14372,0.033,2.5594e-05
1.14926,0.032,2.504e-05
1.15481,0.031,2.4048e-05
1.16036,0.03,2.3262e-05
1.16591,0.029,2.266e-05
