Time (s),Voltage (V),Current (A)
0.06371,0.0,1.3462e-08
0.14016,0.001,2.2432e-06
0.14659,0.002,5.2468e-06
0.15302,0.003,8.0546e-06
0.15946,0.004,1.01916e-05
0.20339,0.005,1.3776e-05
0.20891,0.006,1.588e-05
0.21446,0.007,2.0074e-05
0.21999,0.008,2.2056e-05
0.22553,0.009,2.4212e-05
0.23109,0.01,2.8422e-05
0.23664,0.011,3.0416e-05
0.2422,0.012,3.2506e-05
0.24774,0.013,3.6794e-05
0.25329,0.014,3.8752e-05
0.25884,0.015,4.092e-05
0.26439,0.016,4.5116e-05
0.26993,0.017,4.7038e-05
0.27548,0.018,4.9246e-05
0.28104,0.019,5.352e-05
0.28658,0.02,5.5354e-05
0.29213,0.021,5.769e-05
0.29767,0.022,6.174e-05
0.30328,0.023,6.3896e-05
0.30889,0.024,6.6096e-05
0.31444,0.025,7.0274e-05
0.31996,0.026,7.2212e-05
0.32549,0.027,7.4446e-05
0.33104,0.028,7.8484e-05
0.33658,0.029,8.0622e-05
0.3421,0.03,8.2794e-05
0.34769,0.031,8.6854e-05
0.35324,0.032,8.8834e-05
0.35876,0.033,9.1232e-05
0.36431,0.034,9.5288e-05
0.36985,0.035,9.7298e-05
0.3754,0.036,9.9554e-05
0.38094,0.037,0.000103534
0.38649,0.038,0.000105648
0.39204,0.039,0.000108032
0.39756,0.04,0.000111486
0.40312,0.041,0.00011418
0.44522,0.042,0.00011698
0.45097,0.043,0.0001208
0.4567,0.044,0.0001226
0.46245,0.045,0.00012498
0.46819,0.046,0.00012912
0.47393,0.047,0.00013044
0.47968,0.048,0.00013296
0.48542,0.049,0.00013374
0.49116,0.05,0.00013642
0.4969,0.051,0.00014162
0.50265,0.052,0.00014546
0.5084,0.053,0.00014776
0.51415,0.054,0.0001506
0.51988,0.055,0.00015276
0.5256,0.056,0.00015518
0.53135,0.057,0.00015946
0.53707,0.058,0.00016128
0.54282,0.059,0.0001629
0.54856,0.06,0.00016688
0.5543,0.061,0.00017
0.56003,0.062,0.00017186
0.56579,0.063,0.00017644
0.57152,0.064,0.00017928
0.57725,0.065,0.0001844
0.58299,0.066,0.00018634
0.58873,0.067,0.00018618
0.59451,0.068,0.0001881
0.60025,0.069,0.00019254
0.60599,0.07,0.00019486
0.6117,0.071,0.0001984
0.61744,0.072,0.00020154
0.6232,0.073,0.00020352
0.62892,0.074,0.00020686
0.63465,0.075,0.0002108
0.64038,0.076,0.00021228
0.64613,0.077,0.00021528
0.65187,0.078,0.0002182
0.65761,0.079,0.00021892
0.66335,0.08,0.0002214
0.66909,0.081,0.00022212
0.67483,0.082,0.00022728
0.68056,0.083,0.00023244
0.6863,0.084,0.00023566
0.69204,0.085,0.00023674
