Time (s),Voltage (V),Current (A)
0.05823,0.0,2.2804e-07
0.06398,0.001,5.186e-07
0.12338,0.002,5.223e-06
0.1298,0.003,6.8196e-06
0.13629,0.004,8.9602e-06
0.1873,0.005,1.1796e-05
0.19285,0.006,1.28e-05
0.1984,0.007,1.5298e-05
0.20395,0.008,1.8688e-05
0.2095,0.009,1.954e-05
0.21511,0.01,2.2542e-05
0.22065,0.011,2.5802e-05
0.22621,0.012,2.7168e-05
0.23176,0.013,2.9532e-05
0.23728,0.014,3.263e-05
0.24283,0.015,3.3554e-05
0.24836,0.016,3.603e-05
0.2539,0.017,3.9336e-05
0.25945,0.018,4.0116e-05
0.26499,0.019,4.3018e-05
0.27054,0.02,4.6246e-05
0.2761,0.021,4.6946e-05
0.28164,0.022,4.9844e-05
0.28716,0.023,5.3014e-05
0.2927,0.024,5.3834e-05
0.29825,0.025,5.6732e-05
0.30353,0.026,6.0336e-05
0.30906,0.027,6.2562e-05
0.3146,0.028,6.4778e-05
0.31989,0.029,6.8272e-05
0.32519,0.03,7.1458e-05
0.33047,0.031,7.289e-05
0.33602,0.032,7.5336e-05
0.34157,0.033,7.8678e-05
0.34711,0.034,8.0018e-05
0.35266,0.035,8.2488e-05
0.3582,0.036,8.5708e-05
0.36376,0.037,8.7168e-05
0.36937,0.038,8.9458e-05
0.3749,0.039,9.2836e-05
0.38045,0.04,9.4154e-05
0.38599,0.041,9.662e-05
0.39153,0.042,9.9814e-05
0.39708,0.043,0.000101142
0.40268,0.044,0.000103644
0.4082,0.045,0.000107018
0.41375,0.046,0.000108268
0.41929,0.047,0.00011101
0.42484,0.048,0.000113968
0.43038,0.049,0.000115008
0.47207,0.05,0.00011724
0.47782,0.051,0.00011988
0.48356,0.052,0.00012132
0.4893,0.053,0.00012478
0.49506,0.054,0.00012688
0.5008,0.055,0.00013072
0.50653,0.056,0.00013374
0.51227,0.057,0.00013478
0.51801,0.058,0.0001368
0.52376,0.059,0.00013832
0.52957,0.06,0.00014086
0.53533,0.061,0.00014356
0.54107,0.062,0.0001464
0.54682,0.063,0.00014802
0.55255,0.064,0.00015096
0.55829,0.065,0.00015408
0.56404,0.066,0.00015518
0.56977,0.067,0.0001576
0.57551,0.068,0.00016028
0.58126,0.069,0.00016146
0.58701,0.07,0.00016344
0.59276,0.071,0.0001643
0.59857,0.072,0.00016874
0.60435,0.073,0.00017258
0.61009,0.074,0.00017474
0.61584,0.075,0.0001759
0.6216,0.076,0.00017946
0.62734,0.077,0.00018104
0.63309,0.078,0.00018236
0.63882,0.079,0.0001858
0.64464,0.08,0.0001884
0.65038,0.081,0.00018982
0.65611,0.082,0.00019318
0.66186,0.083,0.00019534
0.66757,0.084,0.0001991
0.6733,0.085,0.00020206
0.67904,0.086,0.00020334
0.68478,0.087,0.0002054
0.69052,0.088,0.00020686
0.69627,0.089,0.0002092
0.70202,0.09,0.00021222
0.70775,0.091,0.0002149
0.71349,0.092,0.00021634
0.71923,0.093,0.00021936
0.72497,0.094,0.00022256
0.73071,0.095,0.00022374
0.73647,0.096,0.00022586
0.74222,0.097,0.0002292
0.74796,0.098,0.00023036
0.75371,0.099,0.00023254
0.75943,0.1,0.00023298
0.76287,0.1,0.00023486
0.7686,0.099,0.00023312
0.77433,0.098,0.00023146
0.78007,0.097,0.00022788
