Time (s),Voltage (V),Current (A)
0.07027,0.0,4.2339e-08
0.13475,-0.035,-0.00013792
0.1406,-0.07,-0.00027724
0.14646,-0.105,-0.00041762
0.15232,-0.14,-0.00055132
0.15817,-0.175,-0.0006881
0.16404,-0.21,-0.00082984
0.1699,-0.245,-0.00096558
0.17578,-0.28,-0.00110502
0.2087,-0.315,-0.0012424
0.21458,-0.35,-0.0013818
0.22044,-0.385,-0.0015182
0.22629,-0.42,-0.0016556
0.23216,-0.455,-0.001793
0.23802,-0.49,-0.0019274
0.24388,-0.525,-0.0020678
0.24975,-0.56,-0.0022074
0.25562,-0.595,-0.002342
0.26148,-0.63,-0.0024814
0.26736,-0.665,-0.0026166
0.27321,-0.7,-0.0027538
0.27908,-0.735,-0.002892
0.28494,-0.77,-0.0030292
0.29078,-0.805,-0.0031696
0.29664,-0.84,-0.0033046
0.30251,-0.875,-0.0034372
0.30843,-0.91,-0.0035756
0.31428,-0.945,-0.0037128
0.32016,-0.98,-0.0038478
0.32602,-1.015,-0.0039836
0.33187,-1.05,-0.0041214
0.33773,-1.085,-0.0042552
0.34358,-1.12,-0.0043894
0.34944,-1.155,-0.0045242
0.35531,-1.19,-0.004663
0.36116,-1.225,-0.0047978
0.36702,-1.26,-0.0049328
0.37288,-1.295,-0.0050662
0.37876,-1.33,-0.0052022
0.38462,-1.365,-0.0053364
0.39048,-1.4,-0.005471
0.39634,-1.435,-0.005608
0.40219,-1.47,-0.0057394
0.40804,-1.505,-0.0058704
0.4139,-1.54,-0.0060058
0.41977,-1.575,-0.006138
0.42564,-1.61,-0.006272
0.43149,-1.645,-0.006406
0.43737,-1.68,-0.006537
0.44323,-1.715,-0.0066694
0.4491,-1.75,-0.0067974
0.45497,-1.785,-0.0069308
0.46084,-1.82,-0.0070658
0.46669,-1.855,-0.0071964
0.47255,-1.89,-0.007327
0.47844,-1.925,-0.007459
0.48429,-1.96,-0.0075902
0.49017,-1.995,-0.0077192
0.49603,-2.03,-0.0078522
0.50189,-2.065,-0.0079842
0.50775,-2.1,-0.0081152
0.51366,-2.135,-0.0082418
0.51953,-2.17,-0.0083716
0.52542,-2.205,-0.0085034
0.53128,-2.24,-0.0086342
0.53714,-2.275,-0.0087624
0.54299,-2.31,-0.0088914
0.54887,-2.345,-0.00902
