Time (s),Voltage (V),Current (A)
0.06882,0.0,1.04648e-07
0.13938,-0.025,-0.000100038
0.18113,-0.05,-0.00019406
0.18699,-0.075,-0.00029544
0.19285,-0.1,-0.00039618
0.19871,-0.125,-0.0004922
0.20456,-0.15,-0.0005924
0.21041,-0.175,-0.00068932
0.21626,-0.2,-0.00078694
0.22213,-0.225,-0.00088774
0.22798,-0.25,-0.00098596
0.23385,-0.275,-0.00108784
0.26686,-0.3,-0.0011826
0.27271,-0.325,-0.0012842
0.27859,-0.35,-0.0013812
0.28445,-0.375,-0.0014768
0.29033,-0.4,-0.0015774
0.2962,-0.425,-0.0016742
0.30206,-0.45,-0.0017738
0.30793,-0.475,-0.0018736
0.31378,-0.5,-0.0019698
0.31972,-0.525,-0.0020682
0.32557,-0.55,-0.002162
0.33144,-0.575,-0.0022622
0.33738,-0.6,-0.0023636
0.34299,-0.625,-0.0024622
0.3486,-0.65,-0.0025586
0.35447,-0.675,-0.0026576
0.36033,-0.7,-0.002755
0.36618,-0.725,-0.0028512
0.37204,-0.75,-0.002951
0.3779,-0.775,-0.0030486
0.38374,-0.8,-0.003148
0.38962,-0.825,-0.0032474
0.39547,-0.85,-0.0033402
0.40133,-0.875,-0.0034378
0.4072,-0.9,-0.0035376
0.41306,-0.925,-0.0036338
0.41892,-0.95,-0.0037322
0.42478,-0.975,-0.0038308
0.43065,-1.0,-0.0039258
0.43654,-1.025,-0.0040218
0.4424,-1.05,-0.0041158
0.44824,-1.075,-0.004218
0.4541,-1.1,-0.0043156
0.45998,-1.125,-0.004411
0.46583,-1.15,-0.0045068
0.47169,-1.175,-0.0046044
0.47756,-1.2,-0.0047016
0.48341,-1.225,-0.0047966
0.48928,-1.25,-0.0048966
0.49514,-1.275,-0.0049926
0.501,-1.3,-0.0050872
0.50689,-1.325,-0.0051828
0.51275,-1.35,-0.005278
0.51862,-1.375,-0.0053748
0.52448,-1.4,-0.0054728
0.53034,-1.425,-0.0055666
0.53619,-1.45,-0.0056624
0.54204,-1.475,-0.0057556
0.54791,-1.5,-0.0058494
0.55376,-1.525,-0.0059488
0.55962,-1.55,-0.006045
0.56548,-1.575,-0.0061374
0.57135,-1.6,-0.0062344
0.57721,-1.625,-0.0063274
0.58308,-1.65,-0.0064214
0.58894,-1.675,-0.0065176
0.5948,-1.7,-0.0066132
0.60066,-1.725,-0.0067112
0.60652,-1.75,-0.0068014
0.61243,-1.775,-0.0068942
0.61829,-1.8,-0.00699
0.62415,-1.825,-0.0070842
0.63002,-1.85,-0.0071782
0.63588,-1.875,-0.0072708
0.64174,-1.9,-0.0073666
0.6476,-1.925,-0.007457
0.65346,-1.95,-0.00755
0.65932,-1.975,-0.007645
0.66518,-2.0,-0.007739
0.67104,-2.025,-0.0078328
0.67697,-2.05,-0.0079246
0.68282,-2.075,-0.0080164
0.68868,-2.1,-0.0081112
0.69453,-2.125,-0.008204
0.70039,-2.15,-0.0082996
0.70625,-2.175,-0.0083936
0.7121,-2.2,-0.0084822
0.71797,-2.225,-0.0085748
0.72383,-2.25,-0.0086694
0.72971,-2.275,-0.00876
0.73556,-2.3,-0.0088534
0.74144,-2.325,-0.008947
0.7473,-2.35,-0.0090374
0.75315,-2.375,-0.0091288
0.759,-2.4,-0.0092174
0.76487,-2.425,-0.009314
0.77074,-2.45,-0.009408
0.7766,-2.475,-0.0094988
0.78245,-2.5,-0.0095904
0.78587,-2.5,-0.0095906
0.79173,-2.475,-0.0095
0.79759,-2.45,-0.0094056
0.80346,-2.425,-0.0093132
0.80941,-2.4,-0.0092244
0.81527,-2.375,-0.0091304
0.82114,-2.35,-0.0090398
0.827,-2.325,-0.0089462
0.83286,-2.3,-0.0088526
0.83871,-2.275,-0.0087622
0.84456,-2.25,-0.0086698
0.85043,-2.225,-0.0085802
0.85631,-2.2,-0.008488
0.86217,-2.175,-0.0083898
0.86804,-2.15,-0.0082984
0.8739,-2.125,-0.0082068
0.87979,-2.1,-0.0081132
0.88564,-2.075,-0.00802
0.89152,-2.05,-0.0079282
0.89739,-2.025,-0.0078326
0.90325,-2.0,-0.0077384
0.90912,-1.975,-0.0076432
0.91497,-1.95,-0.0075542
0.92084,-1.925,-0.0074604
0.9267,-1.9,-0.0073666
0.93256,-1.875,-0.0072718
0.93841,-1.85,-0.0071792
0.94428,-1.825,-0.0070848
0.95015,-1.8,-0.0069904
0.95602,-1.775,-0.0068998
0.96186,-1.75,-0.0068046
0.96772,-1.725,-0.006707
0.97359,-1.7,-0.0066148
0.97945,-1.675,-0.006519
0.98531,-1.65,-0.0064262
0.99117,-1.625,-0.0063332
0.99703,-1.6,-0.0062364
1.00289,-1.575,-0.0061422
1.00876,-1.55,-0.0060438
1.01469,-1.525,-0.0059492
1.02057,-1.5,-0.005858
1.02645,-1.475,-0.0057612
1.0323,-1.45,-0.0056654
1.03817,-1.425,-0.0055714
1.04404,-1.4,-0.0054762
1.04991,-1.375,-0.0053782
1.05576,-1.35,-0.0052852
1.06162,-1.325,-0.0051908
1.06748,-1.3,-0.0050962
1.07333,-1.275,-0.0049962
1.07917,-1.25,-0.0049006
1.08504,-1.225,-0.0048044
1.09091,-1.2,-0.0047096
1.09678,-1.175,-0.0046122
1.10264,-1.15,-0.0045152
1.10852,-1.125,-0.0044192
1.11439,-1.1,-0.0043196
1.12026,-1.075,-0.0042256
1.12612,-1.05,-0.0041306
1.13196,-1.025,-0.004031
1.13782,-1.0,-0.0039358
1.14369,-0.975,-0.0038372
1.14964,-0.95,-0.0037388
1.1555,-0.925,-0.0036438
1.16139,-0.9,-0.0035464
1.16725,-0.875,-0.003453
1.17312,-0.85,-0.003352
1.17904,-0.825,-0.0032526
1.1849,-0.8,-0.0031562
1.19078,-0.775,-0.0030594
1.19666,-0.75,-0.0029608
1.20251,-0.725,-0.0028618
1.20838,-0.7,-0.0027656
1.21422,-0.675,-0.0026638
1.22019,-0.65,-0.0025666
1.22606,-0.625,-0.0024712
1.23193,-0.6,-0.0023708
1.23778,-0.575,-0.0022738
1.24364,-0.55,-0.002174
1.2495,-0.525,-0.002074
1.25537,-0.5,-0.0019774
1.26123,-0.475,-0.0018788
1.2671,-0.45,-0.0017838
1.27296,-0.425,-0.0016848
1.27889,-0.4,-0.0015816
1.28475,-0.375,-0.0014846
1.29069,-0.35,-0.0013868
1.29657,-0.325,-0.0012874
1.30243,-0.3,-0.0011876
1.30828,-0.275,-0.0010906
1.32041,-0.25,-0.00099146
1.32627,-0.225,-0.00089236
1.33214,-0.2,-0.00079128
1.33805,-0.175,-0.000693
1.34392,-0.15,-0.0005937
1.3498,-0.125,-0.0004932
1.35572,-0.1,-0.0003969
1.3616,-0.075,-0.0002992
1.36746,-0.05,-0.00020118
1.37333,-0.025,-9.824e-05
1.39971,0.0,2.5732e-07
