Time (s),Voltage (V),Current (A)
0.05358,0.0,2.75e-07
0.06,0.001,4.3197e-06
0.0665,0.002,6.5501e-06
0.08698,0.003,1.2094e-05
0.09258,0.004,1.6892e-05
0.09811,0.005,1.8938e-05
0.10365,0.006,2.371e-05
0.10921,0.007,2.8566e-05
0.11476,0.008,3.0676e-05
0.12027,0.009,3.5718e-05
0.12583,0.01,4.07e-05
0.13137,0.011,4.2456e-05
0.13692,0.012,4.7506e-05
0.14244,0.013,5.2172e-05
0.14799,0.014,5.4326e-05
0.15353,0.015,5.9284e-05
0.15908,0.016,6.423e-05
0.16463,0.017,6.6182e-05
0.17018,0.018,7.122e-05
0.17574,0.019,7.5876e-05
0.18128,0.02,7.8008e-05
0.18682,0.021,8.3078e-05
0.19237,0.022,8.7656e-05
0.19791,0.023,8.9904e-05
0.20353,0.024,9.4938e-05
0.20909,0.025,9.9558e-05
0.21464,0.026,0.000101634
0.22025,0.027,0.000106742
0.22582,0.028,0.000111448
0.23136,0.029,0.00011358
0.27345,0.03,0.00011774
0.27922,0.031,0.00012246
0.28496,0.032,0.00012412
0.29071,0.033,0.0001302
0.29645,0.034,0.00013416
0.30217,0.035,0.00014054
0.30796,0.036,0.00014532
0.31376,0.037,0.00014542
0.31951,0.038,0.00014792
0.32531,0.039,0.00015354
0.33104,0.04,0.00015698
0.33654,0.041,0.0001618
0.34226,0.042,0.0001665
0.34799,0.043,0.00016842
0.35372,0.044,0.00017368
0.35947,0.045,0.000179
0.3652,0.046,0.00018134
0.37093,0.047,0.00018476
0.37666,0.048,0.0001907
0.38241,0.049,0.0001926
0.38815,0.05,0.00019636
0.39389,0.051,0.00019752
0.39964,0.052,0.00020116
0.40536,0.053,0.0002081
0.4111,0.054,0.00021308
0.41683,0.055,0.00021748
0.42258,0.056,0.00022098
0.42831,0.057,0.00022378
0.43406,0.058,0.00022732
0.4398,0.059,0.00023298
0.44553,0.06,0.00023564
0.45128,0.061,0.00023856
0.45702,0.062,0.00024418
0.46275,0.063,0.0002483
0.4685,0.064,0.00025072
0.47425,0.065,0.00025728
0.48001,0.066,0.00026202
0.48577,0.067,0.0002692
0.49148,0.068,0.00027032
0.49722,0.069,0.0002705
0.50296,0.07,0.00027372
0.5087,0.071,0.00027994
0.51444,0.072,0.00028304
0.52019,0.073,0.00028776
0.52595,0.074,0.00029286
0.53168,0.075,0.00029566
0.53742,0.076,0.00029944
0.54315,0.077,0.0003049
0.5489,0.078,0.00030714
0.55464,0.079,0.00031152
0.56038,0.08,0.00031472
0.56613,0.081,0.00031624
0.57187,0.082,0.00032072
0.57762,0.083,0.00032356
0.58336,0.084,0.00033098
0.58911,0.085,0.00033584
0.59485,0.086,0.00033896
0.60062,0.087,0.0003415
0.60634,0.088,0.00034762
0.61208,0.089,0.00035024
0.61783,0.09,0.00035278
0.62363,0.091,0.00035828
0.62936,0.092,0.0003629
0.6351,0.093,0.00036466
0.64093,0.094,0.0003715
0.64666,0.095,0.00037598
0.65241,0.096,0.00038328
0.65814,0.097,0.00038496
0.66388,0.098,0.00038502
0.66963,0.099,0.00038786
0.67533,0.1,0.00039372
0.67876,0.1,0.00039368
0.68451,0.099,0.0003882
0.69024,0.098,0.00038586
0.69599,0.097,0.00038258
0.70173,0.096,0.00037634
0.70747,0.095,0.0003745
0.71321,0.094,0.00037078
0.71895,0.093,0.00036988
0.72468,0.092,0.000366
0.73041,0.091,0.00035898
0.73615,0.09,0.00035396
0.74189,0.089,0.00034968
0.74763,0.088,0.0003462
0.75335,0.087,0.00034328
0.75911,0.086,0.00033976
0.76483,0.085,0.0003342
0.77058,0.084,0.00033156
0.77632,0.083,0.00032854
0.78207,0.082,0.00032306
0.78783,0.081,0.00031912
0.79356,0.08,0.00031624
0.79932,0.079,0.00030984
0.80506,0.078,0.00030526
0.81082,0.077,0.00029798
0.81655,0.076,0.00029716
0.8223,0.075,0.00029688
0.82805,0.074,0.00029342
0.83379,0.073,0.00028688
0.83954,0.072,0.00028446
0.84528,0.071,0.00027948
0.85102,0.07,0.0002742
0.85677,0.069,0.00027154
0.86251,0.068,0.00026784
0.86822,0.067,0.00026214
0.87395,0.066,0.00026
0.87971,0.065,0.00025546
0.88545,0.064,0.00025288
0.89119,0.063,0.0002511
0.89693,0.062,0.0002465
0.90268,0.061,0.00024318
0.90842,0.06,0.00023602
0.91416,0.059,0.0002313
0.9199,0.058,0.00022846
0.92566,0.057,0.00022572
0.93141,0.056,0.0002195
0.93714,0.055,0.00021692
0.94288,0.054,0.00021434
0.94862,0.053,0.0002089
0.95437,0.052,0.00020446
0.96013,0.051,0.00020244
0.96588,0.05,0.00019634
0.97162,0.049,0.00019194
0.97736,0.048,0.00018478
0.98309,0.047,0.00018152
0.98883,0.046,0.00018132
0.99464,0.045,0.0001792
1.00039,0.044,0.00017316
1.00614,0.043,0.0001699
1.01188,0.042,0.00016498
1.01761,0.041,0.0001602
1.02334,0.04,0.00015736
1.0291,0.039,0.0001531
1.03484,0.038,0.00014778
1.04059,0.037,0.00014574
1.04632,0.036,0.0001412
1.05206,0.035,0.00013772
1.05782,0.034,0.00013632
1.06355,0.033,0.00013238
1.06932,0.032,0.00012966
1.07506,0.031,0.00012224
1.08081,0.03,0.00011684
1.08655,0.029,0.00011378
1.09228,0.028,0.00011152
1.09803,0.027,0.00010534
1.10377,0.026,0.00010252
1.11537,0.025,9.863e-05
1.1209,0.024,9.4874e-05
1.12644,0.023,9.235e-05
1.13199,0.022,8.6828e-05
1.13754,0.021,8.3056e-05
