Time (s),Voltage (V),Current (A)
0.04699,0.0,6.26e-08
0.06231,0.001,7.8114e-07
0.06803,0.002,1.1501e-06
0.12672,0.003,2.9805e-06
0.13314,0.004,3.3299e-06
0.13957,0.005,4.3915e-06
0.14597,0.006,4.6007e-06
0.1524,0.007,6.0396e-06
0.15882,0.008,6.9294e-06
0.16526,0.009,8.0802e-06
0.17168,0.01,8.665e-06
0.17812,0.011,9.8768e-06
0.18455,0.012,1.00673e-05
0.19097,0.013,1.136e-05
0.2411,0.014,1.2452e-05
0.24666,0.015,1.312e-05
0.25221,0.016,1.3918e-05
0.25775,0.017,1.5024e-05
0.26331,0.018,1.5644e-05
0.26885,0.019,1.6486e-05
0.2744,0.02,1.7604e-05
0.27995,0.021,1.8108e-05
0.28549,0.022,1.9048e-05
0.29107,0.023,2.022e-05
0.29668,0.024,2.1002e-05
0.30222,0.025,2.1762e-05
0.30775,0.026,2.2902e-05
0.31306,0.027,2.2376e-05
0.31834,0.028,2.366e-05
0.32395,0.029,2.4724e-05
0.32949,0.03,2.5222e-05
0.33502,0.031,2.6264e-05
0.34057,0.032,2.733e-05
0.34612,0.033,2.7878e-05
0.35166,0.034,2.8982e-05
0.35719,0.035,3.008e-05
0.36273,0.036,3.0862e-05
0.36828,0.037,3.1714e-05
0.37387,0.038,3.274e-05
0.37941,0.039,3.3464e-05
0.38494,0.04,3.445e-05
0.39047,0.041,3.5442e-05
0.39604,0.042,3.6348e-05
0.40163,0.043,3.7062e-05
0.40718,0.044,3.8096e-05
0.41273,0.045,3.8802e-05
0.41827,0.046,3.968e-05
0.42382,0.047,4.089e-05
0.42936,0.048,4.1572e-05
0.43488,0.049,4.258e-05
0.44044,0.05,4.3784e-05
0.44599,0.051,4.4542e-05
0.45151,0.052,4.5458e-05
0.45707,0.053,4.6636e-05
0.46262,0.054,4.7618e-05
0.46817,0.055,4.8422e-05
0.47371,0.056,4.9512e-05
0.47926,0.057,5.0412e-05
0.48481,0.058,5.121e-05
0.49035,0.059,5.2272e-05
0.49599,0.06,5.2952e-05
0.50153,0.061,5.3756e-05
0.50708,0.062,5.4976e-05
0.51271,0.063,5.5638e-05
0.51826,0.064,5.6532e-05
0.52381,0.065,5.7708e-05
0.52933,0.066,5.8586e-05
0.53488,0.067,5.9424e-05
0.54042,0.068,6.0692e-05
0.54598,0.069,6.1516e-05
0.55152,0.07,6.2582e-05
0.55708,0.071,6.361e-05
0.56263,0.072,6.4284e-05
0.56817,0.073,6.5318e-05
0.5737,0.074,6.6392e-05
0.57925,0.075,6.7388e-05
0.58479,0.076,6.8288e-05
0.59034,0.077,6.9442e-05
0.59589,0.078,7.029e-05
0.60143,0.079,7.0936e-05
0.60699,0.08,7.2046e-05
0.61254,0.081,7.3088e-05
0.61808,0.082,7.3936e-05
0.6236,0.083,7.5168e-05
0.62914,0.084,7.638e-05
0.63469,0.085,7.7092e-05
0.64022,0.086,7.8416e-05
0.64577,0.087,7.9372e-05
0.65132,0.088,7.9966e-05
0.65687,0.089,8.1242e-05
0.66241,0.09,8.257e-05
0.66795,0.091,8.3296e-05
0.6735,0.092,8.4296e-05
0.67905,0.093,8.5654e-05
0.68461,0.094,8.649e-05
0.69016,0.095,8.7294e-05
0.6957,0.096,8.8784e-05
0.70125,0.097,8.9312e-05
0.7068,0.098,9.0562e-05
0.71235,0.099,9.1966e-05
0.71788,0.1,9.2424e-05
0.72131,0.1,9.4166e-05
0.72686,0.099,9.2266e-05
0.7324,0.098,9.1374e-05
0.73795,0.097,9.0946e-05
0.7435,0.096,8.9236e-05
0.74904,0.095,8.7678e-05
0.7546,0.094,8.7636e-05
0.76015,0.093,8.623e-05
0.76567,0.092,8.4818e-05
0.77121,0.091,8.4568e-05
0.77676,0.09,8.3196e-05
0.78228,0.089,8.1852e-05
0.78783,0.088,8.1348e-05
0.79339,0.087,8.0302e-05
0.79893,0.086,7.8768e-05
0.80448,0.085,7.829e-05
0.81002,0.084,7.7016e-05
0.81557,0.083,7.5832e-05
0.82112,0.082,7.5434e-05
0.82667,0.081,7.4084e-05
0.83221,0.08,7.2884e-05
0.83776,0.079,7.2266e-05
0.84333,0.078,7.1202e-05
0.84887,0.077,6.9978e-05
0.85439,0.076,6.9212e-05
0.85994,0.075,6.8216e-05
0.86548,0.074,6.7268e-05
0.87103,0.073,6.6246e-05
0.87658,0.072,6.534e-05
0.88219,0.071,6.4234e-05
0.88774,0.07,6.3654e-05
0.8933,0.069,6.242e-05
0.89885,0.068,6.1422e-05
0.90439,0.067,6.0658e-05
0.90994,0.066,5.955e-05
0.91546,0.065,5.852e-05
0.92099,0.064,5.762e-05
0.92653,0.063,5.6604e-05
0.93208,0.062,5.545e-05
0.93764,0.061,5.465e-05
0.94319,0.06,5.3778e-05
0.94874,0.059,5.2612e-05
0.95429,0.058,5.179e-05
0.95984,0.057,5.1064e-05
0.96538,0.056,4.9876e-05
0.97093,0.055,4.9028e-05
0.97648,0.054,4.8256e-05
0.98201,0.053,4.6974e-05
0.98757,0.052,4.5906e-05
0.99312,0.051,4.5266e-05
0.99866,0.05,4.4366e-05
1.0042,0.049,4.3248e-05
1.00975,0.048,4.2526e-05
1.01529,0.047,4.1474e-05
1.02084,0.046,4.064e-05
1.02639,0.045,3.9826e-05
1.03193,0.044,3.8716e-05
1.03749,0.043,3.7654e-05
1.04305,0.042,3.7014e-05
1.04859,0.041,3.6084e-05
1.05414,0.04,3.5062e-05
1.05969,0.039,3.4334e-05
1.06524,0.038,3.3284e-05
1.07078,0.037,3.2258e-05
1.07634,0.036,3.163e-05
1.08188,0.035,3.0528e-05
1.08744,0.034,2.956e-05
1.09301,0.033,2.8954e-05
1.09856,0.032,2.787e-05
1.10411,0.031,2.6772e-05
1.10966,0.03,2.6334e-05
1.1152,0.029,2.5116e-05
1.12076,0.028,2.415e-05
1.12631,0.027,2.3574e-05
1.13191,0.026,2.2554e-05
1.13746,0.025,2.164e-05
1.14303,0.024,2.1054e-05
1.14856,0.023,1.993e-05
1.15411,0.022,1.8998e-05
1.15966,0.021,1.837e-05
1.1652,0.02,1.7314e-05
1.17075,0.019,1.6334e-05
1.17631,0.018,1.5788e-05
1.18186,0.017,1.4702e-05
1.18742,0.016,1.3696e-05
1.19298,0.015,1.3132e-05
1.19852,0.014,1.2056e-05
1.20406,0.013,1.1048e-05
1.20961,0.012,1.0472e-05
1.221,0.011,1.01087e-05
1.22744,0.01,8.7176e-06
1.23387,0.009,7.789e-06
1.2403,0.008,6.6786e-06
1.24673,0.007,6.1829e-06
1.25317,0.006,4.8557e-06
1.25959,0.005,4.7698e-06
1.26601,0.004,3.3413e-06
1.27245,0.003,2.6344e-06
1.27887,0.002,1.6698e-06
1.29413,0.001,7.0098e-07
1.29985,0.0,4.3614e-07
