Time (s),Voltage (V),Current (A)
0.06721,0.0,7.0684e-07
0.09954,-0.05,-0.0001235
0.10553,-0.1,-0.00024388
0.11159,-0.15,-0.0003694
0.11756,-0.2,-0.00049728
0.12354,-0.25,-0.00062496
0.12961,-0.3,-0.0007562
0.13557,-0.35,-0.00088776
0.14155,-0.4,-0.00102762
0.15929,-0.45,-0.0011658
0.16522,-0.5,-0.0013064
0.17113,-0.55,-0.0014486
0.17704,-0.6,-0.0015952
0.18297,-0.65,-0.0017388
0.18893,-0.7,-0.0018828
0.19485,-0.75,-0.0020322
0.2008,-0.8,-0.0021822
0.20678,-0.85,-0.0023302
0.2127,-0.9,-0.0024762
0.21864,-0.95,-0.0026224
0.22455,-1.0,-0.00277
0.23048,-1.05,-0.0029198
0.23641,-1.1,-0.0030614
0.24234,-1.15,-0.0032034
0.24826,-1.2,-0.0033516
0.25418,-1.25,-0.0035036
0.26011,-1.3,-0.0036582
0.26602,-1.35,-0.0038248
0.27194,-1.4,-0.00398
0.27787,-1.45,-0.0041404
0.28379,-1.5,-0.004301
0.28972,-1.55,-0.0044714
0.29565,-1.6,-0.0046482
0.30159,-1.65,-0.004848
0.30758,-1.7,-0.0049968
0.31349,-1.75,-0.0052096
0.31947,-1.8,-0.0054126
0.32539,-1.85,-0.0056268
0.33134,-1.9,-0.0058514
0.33725,-1.95,-0.006041
0.34463,-2.0,-0.0070504
0.35055,-2.05,-0.007116
0.35649,-2.1,-0.0072018
0.36242,-2.15,-0.0073602
0.36834,-2.2,-0.0075978
0.37426,-2.25,-0.0078098
0.3802,-2.3,-0.007961
0.38612,-2.35,-0.008141
0.39205,-2.4,-0.008333
0.39796,-2.45,-0.0084866
0.4039,-2.5,-0.0088734
0.40983,-2.55,-0.009222
0.41575,-2.6,-0.0094274
0.42166,-2.65,-0.0095764
0.42759,-2.7,-0.0097348
0.43351,-2.75,-0.0097718
0.43943,-2.8,-0.0099998
0.44536,-2.85,-0.0099998
0.45128,-2.9,-0.0099998
0.45721,-2.95,-0.0099998
0.46314,-3.0,-0.0099998
0.46906,-3.05,-0.0099998
0.47499,-3.1,-0.0099998
0.48094,-3.15,-0.0099998
0.48688,-3.2,-0.0099998
0.49281,-3.25,-0.0099998
0.49873,-3.3,-0.0099998
0.50466,-3.35,-0.0099998
0.51061,-3.4,-0.0099998
0.51657,-3.45,-0.0099998
0.52249,-3.5,-0.0099998
0.52842,-3.55,-0.0099998
0.53435,-3.6,-0.0099998
0.54029,-3.65,-0.0099998
0.54622,-3.7,-0.0099998
0.55214,-3.75,-0.0099998
0.55807,-3.8,-0.0099998
0.564,-3.85,-0.0099998
0.56993,-3.9,-0.0099998
0.57587,-3.95,-0.0099998
0.58179,-4.0,-0.0099998
0.58771,-4.05,-0.0099998
0.59365,-4.1,-0.0099998
0.59957,-4.15,-0.0099998
0.6055,-4.2,-0.0099998
0.61145,-4.25,-0.0099998
0.61736,-4.3,-0.0099998
0.62328,-4.35,-0.0099998
0.62922,-4.4,-0.01
0.63515,-4.45,-0.0099998
0.6411,-4.5,-0.0099998
0.64703,-4.55,-0.0099998
0.65295,-4.6,-0.0099998
0.65888,-4.65,-0.01
0.66481,-4.7,-0.0099998
0.67075,-4.75,-0.0099998
0.67669,-4.8,-0.0099998
0.68261,-4.85,-0.0099998
0.68855,-4.9,-0.0099998
0.69447,-4.95,-0.0099998
0.70039,-5.0,-0.0099998
0.70374,-5.0,-0.0099998
0.70976,-4.95,-0.0099998
0.71569,-4.9,-0.0099998
0.72163,-4.85,-0.0099998
0.72755,-4.8,-0.0099998
0.73352,-4.75,-0.0099998
0.73945,-4.7,-0.0099998
0.74538,-4.65,-0.0099998
0.75132,-4.6,-0.0099998
0.75724,-4.55,-0.0099998
0.76316,-4.5,-0.0099998
0.76908,-4.45,-0.0099996
0.77501,-4.4,-0.0099998
0.78095,-4.35,-0.0099998
0.78689,-4.3,-0.0099998
0.79281,-4.25,-0.0099998
0.79875,-4.2,-0.0099998
0.80466,-4.15,-0.0099998
0.81059,-4.1,-0.01
0.8165,-4.05,-0.0099998
0.82242,-4.0,-0.0099998
0.82834,-3.95,-0.0099998
0.83427,-3.9,-0.0099998
0.84022,-3.85,-0.0099998
