Time (s),Voltage (V),Current (A)
0.05744,0.0,2.4558e-07
0.06318,0.001,5.6224e-07
0.12209,0.002,9.9648e-06
0.14116,0.003,1.3302e-05
0.14671,0.004,1.6062e-05
0.15226,0.005,2.0054e-05
0.1578,0.006,2.5592e-05
0.16336,0.007,2.8224e-05
0.16891,0.008,3.2206e-05
0.17445,0.009,3.7958e-05
0.17999,0.01,4.0524e-05
0.18552,0.011,4.4398e-05
0.19106,0.012,5.03e-05
0.19661,0.013,5.2688e-05
0.20215,0.014,5.66e-05
0.2077,0.015,6.2588e-05
0.21325,0.016,6.4814e-05
0.2188,0.017,6.8776e-05
0.22435,0.018,7.477e-05
0.2299,0.019,7.7112e-05
0.23544,0.02,8.1024e-05
0.24099,0.021,8.7108e-05
0.24654,0.022,8.9372e-05
0.25208,0.023,9.3216e-05
0.25763,0.024,9.9472e-05
0.26318,0.025,0.0001016
0.2687,0.026,0.000105454
0.27426,0.027,0.000111664
0.27981,0.028,0.000113874
0.32142,0.029,0.00011816
0.32716,0.03,0.00012208
0.3329,0.031,0.00012584
0.33864,0.032,0.000132
0.34446,0.033,0.0001363
0.35021,0.034,0.0001418
0.35595,0.035,0.0001423
0.36174,0.036,0.00014524
0.36748,0.037,0.00015052
0.37324,0.038,0.00015548
0.37899,0.039,0.00015754
0.38473,0.04,0.00016306
0.39046,0.041,0.00016864
0.39621,0.042,0.00017072
0.40195,0.043,0.00017426
0.40768,0.044,0.00018012
0.41344,0.045,0.00018216
0.41917,0.046,0.000186
0.42492,0.047,0.00018702
0.43066,0.048,0.00019182
0.4364,0.049,0.00019946
0.44216,0.05,0.00020478
0.44791,0.051,0.00020762
0.45366,0.052,0.0002119
0.4594,0.053,0.00021522
0.46515,0.054,0.00021842
0.47089,0.055,0.0002237
0.47663,0.056,0.00022704
0.48237,0.057,0.00022988
0.48812,0.058,0.00023612
0.49385,0.059,0.00024032
0.49958,0.06,0.00024384
0.50532,0.061,0.00024988
0.51106,0.062,0.00025428
0.5168,0.063,0.00026124
0.52254,0.064,0.00026168
0.52826,0.065,0.00026286
0.53401,0.066,0.00026688
0.53975,0.067,0.00027334
0.54546,0.068,0.0002756
0.55123,0.069,0.00028088
0.55704,0.07,0.00028636
0.56279,0.071,0.00028874
0.5686,0.072,0.00029234
0.57442,0.073,0.0002979
0.58017,0.074,0.00030026
0.5859,0.075,0.00030384
0.59164,0.076,0.00030474
0.59737,0.077,0.00030998
0.60311,0.078,0.00031758
0.60885,0.079,0.00032278
0.61461,0.08,0.00032568
0.62037,0.081,0.00033004
0.62618,0.082,0.00033306
0.6319,0.083,0.00033628
0.63763,0.084,0.0003416
0.64338,0.085,0.00034538
0.64912,0.086,0.00034802
0.65488,0.087,0.00035406
0.66064,0.088,0.00035816
0.66638,0.089,0.00036288
0.67221,0.09,0.0003692
0.67795,0.091,0.00037156
0.68369,0.092,0.00037568
0.68941,0.093,0.00037788
0.69516,0.094,0.00038156
0.7009,0.095,0.00038686
0.70665,0.096,0.00039164
0.71239,0.097,0.0003935
0.71812,0.098,0.00039934
0.72388,0.099,0.00040458
0.72959,0.1,0.00040692
0.73301,0.1,0.00040716
0.73875,0.099,0.00040504
0.74451,0.098,0.0004008
0.75027,0.097,0.00039794
0.75602,0.096,0.0003906
0.76175,0.095,0.00038518
0.76749,0.094,0.0003822
0.77324,0.093,0.0003792
0.77898,0.092,0.00037308
0.78473,0.091,0.00037054
0.79048,0.09,0.00036796
0.79621,0.089,0.00036218
0.80192,0.088,0.0003574
0.80766,0.087,0.0003553
0.81341,0.086,0.00034936
0.81915,0.085,0.0003453
0.8249,0.084,0.00033858
0.83066,0.083,0.00033408
0.8364,0.082,0.0003331
0.84215,0.081,0.00033034
0.84789,0.08,0.00032606
0.85365,0.079,0.00032176
0.85939,0.078,0.00031646
0.86514,0.077,0.00031212
0.87089,0.076,0.00030962
0.87662,0.075,0.00030428
0.88237,0.074,0.00029892
0.88809,0.073,0.00029686
0.89385,0.072,0.00029322
0.89959,0.071,0.00028832
0.90533,0.07,0.00028638
0.91107,0.069,0.00028278
0.91683,0.068,0.00028156
0.92256,0.067,0.00027416
0.92829,0.066,0.00026702
0.93402,0.065,0.00026262
0.93977,0.064,0.0002609
0.94551,0.063,0.0002555
0.95125,0.062,0.0002523
0.957,0.061,0.00024966
0.96274,0.06,0.00024412
0.96849,0.059,0.00023984
0.97425,0.058,0.00023756
0.97999,0.057,0.00023162
0.98572,0.056,0.00022762
0.99147,0.055,0.00022222
0.99721,0.054,0.00021632
1.00294,0.053,0.00021372
1.00868,0.052,0.00020908
1.01443,0.051,0.00020778
1.02019,0.05,0.00020404
1.02594,0.049,0.00019874
1.03168,0.048,0.00019402
1.03741,0.047,0.0001921
1.04316,0.046,0.00018656
1.0489,0.045,0.00018084
1.05467,0.044,0.00017872
1.0604,0.043,0.0001752
1.06614,0.042,0.0001694
1.07189,0.041,0.0001676
1.07771,0.04,0.00016464
1.08346,0.039,0.00016376
1.0892,0.038,0.0001566
1.09496,0.037,0.00014898
1.10075,0.036,0.00014502
1.10649,0.035,0.00014284
1.11224,0.034,0.0001372
1.11801,0.033,0.0001343
1.12376,0.032,0.00013184
1.12951,0.031,0.00012614
1.13524,0.03,0.00012148
1.14099,0.029,0.0001196
1.14673,0.028,0.00011374
1.15248,0.027,0.00010924
1.15822,0.026,0.00010298
1.16397,0.025,9.786e-05
1.17558,0.024,9.669e-05
1.18113,0.023,9.2642e-05
1.18668,0.022,8.9964e-05
1.19222,0.021,8.3982e-05
1.19777,0.02,8.015e-05
1.20333,0.019,7.7698e-05
1.20887,0.018,7.1484e-05
1.21442,0.017,6.772e-05
1.21996,0.016,6.5072e-05
1.22551,0.015,5.8674e-05
1.23103,0.014,5.4982e-05
1.23657,0.013,5.256e-05
1.24212,0.012,4.5578e-05
1.24765,0.011,4.2328e-05
1.2532,0.01,3.9892e-05
1.25875,0.009,3.2932e-05
1.26431,0.008,3.0028e-05
1.26986,0.007,2.7816e-05
1.2754,0.006,2.0334e-05
1.28095,0.005,1.7518e-05
1.28649,0.004,1.5022e-05
1.29204,0.003,7.934e-06
1.30343,0.002,8.9751e-06
1.30983,0.001,3.8115e-06
1.31623,0.0,3.747e-07
