# Saved on 2025-06-26T10:16:36.692647
# Name: Evan
# Sample_ID: Batch3_F5_TPTE04
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -10
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.4400000000e-04,4.1908770072e-04,5.0625756558e-04,6.5006533987e-04,6.9455811172e-04,7.9890800407e-04,8.4525330749e-04,9.6135838248e-04,1.1349549459e-03,1.1707573140e-03,1.2672517914e-03
1.1440000000e-03,3.9360507799e-04,5.2611070714e-04,6.2635612267e-04,6.9337045716e-04,7.7182827226e-04,8.6009822553e-04,9.4035502116e-04,1.1291783449e-03,1.1648914369e-03,1.2741265527e-03
2.1440000000e-03,4.0410639485e-04,5.0068756536e-04,6.2042548961e-04,6.7475870310e-04,7.7200791566e-04,8.6118518084e-04,9.6866802778e-04,1.1065146100e-03,1.1844879191e-03,1.2542806508e-03
3.1440000000e-03,4.0120419726e-04,5.0120444939e-04,6.2890707341e-04,7.0882510045e-04,7.5198477134e-04,8.8848275482e-04,9.7347088740e-04,1.1025007552e-03,1.1905439897e-03,1.2636340398e-03
4.1440000000e-03,4.2091975047e-04,5.0371108955e-04,6.3333318394e-04,7.0442314609e-04,7.7830074588e-04,8.8970999059e-04,9.6617666713e-04,1.0817323346e-03,1.1668278603e-03,1.2685141701e-03
5.1440000000e-03,4.0731734771e-04,5.1256116421e-04,6.2630118919e-04,7.0848218456e-04,7.8000739450e-04,9.1171925305e-04,9.5868483186e-04,1.1206858471e-03,1.1762070790e-03,1.2892812083e-03
6.1440000000e-03,4.0519025788e-04,5.0453516451e-04,6.1235201429e-04,6.9089328463e-04,7.7560289355e-04,8.8501656137e-04,9.6569572634e-04,1.1031592294e-03,1.1820220971e-03,1.3039434270e-03
7.1440000000e-03,3.8914866309e-04,4.9228059652e-04,6.0855320044e-04,7.0276051702e-04,7.6729513239e-04,8.8041189883e-04,9.8499142041e-04,1.1114514200e-03,1.2120493921e-03,1.3064171071e-03
8.1440000000e-03,3.7869784137e-04,4.8254023568e-04,5.9177025832e-04,7.0888825576e-04,7.7363874880e-04,8.8813489128e-04,9.9135664641e-04,1.0965707042e-03,1.2116683502e-03,1.2880112627e-03
9.1440000000e-03,3.6973680835e-04,4.6828343329e-04,6.2419530877e-04,7.2417853517e-04,7.9036974057e-04,8.9494627900e-04,1.0097165796e-03,1.1043631093e-03,1.2321176473e-03,1.2875399261e-03
