# Saved on 2025-07-12T15:14:20.933100
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TE16
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.0005
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 2
#   v_rst: -2
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,4.9837926781e-04,5.8265013649e-04,6.9747162343e-04,7.9434481449e-04
1.0001440000e+00,4.9894853873e-04,5.7591823861e-04,6.9689027441e-04,7.9373472545e-04
2.0001440000e+00,4.9726124416e-04,5.8613120927e-04,6.9656372943e-04,7.9230099800e-04
3.0001440000e+00,4.9725993449e-04,5.8836929384e-04,6.9670881203e-04,7.8997814853e-04
4.0001440000e+00,4.9374189985e-04,5.8733228798e-04,6.9772002462e-04,7.9055353126e-04
5.0001440000e+00,4.9181930081e-04,5.7475459471e-04,6.9692774559e-04,7.8959797975e-04
6.0001440000e+00,4.9268193834e-04,5.7504741562e-04,6.9512512709e-04,7.9100704170e-04
7.0001440000e+00,4.9358233809e-04,5.7485187426e-04,6.9647161581e-04,7.9085548350e-04
8.0001440000e+00,4.9165893870e-04,5.7500608818e-04,6.9618741691e-04,7.9146782809e-04
9.0001440000e+00,4.9254718760e-04,5.7068700698e-04,6.9792557042e-04,7.9006735177e-04
1.0000144000e+01,4.9202961236e-04,5.7470584579e-04,6.9567882747e-04,7.9066609032e-04
1.1000144000e+01,4.9207301345e-04,5.7512104831e-04,6.9944049756e-04,7.9019853729e-04
1.2000144000e+01,4.9127629609e-04,5.7876037317e-04,6.9535373768e-04,7.9219833424e-04
1.3000144000e+01,4.9141803174e-04,5.7839450164e-04,6.9487963628e-04,7.9272547737e-04
1.4000144000e+01,4.9154798035e-04,5.7868699514e-04,6.9817375334e-04,7.9181547335e-04
1.5000144000e+01,4.9211510486e-04,5.7864152041e-04,6.9518144301e-04,7.9221681517e-04
1.6000144000e+01,4.9135069276e-04,5.7873570768e-04,6.9581401476e-04,7.9111188825e-04
1.7000144000e+01,4.9199046771e-04,5.7483081036e-04,6.9482463005e-04,7.9249228293e-04
1.8000144000e+01,4.9127687817e-04,5.7569632190e-04,6.9639201683e-04,7.9132754763e-04
1.9000144000e+01,4.9113055866e-04,5.7870958699e-04,6.9734553108e-04,7.9036100942e-04
2.0000144000e+01,4.9131049309e-04,5.7861168898e-04,6.9619542046e-04,7.9062934674e-04
2.1000144000e+01,4.9272803153e-04,5.7851684687e-04,6.9511515903e-04,7.9334837210e-04
2.2000144000e+01,4.9276277423e-04,5.7485369325e-04,6.9522189733e-04,7.9294368334e-04
2.3000144000e+01,4.9319776736e-04,5.7877383369e-04,6.9655528932e-04,7.9207005911e-04
2.4000144000e+01,4.9197100452e-04,5.7854391343e-04,6.9602669100e-04,7.9207107774e-04
2.5000144000e+01,4.9166072131e-04,5.7449291489e-04,6.9646921474e-04,7.9265999375e-04
2.6000144000e+01,4.9144280638e-04,5.7807381381e-04,6.9653549872e-04,7.9147932411e-04
2.7000144000e+01,4.9188445701e-04,5.7823726820e-04,6.9623354648e-04,7.9535231635e-04
2.8000144000e+01,4.9142072385e-04,5.7861765526e-04,6.9652945967e-04,7.9508863564e-04
2.9000144000e+01,4.9176895118e-04,5.7829147408e-04,6.9638808782e-04,7.9301411461e-04
