# Saved on 2025-07-24T11:37:53.652358
# Name: Evan
# Sample_ID: MTW_UnknownTest
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.3
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   SMU_Pair: [2, 1]
#   min_gtarget: 0.0005
#   max_gtarget: 0.0014
#   num_level: 10
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 0.005555
#   ProgramTargetOffset: 0.005555
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.00025
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS,Conductance_Target_1400.00 uS
1.4400000000e-04,-1.5177754165e-06,-1.4896509981e-06,-1.5412426535e-06,-1.5336991055e-06,-1.4603551790e-06,-1.4073166312e-05,-1.3851176845e-05,-1.4084322402e-05,-1.3208505152e-05,-1.4001005866e-05
1.1440000000e-03,-1.4767670109e-06,-1.4535088155e-06,-1.5353444383e-06,-1.4841710083e-06,-1.4759024225e-06,-1.3429789760e-05,-1.3609839016e-05,-1.3475967080e-05,-1.3636670246e-05,-1.3736932942e-05
2.1440000000e-03,-1.4625722145e-06,-1.4856908592e-06,-1.5462066472e-06,-1.5065646153e-06,-1.4668529502e-06,-1.3615770058e-05,-1.3674233514e-05,-1.3686095599e-05,-1.3175178992e-05,-1.4096043515e-05
3.1440000000e-03,-1.4956049199e-06,-1.4713985763e-06,-1.5448262047e-06,-1.4635622847e-06,-1.4785099722e-06,-1.3392791516e-05,-1.3620430082e-05,-1.3260472542e-05,-1.3041589000e-05,-1.3942683381e-05
4.1440000000e-03,-1.4928301084e-06,-1.4859837449e-06,-1.5340198445e-06,-1.5366411787e-06,-1.4715659802e-06,-1.3750913013e-05,-1.3596848021e-05,-1.3279536688e-05,-1.3638223209e-05,-1.3931104377e-05
5.1440000000e-03,-1.5034133583e-06,-1.4527140024e-06,-1.5266994069e-06,-1.4825535288e-06,-1.4817867111e-06,-1.4013432974e-05,-1.3478085066e-05,-1.3847504761e-05,-1.3535983499e-05,-1.4066106360e-05
6.1440000000e-03,-1.4829579698e-06,-1.4402483828e-06,-1.5589790792e-06,-1.4874338206e-06,-1.4852865604e-06,-1.3973892692e-05,-1.3801892464e-05,-1.3562249706e-05,-1.3305943867e-05,-1.4290073977e-05
7.1440000000e-03,-1.4451845232e-06,-1.5012939514e-06,-1.5254444463e-06,-1.5475033877e-06,-1.4871410770e-06,-1.3341671092e-05,-1.3336023130e-05,-1.3461421986e-05,-1.3384318436e-05,-1.4644382418e-05
8.1440000000e-03,-1.5031345413e-06,-1.4801273096e-06,-1.5546424947e-06,-1.5499713868e-06,-1.5033157297e-06,-1.3637376242e-05,-1.3940565395e-05,-1.3286597778e-05,-1.3866568906e-05,-1.4377768593e-05
9.1440000000e-03,-1.5045846169e-06,-1.4786493807e-06,-1.5569990808e-06,-1.5112637186e-06,-1.5058813574e-06,-1.3718009768e-05,-1.4122168750e-05,-1.3199609157e-05,-1.3622125152e-05,-1.4192776234e-05
1.0144000000e-02,-1.5036643219e-06,-1.5002760279e-06,-1.5429158395e-06,-1.5246217799e-06,-1.5206059345e-06,-1.3605038021e-05,-1.3994509800e-05,-1.3458173953e-05,-1.3705865740e-05,-1.4214382418e-05
1.1144000000e-02,-1.4754283484e-06,-1.4749124944e-06,-1.4770876078e-06,-1.4889536715e-06,-1.5054492053e-06,-1.3719139815e-05,-1.4210145309e-05,-1.3279536688e-05,-1.3720834886e-05,-1.4089124534e-05
1.2144000000e-02,-1.5028555822e-06,-1.4983517360e-06,-1.5163251987e-06,-1.5242731877e-06,-1.4679406490e-06,-1.3547845583e-05,-1.3804716446e-05,-1.3427953718e-05,-1.3797373413e-05,-1.4144056877e-05
1.3144000000e-02,-1.4848403396e-06,-1.5339639958e-06,-1.5084889071e-06,-1.5250680008e-06,-1.4859698183e-06,-1.3696545693e-05,-1.3555612668e-05,-1.2945703247e-05,-1.3612240082e-05,-1.4191364244e-05
1.4144000000e-02,-1.4839200446e-06,-1.5388025076e-06,-1.5021026911e-06,-1.5194207492e-06,-1.4535227422e-06,-1.3260754486e-05,-1.3799067347e-05,-1.3724364862e-05,-1.3665054439e-05,-1.4163402966e-05
1.5144000000e-02,-1.5004015097e-06,-1.5255280061e-06,-1.5092417982e-06,-1.5293485944e-06,-1.5049610624e-06,-1.3650933397e-05,-1.3986036720e-05,-1.3487688193e-05,-1.3694144627e-05,-1.4491164393e-05
1.6144000000e-02,-1.5013496579e-06,-1.5105246121e-06,-1.4923560343e-06,-1.5367248807e-06,-1.5066622439e-06,-1.3987307739e-05,-1.3426682699e-05,-1.3749078107e-05,-1.3228134321e-05,-1.4308573100e-05
1.7144000000e-02,-1.4745639021e-06,-1.4941129223e-06,-1.5009453591e-06,-1.5054770586e-06,-1.4953120342e-06,-1.3951580513e-05,-1.3641612213e-05,-1.3466506061e-05,-1.3556459635e-05,-1.3984059706e-05
1.8144000000e-02,-1.5175103840e-06,-1.4652633240e-06,-1.5257791119e-06,-1.5427066558e-06,-1.5270479992e-06,-1.3996345842e-05,-1.3570722786e-05,-1.3632716218e-05,-1.3212459180e-05,-1.3882385019e-05
1.9144000000e-02,-1.5204943793e-06,-1.4754283484e-06,-1.5095207573e-06,-1.5147496413e-06,-1.4982262542e-06,-1.3645143326e-05,-1.3937317362e-05,-1.3104570371e-05,-1.3367937299e-05,-1.4103386548e-05
2.0144000000e-02,-1.4953120342e-06,-1.4698090922e-06,-1.5048355806e-06,-1.4895253742e-06,-1.4869877418e-06,-1.3714761735e-05,-1.3801609384e-05,-1.3434590755e-05,-1.3560837715e-05,-1.3780003201e-05
2.1144000000e-02,-1.5111939433e-06,-1.4533833337e-06,-1.5131182352e-06,-1.4996903985e-06,-1.5257371899e-06,-1.4172159126e-05,-1.3421881704e-05,-1.3421881704e-05,-1.3497290183e-05,-1.4076132402e-05
2.2144000000e-02,-1.4813822702e-06,-1.4804341220e-06,-1.4879078947e-06,-1.5043057999e-06,-1.5226417815e-06,-1.4008066955e-05,-1.3759951116e-05,-1.3690190599e-05,-1.3335317135e-05,-1.3793984408e-05
2.3144000000e-02,-1.4753307198e-06,-1.4812567883e-06,-1.5224047445e-06,-1.5165204559e-06,-1.5160324551e-06,-1.3851599761e-05,-1.3306084838e-05,-1.3579901861e-05,-1.3468765019e-05,-1.3844821751e-05
2.4144000000e-02,-1.4901110035e-06,-1.5165761624e-06,-1.5285259281e-06,-1.4986864016e-06,-1.4846172292e-06,-1.3854141798e-05,-1.3816860474e-05,-1.3528216414e-05,-1.3686801594e-05,-1.4021057950e-05
2.5144000000e-02,-1.4734901299e-06,-1.5149169030e-06,-1.5228648920e-06,-1.5049332092e-06,-1.5101760198e-06,-1.3528358522e-05,-1.3667737448e-05,-1.3132954564e-05,-1.3851882841e-05,-1.3872924001e-05
2.6144000000e-02,-1.5061044678e-06,-1.5039572077e-06,-1.5161440103e-06,-1.5486467930e-06,-1.4969992890e-06,-1.3840302699e-05,-1.3992673757e-05,-1.3151171743e-05,-1.4029672002e-05,-1.3938306438e-05
2.7144000000e-02,-1.5237850448e-06,-1.5188490465e-06,-1.5008198773e-06,-1.5306733303e-06,-1.5466667946e-06,-1.3484864212e-05,-1.3670985481e-05,-1.3426117675e-05,-1.3799632370e-05,-1.3831264596e-05
2.8144000000e-02,-1.5454814672e-06,-1.5308127388e-06,-1.4982542496e-06,-1.5087816507e-06,-1.5071363180e-06,-1.3551658640e-05,-1.3392932487e-05,-1.3237595340e-05,-1.3422305756e-05,-1.3829428553e-05
2.9144000000e-02,-1.4807270077e-06,-1.5172733470e-06,-1.5266853381e-06,-1.5403780651e-06,-1.5150284582e-06,-1.3552082692e-05,-1.3921360278e-05,-1.3475543028e-05,-1.3229828255e-05,-1.3870381963e-05
3.0144000000e-02,-1.4946427029e-06,-1.5092837202e-06,-1.5106083140e-06,-1.5091860917e-06,-1.4996486186e-06,-1.3399993577e-05,-1.3915994259e-05,-1.3522709423e-05,-1.3623113091e-05,-1.3687931641e-05
3.1144000000e-02,-1.5078335025e-06,-1.5006664000e-06,-1.4846730778e-06,-1.5063554315e-06,-1.5089351280e-06,-1.4157755004e-05,-1.3920513311e-05,-1.3584702856e-05,-1.3474837033e-05,-1.3730860928e-05
3.2144000000e-02,-1.4911150004e-06,-1.5216656379e-06,-1.5068575010e-06,-1.5094092021e-06,-1.4909477386e-06,-1.3618877119e-05,-1.3913734165e-05,-1.3374574337e-05,-1.3545021602e-05,-1.4040263068e-05
3.3144000000e-02,-1.5013635846e-06,-1.4901947054e-06,-1.5389419161e-06,-1.5034692069e-06,-1.5113194252e-06,-1.3838466657e-05,-1.3464104995e-05,-1.3303684909e-05,-1.3734108961e-05,-1.3788759361e-05
3.4144000000e-02,-1.5229764472e-06,-1.4713009477e-06,-1.5106780893e-06,-1.5291395528e-06,-1.4654028746e-06,-1.3921360278e-05,-1.3609979987e-05,-1.3675363562e-05,-1.3476532104e-05,-1.3641471241e-05
3.5144000000e-02,-1.4757769407e-06,-1.4518913360e-06,-1.5517282748e-06,-1.5105526074e-06,-1.4720957608e-06,-1.3701770740e-05,-1.3490371202e-05,-1.3521156461e-05,-1.3795819314e-05,-1.3814883459e-05
3.6144000000e-02,-1.4820655281e-06,-1.5132994236e-06,-1.5158371980e-06,-1.4896927780e-06,-1.5206198611e-06,-1.3919807316e-05,-1.3699652754e-05,-1.3368502323e-05,-1.3476673075e-05,-1.4034474134e-05
3.7144000000e-02,-1.4898739664e-06,-1.4755259770e-06,-1.5043615065e-06,-1.5227114147e-06,-1.5161997169e-06,-1.3732978914e-05,-1.3594446955e-05,-1.3540926602e-05,-1.3425835732e-05,-1.3634834204e-05
3.8144000000e-02,-1.5132157216e-06,-1.4799879011e-06,-1.5291952593e-06,-1.5365296235e-06,-1.4693209494e-06,-1.4011314988e-05,-1.3491501250e-05,-1.3404229549e-05,-1.3864308812e-05,-1.3841290638e-05
3.9144000000e-02,-1.5333644399e-06,-1.4472900034e-06,-1.5086840222e-06,-1.5019911359e-06,-1.5239803020e-06,-1.3985048781e-05,-1.3740180975e-05,-1.3803445427e-05,-1.3708972801e-05,-1.3830558601e-05
4.0144000000e-02,-1.5089210592e-06,-1.4849797481e-06,-1.5073733550e-06,-1.5246635598e-06,-1.4949495153e-06,-1.3766729126e-05,-1.3406489643e-05,-1.3242397472e-05,-1.3396745544e-05,-1.4123439769e-05
4.1144000000e-02,-1.4943081794e-06,-1.4862625619e-06,-1.5366551054e-06,-1.5087537975e-06,-1.5170782319e-06,-1.3440521798e-05,-1.3340965097e-05,-1.3557730654e-05,-1.3775626257e-05,-1.3845103695e-05
4.2144000000e-02,-1.4811034532e-06,-1.5029392841e-06,-1.5554512345e-06,-1.5123930552e-06,-1.4947822535e-06,-1.3650368373e-05,-1.3446452840e-05,-1.3362571281e-05,-1.3583714917e-05,-1.4026848021e-05
4.3144000000e-02,-1.5554094546e-06,-1.5266714115e-06,-1.5112497920e-06,-1.4908222568e-06,-1.5414936172e-06,-1.3779297205e-05,-1.3851458789e-05,-1.3060935089e-05,-1.4092795482e-05,-1.4173147065e-05
4.4144000000e-02,-1.5275777798e-06,-1.5392068065e-06,-1.5327927372e-06,-1.5096323125e-06,-1.5383145069e-06,-1.3671691477e-05,-1.3649238326e-05,-1.3159785794e-05,-1.3477520042e-05,-1.4306313005e-05
4.5144000000e-02,-1.4835853790e-06,-1.5179426782e-06,-1.5160044597e-06,-1.5334620684e-06,-1.4865833009e-06,-1.3936188452e-05,-1.3773225191e-05,-1.3487970136e-05,-1.3402958530e-05,-1.4067941265e-05
4.6144000000e-02,-1.4878800414e-06,-1.5146659393e-06,-1.5205083059e-06,-1.5585189317e-06,-1.4715659802e-06,-1.3551658640e-05,-1.3374151422e-05,-1.3319641994e-05,-1.3481333099e-05,-1.3892552033e-05
4.7144000000e-02,-1.5014472865e-06,-1.5144149756e-06,-1.5127835695e-06,-1.5537082731e-06,-1.4781055313e-06,-1.3608710105e-05,-1.3684118585e-05,-1.3168823898e-05,-1.3550528593e-05,-1.4049160200e-05
4.8144000000e-02,-1.4997321784e-06,-1.5556464916e-06,-1.5097577943e-06,-1.5314542168e-06,-1.4731834597e-06,-1.3852023812e-05,-1.3805563412e-05,-1.3568604800e-05,-1.3510000372e-05,-1.4333709260e-05
4.9144000000e-02,-1.5238966000e-06,-1.4950332172e-06,-1.5107337958e-06,-1.5531226438e-06,-1.5175662327e-06,-1.3530617480e-05,-1.3513248405e-05,-1.3734249933e-05,-1.3864873836e-05,-1.3967113546e-05
5.0144000000e-02,-1.5363623618e-06,-1.4813404903e-06,-1.5152376420e-06,-1.5577241186e-06,-1.4649984337e-06,-1.3693297660e-05,-1.3470177009e-05,-1.3052886061e-05,-1.3440098883e-05,-1.4017103922e-05
5.1144000000e-02,-1.5007501020e-06,-1.4980589924e-06,-1.5289442956e-06,-1.5082657967e-06,-1.4740479060e-06,-1.3615205035e-05,-1.3515789306e-05,-1.3416091633e-05,-1.3675504533e-05,-1.4245166540e-05
5.2144000000e-02,-1.5019492139e-06,-1.4736714604e-06,-1.5518816099e-06,-1.5226835615e-06,-1.4863601905e-06,-1.3809235497e-05,-1.3644578303e-05,-1.3848916751e-05,-1.3546715536e-05,-1.3888740114e-05
5.3144000000e-02,-1.5323047364e-06,-1.5119748298e-06,-1.5389697694e-06,-1.5070945381e-06,-1.4971386975e-06,-1.3779580286e-05,-1.3714620763e-05,-1.3091437268e-05,-1.3331786022e-05,-1.4118920717e-05
5.4144000000e-02,-1.5095207573e-06,-1.4954514427e-06,-1.5448122781e-06,-1.5202294890e-06,-1.4842686369e-06,-1.3446170897e-05,-1.3901590137e-05,-1.3070397245e-05,-1.3625514157e-05,-1.3893117057e-05
5.5144000000e-02,-1.5239106688e-06,-1.4915053725e-06,-1.5083634253e-06,-1.5670663345e-06,-1.4669923587e-06,-1.3680164557e-05,-1.3449277958e-05,-1.3239572354e-05,-1.3477097127e-05,-1.3570298734e-05
5.6144000000e-02,-1.4940570736e-06,-1.4651099889e-06,-1.5443102086e-06,-1.5413959886e-06,-1.5037480239e-06,-1.4001852833e-05,-1.3532594494e-05,-1.3069126226e-05,-1.3753455050e-05,-1.3959347598e-05
5.7144000000e-02,-1.5373942119e-06,-1.5080983928e-06,-1.5067598724e-06,-1.5258626718e-06,-1.4674944282e-06,-1.4025577002e-05,-1.3731990975e-05,-1.3262167613e-05,-1.3696968608e-05,-1.3980246649e-05
5.8144000000e-02,-1.5211915638e-06,-1.5141220899e-06,-1.5207314163e-06,-1.5025628386e-06,-1.4945591431e-06,-1.3617888044e-05,-1.3396462464e-05,-1.3227851241e-05,-1.3917124306e-05,-1.4129511783e-05
5.9144000000e-02,-1.5134668274e-06,-1.4619169519e-06,-1.5667735909e-06,-1.5193789693e-06,-1.5091721650e-06,-1.3139309658e-05,-1.3683553561e-05,-1.2773137996e-05,-1.3663359368e-05,-1.4087288491e-05
6.0144000000e-02,-1.4839478979e-06,-1.4803504200e-06,-1.5337548120e-06,-1.5569990808e-06,-1.4859837449e-06,-1.3817143554e-05,-1.3725635881e-05,-1.3357911257e-05,-1.4090818468e-05,-1.4020351955e-05
6.1144000000e-02,-1.5210800086e-06,-1.4853981156e-06,-1.5329042924e-06,-1.5490789451e-06,-1.5214146742e-06,-1.3448288883e-05,-1.3587526837e-05,-1.3469754094e-05,-1.3603342950e-05,-1.4126687802e-05
6.2144000000e-02,-1.5039989876e-06,-1.5062579450e-06,-1.5370456197e-06,-1.5367666606e-06,-1.4976964735e-06,-1.3432613741e-05,-1.3927856344e-05,-1.3592469941e-05,-1.3537819541e-05,-1.4061163256e-05
6.3144000000e-02,-1.4954514427e-06,-1.4769621259e-06,-1.5283028176e-06,-1.5926949004e-06,-1.5378543594e-06,-1.3650933397e-05,-1.3547139588e-05,-1.3571710724e-05,-1.3160915842e-05,-1.4106634580e-05
6.4144000000e-02,-1.5295856315e-06,-1.4506922241e-06,-1.5385376173e-06,-1.5391928798e-06,-1.5072757265e-06,-1.3530052456e-05,-1.3836348671e-05,-1.3469754094e-05,-1.3575382809e-05,-1.4007924847e-05
6.5144000000e-02,-1.5293068145e-06,-1.5022281730e-06,-1.4910173718e-06,-1.5259324471e-06,-1.5067877257e-06,-1.3605744016e-05,-1.3744700027e-05,-1.3732554862e-05,-1.3338423059e-05,-1.3706289792e-05
