# Saved on 2025-06-30T13:54:46.802459
# Name: Shreenidhi
# Sample_ID: Batch5_Sample7_F5_TPTE42
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 10
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -1.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.0015
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0016
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A),Loop 4 (A),Loop 5 (A),Loop 6 (A),Loop 7 (A),Loop 8 (A),Loop 9 (A),Loop 10 (A)
0.0000000000e+00,7.2578000000e-08,3.9145000000e-08,1.5780000000e-09,4.1678000000e-08,2.8319000000e-08,5.0647000000e-08,4.0863000000e-08,4.3107000000e-08,3.3803000000e-08,5.7784000000e-08
-1.5000000000e-02,7.8647000000e-06,6.8711000000e-06,6.8525000000e-06,7.0366000000e-06,7.7616000000e-06,5.9001000000e-06,6.0294000000e-06,5.7982000000e-06,7.1317000000e-06,7.8206000000e-06
-3.0000000000e-02,1.5744000000e-05,1.3842000000e-05,1.3806000000e-05,1.3724000000e-05,1.5458000000e-05,1.2136000000e-05,1.2076000000e-05,1.2140000000e-05,1.4354000000e-05,1.5734000000e-05
-4.5000000000e-02,2.3310000000e-05,2.0884000000e-05,2.0886000000e-05,2.0638000000e-05,2.3200000000e-05,1.8560000000e-05,1.8110000000e-05,1.8310000000e-05,2.1596000000e-05,2.3816000000e-05
-6.0000000000e-02,3.1234000000e-05,2.8328000000e-05,2.7804000000e-05,2.7442000000e-05,3.0688000000e-05,2.4428000000e-05,2.4220000000e-05,2.4818000000e-05,2.9086000000e-05,3.1762000000e-05
-7.5000000000e-02,3.9230000000e-05,3.5628000000e-05,3.5208000000e-05,3.5062000000e-05,3.8598000000e-05,3.0796000000e-05,3.0560000000e-05,3.1234000000e-05,3.6774000000e-05,3.9970000000e-05
-9.0000000000e-02,4.7266000000e-05,4.3354000000e-05,4.2592000000e-05,4.2588000000e-05,4.7316000000e-05,3.6952000000e-05,3.6818000000e-05,3.7748000000e-05,4.4530000000e-05,4.8314000000e-05
-1.0500000000e-01,5.6204000000e-05,5.0286000000e-05,4.9948000000e-05,5.0234000000e-05,5.5302000000e-05,4.3506000000e-05,4.3274000000e-05,4.4466000000e-05,5.2532000000e-05,5.7226000000e-05
-1.2000000000e-01,6.4602000000e-05,5.9128000000e-05,5.7632000000e-05,5.8388000000e-05,6.4582000000e-05,5.0204000000e-05,5.0340000000e-05,5.1510000000e-05,6.1122000000e-05,6.6512000000e-05
-1.3500000000e-01,7.3416000000e-05,6.6338000000e-05,6.5902000000e-05,6.6458000000e-05,7.3306000000e-05,5.6898000000e-05,5.7442000000e-05,5.8344000000e-05,6.9500000000e-05,7.5918000000e-05
