# Saved on 2025-07-11T20:23:04.575934
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE35
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.9
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,5.0483449741e-04,5.8870613429e-04,6.9825240644e-04,7.9321958765e-04
1.0001440000e+00,5.1038357924e-04,5.8971705585e-04,6.9807487307e-04,7.9265650129e-04
2.0001440000e+00,5.1204577176e-04,5.9087124100e-04,6.9915826316e-04,7.9161065514e-04
3.0001440000e+00,5.1118760894e-04,5.8902587625e-04,6.9957757660e-04,7.8957928054e-04
4.0001440000e+00,4.9079284508e-04,5.9003890783e-04,6.9905872806e-04,7.8914948972e-04
5.0001440000e+00,4.8844005505e-04,5.8875768445e-04,7.0107111242e-04,7.9231620475e-04
6.0001440000e+00,4.9157239118e-04,5.8889883803e-04,6.9831468863e-04,7.8930359450e-04
7.0001440000e+00,4.9854708777e-04,5.8845183958e-04,6.9265508500e-04,7.9089113569e-04
8.0001440000e+00,5.0005881349e-04,5.8081630414e-04,6.9695161073e-04,7.8766905062e-04
9.0001440000e+00,5.0094793551e-04,5.8967551013e-04,6.9552239438e-04,7.8973658674e-04
1.0000144000e+01,4.9799538829e-04,5.8877176343e-04,6.9739158789e-04,7.8836645116e-04
1.1000144000e+01,4.9726058933e-04,5.9088622947e-04,6.9618123234e-04,7.8646509792e-04
1.2000144000e+01,4.9886890338e-04,5.8363246353e-04,6.9846872066e-04,7.8851102444e-04
1.3000144000e+01,5.0109094445e-04,5.8651203290e-04,6.9898684160e-04,7.8849705460e-04
1.4000144000e+01,4.9878661230e-04,5.8276935306e-04,6.9536225055e-04,7.9081481090e-04
1.5000144000e+01,4.9781076086e-04,5.9099969803e-04,6.9608591730e-04,7.9019264376e-04
1.6000144000e+01,4.9930844398e-04,5.8874280512e-04,6.9724344939e-04,7.9054931120e-04
1.7000144000e+01,4.9687929277e-04,5.8845154854e-04,6.9915513450e-04,7.8900913650e-04
1.8000144000e+01,4.9942987971e-04,5.8763314883e-04,7.0046320616e-04,7.8892975580e-04
1.9000144000e+01,5.0053011364e-04,5.8761503169e-04,6.9802539656e-04,7.8971213952e-04
2.0000144000e+01,4.9524252972e-04,5.8309458836e-04,7.0045382017e-04,7.9088735220e-04
2.1000144000e+01,4.9995713198e-04,5.8758399973e-04,7.0119785960e-04,7.8792494605e-04
2.2000144000e+01,4.9461596063e-04,5.8773795899e-04,7.0027082984e-04,7.8932425822e-04
2.3000144000e+01,4.9735321227e-04,5.8366356825e-04,6.9525842264e-04,7.9128578363e-04
2.4000144000e+01,4.9969436077e-04,5.8647252445e-04,6.9429246651e-04,7.9075987742e-04
2.5000144000e+01,5.0401784392e-04,5.8717363572e-04,6.9804424129e-04,7.9017343523e-04
2.6000144000e+01,4.9711652537e-04,5.8831938077e-04,6.9700101449e-04,7.8992001363e-04
2.7000144000e+01,4.9758520618e-04,5.8716839703e-04,6.9736153819e-04,7.9033416114e-04
2.8000144000e+01,4.9636746553e-04,5.8350848121e-04,6.9947447628e-04,7.9000834376e-04
2.9000144000e+01,5.0071874284e-04,5.8669844293e-04,6.9976951636e-04,7.8858072811e-04
3.0000144000e+01,4.9700091040e-04,5.8593126596e-04,7.0020701969e-04,7.9023062426e-04
3.1000144000e+01,5.0077011110e-04,5.8559002355e-04,6.9344387157e-04,7.8951110481e-04
3.2000144000e+01,5.0256752729e-04,5.7797788031e-04,6.9919115049e-04,7.9101460869e-04
3.3000144000e+01,5.0055525207e-04,5.8620058553e-04,6.9456735218e-04,7.9259712948e-04
3.4000144000e+01,4.9708542065e-04,5.8248013374e-04,6.9859161158e-04,7.9145131167e-04
3.5000144000e+01,4.9908459914e-04,5.8877682022e-04,6.9725101639e-04,7.9260178609e-04
3.6000144000e+01,4.9526624935e-04,5.9031885030e-04,6.9831046858e-04,7.9261357314e-04
3.7000144000e+01,4.9758829846e-04,5.8967158111e-04,6.9743029599e-04,7.9286575783e-04
3.8000144000e+01,5.0024627853e-04,5.8876874391e-04,6.9974303187e-04,7.9262950749e-04
3.9000144000e+01,4.9884067266e-04,5.8860980062e-04,6.9728681410e-04,7.9179211752e-04
4.0000144000e+01,4.9859430874e-04,5.8850684582e-04,6.9815570896e-04,7.9353936599e-04
4.1000144000e+01,4.9849557399e-04,5.8996371081e-04,6.9729205279e-04,7.9264609667e-04
4.2000144000e+01,4.9938942539e-04,5.8832683862e-04,6.9678731961e-04,7.9410339822e-04
4.3000144000e+01,4.9804824812e-04,5.8792236814e-04,6.9709734817e-04,7.9259152699e-04
4.4000144000e+01,4.9857389968e-04,5.9139107179e-04,6.9381967478e-04,7.9294914030e-04
4.5000144000e+01,5.0005055527e-04,5.8770172473e-04,6.9526446168e-04,7.8991884948e-04
4.6000144000e+01,5.0118200306e-04,5.8891564549e-04,7.0257054176e-04,7.9158817243e-04
4.7000144000e+01,5.0212929636e-04,5.8957935835e-04,7.0078247518e-04,7.9351637396e-04
4.8000144000e+01,4.9669124564e-04,5.8331374021e-04,6.9952962804e-04,7.9130768427e-04
4.9000144000e+01,4.9615362514e-04,5.8869711211e-04,6.9681431341e-04,7.9194942373e-04
5.0000144000e+01,4.9789021432e-04,5.7908193412e-04,6.9596644607e-04,7.9290417489e-04
5.1000144000e+01,4.9833590310e-04,5.8519428421e-04,6.9760542829e-04,7.9074474343e-04
5.2000144000e+01,4.9857804697e-04,5.8539120801e-04,6.9709029049e-04,7.8846642282e-04
5.3000144000e+01,4.9679158110e-04,5.8239507780e-04,7.0249341661e-04,7.9095167166e-04
5.4000144000e+01,4.9686030252e-04,5.8757872466e-04,7.0164300269e-04,7.9128119978e-04
5.5000144000e+01,4.9558297178e-04,5.8525234635e-04,6.9852882007e-04,7.9022313002e-04
