# Saved on 2025-07-11T16:14:26.542279
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE05
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,5.0640577683e-04,5.9873553255e-04,6.9118737883e-04,8.0859077570e-04
1.1440000000e-03,5.0696340622e-04,5.9881826019e-04,6.9110930781e-04,8.0771445937e-04
2.1440000000e-03,5.0631093472e-04,5.9900394263e-04,6.9145797170e-04,8.0766934843e-04
3.1440000000e-03,5.0634032959e-04,5.9877515014e-04,6.9131558121e-04,8.0810852523e-04
4.1440000000e-03,5.0689232012e-04,5.9898160544e-04,6.9155590609e-04,8.0780548160e-04
5.1440000000e-03,5.0631500926e-04,5.9933336161e-04,6.9114743383e-04,8.0828351201e-04
6.1440000000e-03,5.0660499255e-04,5.9905374656e-04,6.9118752435e-04,8.0898207671e-04
7.1440000000e-03,5.0593273045e-04,5.9879956098e-04,6.9091940532e-04,8.0840109149e-04
8.1440000000e-03,5.0596696383e-04,5.9892667196e-04,6.9070731115e-04,8.0851583334e-04
9.1440000000e-03,5.0650334742e-04,5.9852649429e-04,6.9081877882e-04,8.1001664512e-04
1.0144000000e-02,5.0526588893e-04,5.9840469476e-04,6.9081303081e-04,8.0925456132e-04
1.1144000000e-02,5.0499020290e-04,5.9889032855e-04,6.9089306635e-04,8.0700636317e-04
1.2144000000e-02,5.0590580940e-04,5.9892819991e-04,6.9090470788e-04,8.0777877884e-04
1.3144000000e-02,5.0705220929e-04,5.9852587583e-04,6.8944893428e-04,8.0621037341e-04
1.4144000000e-02,5.0624661526e-04,5.9867008531e-04,6.8972949521e-04,8.0713471107e-04
1.5144000000e-02,5.0621805713e-04,5.9885809605e-04,6.8965127866e-04,8.0620986409e-04
1.6144000000e-02,5.0622420531e-04,5.9873520513e-04,6.8956775067e-04,8.0696292571e-04
1.7144000000e-02,5.0622482377e-04,5.9863767092e-04,6.8982764788e-04,8.0778627307e-04
1.8144000000e-02,5.0571125030e-04,5.9908445110e-04,6.8970664870e-04,8.0828307546e-04
1.9144000000e-02,5.0628183089e-04,5.9870235418e-04,6.9010558946e-04,8.0722973507e-04
2.0144000000e-02,5.0485799875e-04,5.9890866396e-04,6.8998029747e-04,8.0665609858e-04
2.1144000000e-02,5.0668139011e-04,5.9885762312e-04,6.9013673055e-04,8.0802667071e-04
2.2144000000e-02,5.0605100114e-04,5.9840211179e-04,6.8988032581e-04,8.0825950135e-04
2.3144000000e-02,5.0599181122e-04,5.9885362134e-04,6.9007161073e-04,8.0861034803e-04
2.4144000000e-02,5.0511414884e-04,5.9809313825e-04,6.9010675361e-04,8.0770689237e-04
2.5144000000e-02,5.0614104111e-04,5.9830847022e-04,6.8970737630e-04,8.0797799455e-04
2.6144000000e-02,5.0573617045e-04,5.9807549405e-04,6.8983710662e-04,8.0791709479e-04
2.7144000000e-02,5.0455390010e-04,5.9798894654e-04,6.8906039814e-04,8.0753277871e-04
2.8144000000e-02,5.0517723139e-04,5.9837464505e-04,6.8941299105e-04,8.0773024820e-04
2.9144000000e-02,5.0624170399e-04,5.9829591919e-04,6.8928253313e-04,8.0778641859e-04
