# Saved on 2025-07-21T14:31:54.164659
# Name: Shreenidhi
# Sample_ID: Batch6_Sample9_F4_TPTE35
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0007
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS
1.4400000000e-04,3.9383168769e-04,5.0297487178e-04,5.9604259150e-04,7.0233749284e-04
1.0001440000e+00,4.0058468585e-04,4.9901089369e-04,5.9897723986e-04,7.0358211815e-04
2.0001440000e+00,4.0019956941e-04,4.9679252697e-04,6.0081103584e-04,7.0335387136e-04
3.0001440000e+00,4.0475573769e-04,5.0459231716e-04,6.0328242398e-04,7.0287482231e-04
4.0001440000e+00,4.0339687985e-04,5.1137234550e-04,6.0127757024e-04,7.0306698035e-04
5.0001440000e+00,4.1060375224e-04,5.0927192206e-04,6.0285117797e-04,7.0185167715e-04
6.0001440000e+00,4.0837512643e-04,5.1139886637e-04,5.9911650169e-04,7.0005298767e-04
7.0001440000e+00,4.0786748286e-04,5.1055358199e-04,5.9631722252e-04,7.0032081567e-04
8.0001440000e+00,4.1559473175e-04,5.1133796660e-04,5.9877042077e-04,7.0319081715e-04
9.0001440000e+00,4.1647726903e-04,5.0573718909e-04,6.0076225054e-04,7.0327441790e-04
1.0000144000e+01,4.1914856411e-04,5.1094721130e-04,5.9858066379e-04,7.0261354267e-04
1.1000144000e+01,4.2028674216e-04,5.0755075790e-04,5.9902253270e-04,7.0006914029e-04
1.2000144000e+01,4.1616513045e-04,5.0773931434e-04,6.0018413933e-04,7.0133792178e-04
1.3000144000e+01,4.1519851948e-04,5.0800419558e-04,5.9934303863e-04,7.0215857704e-04
1.4000144000e+01,4.1438848712e-04,5.1064973377e-04,6.0107711761e-04,7.0088433858e-04
1.5000144000e+01,4.1906958359e-04,5.0664151786e-04,5.9994144976e-04,7.0312918979e-04
1.6000144000e+01,4.1738352593e-04,5.1071117923e-04,5.9862471971e-04,7.0445530582e-04
1.7000144000e+01,4.1694715037e-04,5.0662994909e-04,5.9898116888e-04,7.0266978582e-04
1.8000144000e+01,4.1699298890e-04,5.1150924264e-04,5.9971083829e-04,7.0084715844e-04
1.9000144000e+01,4.2019157263e-04,5.0807255320e-04,5.9727863118e-04,6.9960107794e-04
2.0000144000e+01,4.1592084017e-04,5.1158913266e-04,6.0183905589e-04,6.9996283855e-04
2.1000144000e+01,4.1485167458e-04,5.1059028920e-04,6.0012829636e-04,7.0028036134e-04
2.2000144000e+01,4.1632283683e-04,5.1100589189e-04,6.0054539063e-04,6.9783949584e-04
2.3000144000e+01,4.1514806071e-04,5.0884154916e-04,5.9827983932e-04,6.9972425990e-04
2.4000144000e+01,4.1731316742e-04,5.1011840696e-04,6.0084301367e-04,7.0059344580e-04
2.5000144000e+01,4.0797876864e-04,5.1168073696e-04,5.9927384427e-04,7.0177418820e-04
2.6000144000e+01,4.1393610445e-04,5.1626902859e-04,5.9810328821e-04,7.0157693699e-04
2.7000144000e+01,4.1477771447e-04,5.1395032642e-04,6.0354217567e-04,7.0092894020e-04
2.8000144000e+01,4.1667986807e-04,5.1140457799e-04,6.0198424762e-04,7.0179761678e-04
2.9000144000e+01,4.2215571739e-04,5.1290273404e-04,5.9931579017e-04,7.0099478762e-04
