# Saved on 2025-06-25T15:24:57.576928
# Name: Evan
# Sample_ID: Batch3_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -10
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.4400000000e-04,3.6286171962e-04,4.8364039685e-04,6.0095309891e-04,6.8795481639e-04,8.0240191892e-04,8.9784269221e-04,9.8481090390e-04,1.0891057900e-03,1.1808926502e-03,1.2863341544e-03
1.1440000000e-03,3.7051919207e-04,4.8399946536e-04,6.1398925027e-04,6.8424145866e-04,8.0798563431e-04,9.0786161309e-04,9.8830503703e-04,1.0938081687e-03,1.1808458657e-03,1.2812604837e-03
2.1440000000e-03,3.7015375710e-04,4.8431385949e-04,6.0165850300e-04,6.8404835474e-04,8.1050122390e-04,9.0199682745e-04,9.8738906672e-04,1.0905607633e-03,1.1927809101e-03,1.2832274660e-03
3.1440000000e-03,3.7442314351e-04,4.9198009947e-04,5.9916204918e-04,6.7745255365e-04,8.1218422565e-04,9.0750676463e-04,9.8204625829e-04,1.1004994303e-03,1.1840972002e-03,1.2716685887e-03
4.1440000000e-03,3.7961650378e-04,4.9064939958e-04,6.0414382460e-04,6.8574008765e-04,8.1024161773e-04,8.9653469331e-04,9.8366879683e-04,1.0959286010e-03,1.1882680701e-03,1.2795967632e-03
5.1440000000e-03,3.8188634790e-04,4.8754533054e-04,6.0923102865e-04,6.8667257437e-04,8.0409387010e-04,9.0175366495e-04,9.8123789940e-04,1.0981396190e-03,1.1757283937e-03,1.2769318710e-03
6.1440000000e-03,3.7746514863e-04,4.8668181989e-04,6.0936774389e-04,6.7950160883e-04,8.1239835708e-04,9.0063484095e-04,9.8930679087e-04,1.0762054444e-03,1.1850557348e-03,1.2873743253e-03
7.1440000000e-03,3.7329526094e-04,4.9475958804e-04,5.9782174503e-04,6.7594934080e-04,8.0874880950e-04,8.9735665824e-04,9.8034557595e-04,1.0922900401e-03,1.1818994972e-03,1.2794618669e-03
8.1440000000e-03,3.7821439037e-04,4.8828864237e-04,6.0781774664e-04,6.7989065428e-04,8.0692720076e-04,8.9945257059e-04,9.8586555396e-04,1.0898574692e-03,1.1763536895e-03,1.2796711235e-03
9.1440000000e-03,3.7869773223e-04,4.8471381888e-04,6.0797239712e-04,6.8411703978e-04,7.9738303612e-04,8.9349210612e-04,9.8613934824e-04,1.0941924120e-03,1.1803286179e-03,1.2857990805e-03
1.0144000000e-02,3.7658763176e-04,4.7805016948e-04,6.1563652707e-04,6.8789784564e-04,8.0293066276e-04,8.9739463874e-04,9.9674682133e-04,1.0915096937e-03,1.1781575449e-03,1.2816631352e-03
1.1144000000e-02,3.6612978874e-04,4.8330010031e-04,6.1419494159e-04,6.8824294431e-04,7.9865269072e-04,8.9332868811e-04,9.8905598861e-04,1.0925330571e-03,1.1816650658e-03,1.2842856813e-03
1.2144000000e-02,3.6921785068e-04,4.7444071242e-04,6.1342223489e-04,6.9126173912e-04,8.0875382992e-04,9.0780617029e-04,9.9418844911e-04,1.0975248006e-03,1.1772481230e-03,1.2817521929e-03
