# Saved on 2025-07-21T13:19:11.343453
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0009
#   num_level: 3
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS
1.4400000000e-04,7.1090296842e-04,8.0803714809e-04,9.0619963885e-04
1.1440000000e-03,7.1138172643e-04,8.0771198554e-04,9.0613750217e-04
2.1440000000e-03,7.1262082201e-04,8.0771314970e-04,9.0633235232e-04
3.1440000000e-03,7.1194277552e-04,8.0870486272e-04,9.0601453849e-04
4.1440000000e-03,7.1117909101e-04,8.0824276665e-04,9.0655805252e-04
5.1440000000e-03,7.1137648774e-04,8.0751298810e-04,9.0561334218e-04
6.1440000000e-03,7.1005561040e-04,8.0880890891e-04,9.0590903710e-04
7.1440000000e-03,7.1081711212e-04,8.0804187746e-04,9.0535228082e-04
8.1440000000e-03,7.1096372267e-04,8.0789068306e-04,9.0519621153e-04
9.1440000000e-03,7.1071197453e-04,8.0866237113e-04,9.0568573796e-04
1.0144000000e-02,7.1026319347e-04,8.0833837274e-04,9.0566747531e-04
1.1144000000e-02,7.1049435064e-04,8.0822414020e-04,9.0605972218e-04
1.2144000000e-02,7.1087837568e-04,8.0800600699e-04,9.0627589088e-04
1.3144000000e-02,7.1131042205e-04,8.0846002675e-04,9.0615641966e-04
1.4144000000e-02,7.1158741775e-04,8.0797122791e-04,9.0642941359e-04
1.5144000000e-02,7.1077782195e-04,8.0899015302e-04,9.0625959274e-04
1.6144000000e-02,7.1129055868e-04,8.0772348156e-04,9.0643203293e-04
1.7144000000e-02,7.1093716542e-04,8.0912686826e-04,9.0623754659e-04
1.8144000000e-02,7.1222551924e-04,8.0817851995e-04,9.0606976300e-04
1.9144000000e-02,7.1121154178e-04,8.0854479165e-04,9.0607485618e-04
2.0144000000e-02,7.1167225542e-04,8.0882760813e-04,9.0582725534e-04
2.1144000000e-02,7.1241913247e-04,8.0863865151e-04,9.0631598141e-04
2.2144000000e-02,7.1117166954e-04,8.0884688941e-04,9.0634704975e-04
2.3144000000e-02,7.1239912359e-04,8.0749065091e-04,9.0588750027e-04
2.4144000000e-02,7.1177841164e-04,8.0866695498e-04,9.0611465566e-04
2.5144000000e-02,7.1124479291e-04,8.0784782767e-04,9.0640525741e-04
2.6144000000e-02,7.1165493864e-04,8.0828729551e-04,9.0598121460e-04
2.7144000000e-02,7.1156238846e-04,8.0998346675e-04,9.0533627372e-04
2.8144000000e-02,7.1053196734e-04,8.0777528638e-04,9.0562716650e-04
2.9144000000e-02,7.1164715337e-04,8.0834892287e-04,9.0543187980e-04
3.0144000000e-02,7.1200476668e-04,8.0797122791e-04,9.0526249551e-04
3.1144000000e-02,7.1094495070e-04,8.0913829152e-04,9.0595356596e-04
3.2144000000e-02,7.1128852142e-04,8.0814272224e-04,9.0565095888e-04
3.3144000000e-02,7.1190886956e-04,8.0814934336e-04,9.0528439614e-04
3.4144000000e-02,7.1225484135e-04,8.0836682173e-04,9.0584413556e-04
3.5144000000e-02,7.1119618951e-04,8.0861515016e-04,9.0540954261e-04
3.6144000000e-02,7.1193244366e-04,8.0764366430e-04,9.0553287009e-04
